Public Research/Doctoral / FY2005 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	5.20%	--	--	86.70%	13.60%	"89,798"	"4,639"	--	--	--	--	--	--	--	"$540,013 "	"$14,053 "	"$2,810,657 "	--	--	--	--	--	"$2,354,347 "	"$5,548,284 "	"$5,548,284 "	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$2,526,702 "	"$3,625 "	"$349,225 "	"$8,795 "	"$502,265 "	"$1,106,642 "	"$636,886 "	"$1,653,948 "	"$1,569,111 "	"$12,416,472 "	23.80%	25.90%	22.40%	78.40%	46.00%	"72,521"	"17,266"	"$22,351,622 "	"3,710"	"$2,697,713 "	604	"$1,168,344 "	"4,314"	"$3,866,057 "	"$3,440,751 "	"$26,830 "	"$5,417,430 "	"$115,975 "	"$3,560,752 "	"$353,064 "	"$2,324,876 "	"$2,697,713 "	"$24,651,668 "	"$48,628,436 "	"$48,968,035 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$204,441 "	$0 	$250 	$0 	"$8,625 "	$0 	"$119,575 "	"$57,162 "	"$3,296 "	"$1,342,207 "	11.50%	12.80%	10.90%	76.80%	26.60%	"20,460"	"2,348"	"$5,020,068 "	743	"$274,759 "	28	"$201,800 "	771	"$476,559 "	"$2,611,780 "	"$28,339 "	"$1,621,493 "	"$2,500 "	"$1,574,566 "	"$32,421 "	"$2,038,001 "	"$238,659 "	"$6,261,757 "	"$18,897,009 "	"$19,199,890 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$590,873 "	"$196,014 "	"$49,108 "	"$9,325 "	"$269,801 "	$985 	"$622,671 "	"$167,953 "	"$56,883 "	"$2,052,722 "	7.30%	7.30%	6.20%	94.00%	10.00%	"148,624"	"10,851"	"$3,090,635 "	103	"$18,515 "	--	--	103	"$18,515 "	"$11,410,046 "	"$18,986 "	"$4,771,190 "	$500 	"$3,389,915 "	"$207,039 "	"$10,735,864 "	"$542,662 "	"$22,250,130 "	"$30,832,029 "	"$30,877,062 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	"$124,466 "	14.90%	--	14.80%	80.10%	2.40%	"8,862"	"1,322"	"$125,036 "	0	$0 	0	$0 	0	$0 	"$462,735 "	"$16,826 "	"$3,321,474 "	--	"$2,016,363 "	--	"$447,235 "	--	"$3,808,925 "	"$5,280,651 "	"$5,280,651 "	--	--	--
"East Carolina University (Greenville, NC) "	"$298,942 "	$0 	"$3,090 "	"$19,461 "	"$24,732 "	$0 	"$51,145 "	"$2,445,352 "	"$79,264 "	"$3,065,273 "	7.10%	--	--	57.00%	39.90%	"109,211"	"7,783"	"$5,210,916 "	--	--	--	--	--	--	"$2,715,985 "	"$18,840 "	"$1,210,366 "	$0 	"$673,466 "	"$538,442 "	"$1,810,758 "	"$3,683,452 "	"$7,872,450 "	"$13,064,201 "	"$13,151,194 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$205,698 "	$0 	$0 	"$57,202 "	"$2,529 "	$0 	"$39,903 "	"$131,710 "	$0 	"$476,115 "	5.40%	5.20%	5.10%	100.00%	4.80%	"64,386"	"3,499"	"$756,395 "	828	"$520,184 "	14	"$18,435 "	842	"$538,619 "	"$2,069,771 "	"$17,897 "	"$680,275 "	"$22,000 "	"$674,075 "	"$214,084 "	"$1,851,617 "	"$520,183 "	"$5,535,678 "	"$15,842,263 "	"$16,045,663 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$66,730 "	$0 	$105 	$0 	"$1,228 "	"$16,026 "	"$38,051 "	"$88,378 "	"$10,509 "	"$251,750 "	1.90%	1.80%	1.90%	85.00%	19.10%	"85,453"	"1,647"	"$2,198,476 "	544	"$308,794 "	3	"$1,990,561 "	547	"$2,299,355 "	"$1,728,485 "	"$15,077 "	"$4,404,052 "	"$10,050 "	"$1,931,505 "	"$56,435 "	"$832,487 "	"$252,185 "	"$4,654,579 "	"$11,506,857 "	"$11,506,857 "	--	--	--
"Florida International University (Miami, FL) "	"$118,187 "	$0 	$0 	$0 	$20 	$0 	"$6,166 "	"$20,587 "	"$58,523 "	"$331,840 "	3.40%	3.10%	3.30%	97.10%	2.80%	"102,223"	"3,445"	"$408,373 "	154	"$426,616 "	25	"$75,109 "	179	"$501,725 "	"$5,520,990 "	"$14,757 "	"$5,308,883 "	"$34,250 "	"$1,626,154 "	"$309,375 "	"$4,316,599 "	"$438,961 "	"$8,023,268 "	"$14,483,986 "	"$14,483,986 "	--	--	--
"Florida State University (Tallahassee, FL) "	"$974,891 "	"$8,728 "	"$12,355 "	"$27,792 "	"$8,190 "	"$79,244 "	"$352,970 "	"$6,712,849 "	"$86,207 "	"$8,324,098 "	12.40%	--	5.00%	91.30%	39.80%	"220,699"	"27,311"	"$32,775,404 "	"15,159"	"$13,423,582 "	16	"$29,600,950 "	"15,175"	"$43,024,532 "	"$17,304,638 "	"$18,669 "	"$6,687,370 "	$0 	"$4,738,605 "	"$3,355,896 "	"$8,915,758 "	"$13,425,698 "	"$33,376,962 "	"$82,378,308 "	"$85,951,659 "	--	--	--
"George Mason University (Fairfax, VA) "	"$250,328 "	"$26,866 "	"$7,290 "	$25 	"$45,499 "	$50 	"$145,157 "	"$63,244 "	"$45,208 "	"$625,933 "	12.30%	11.70%	12.20%	100.00%	3.70%	"53,763"	"6,609"	"$726,049 "	799	"$327,026 "	0	$0 	799	"$327,026 "	"$2,513,695 "	"$11,388 "	"$8,477,496 "	"$12,600 "	"$7,944,163 "	"$135,405 "	"$2,368,154 "	"$327,026 "	"$15,565,192 "	"$19,583,377 "	"$19,960,194 "	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$379,030 "	"$34,000 "	"$50,750 "	$0 	"$5,530 "	$200 	"$109,260 "	"$3,066,486 "	"$1,989,735 "	"$9,441,346 "	21.60%	25.40%	21.40%	96.10%	36.70%	"99,729"	"21,561"	"$30,170,821 "	--	--	--	--	--	--	"$33,708,102 "	"$47,835 "	"$6,834,426 "	"$1,900 "	"$3,364,540 "	"$390,090 "	"$24,587,524 "	"$4,737,741 "	"$42,944,161 "	"$82,305,944 "	"$83,725,003 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	--	--	--	--	--	--	--	--	--	--	4.20%	--	--	21.30%	18.80%	"96,448"	"4,019"	--	--	--	--	--	--	--	"$2,060,377 "	"$8,979 "	"$1,054,315 "	--	--	--	--	--	"$4,037,646 "	"$5,275,547 "	"$5,275,547 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$413,014 "	"$11,674 "	$870 	$20 	"$10,032 "	$0 	"$81,703 "	"$226,922 "	"$38,541 "	"$1,150,643 "	7.30%	5.90%	6.80%	96.80%	33.50%	"127,842"	"9,289"	"$3,850,654 "	103	"$63,161 "	6	"$137,330 "	109	"$200,491 "	"$2,657,688 "	"$14,626 "	"$3,113,442 "	"$7,500 "	"$1,037,525 "	"$15,771 "	"$1,652,426 "	"$301,860 "	"$5,004,606 "	"$11,499,724 "	"$11,644,683 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	"$937,075 "	6.50%	--	6.50%	70.30%	24.70%	"74,109"	"4,827"	"$3,532,029 "	--	--	--	--	--	--	"$4,171,668 "	"$13,290 "	"$1,803,879 "	--	"$871,639 "	--	"$4,160,445 "	--	"$8,618,140 "	"$14,318,120 "	"$15,668,120 "	--	--	--
"Illinois State University (Normal, IL) "	"$823,761 "	"$52,467 "	"$3,670 "	$0 	"$48,591 "	$0 	"$276,064 "	"$31,492 "	"$112,174 "	"$1,363,568 "	6.30%	--	6.00%	87.30%	23.30%	"157,757"	"9,947"	"$3,128,973 "	--	--	--	--	--	--	"$4,929,194 "	"$16,285 "	"$185,900 "	"$3,000 "	"$182,900 "	"$46,543 "	"$2,977,273 "	"$137,669 "	"$5,767,428 "	"$13,425,795 "	"$13,596,901 "	--	--	--
"Indiana State University (Terre Haute, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$420,128 "	"$1,071,615 "	10.10%	--	9.20%	87.90%	34.20%	"73,021"	"7,405"	"$3,048,234 "	835	"$328,975 "	94	"$53,975 "	929	"$382,950 "	"$862,068 "	"$13,656 "	"$3,358,821 "	$0 	"$3,267,133 "	$0 	"$761,679 "	$0 	"$5,730,425 "	"$8,911,200 "	"$9,077,442 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$47,922 "	$0 	$530 	"$1,790 "	"$18,486 "	$955 	"$65,435 "	"$11,170 "	"$180,887 "	"$721,850 "	8.10%	8.30%	7.70%	100.00%	39.70%	"88,519"	"7,210"	"$1,628,326 "	233	"$46,184 "	1	$150 	234	"$46,334 "	"$797,264 "	"$13,559 "	"$676,271 "	$0 	"$299,572 "	"$24,938 "	"$349,328 "	"$46,184 "	"$1,780,087 "	"$4,099,559 "	"$4,099,559 "	--	--	--
"Indiana University (Bloomington, IN) "	"$3,269,260 "	"$40,481 "	"$220,771 "	"$186,756 "	"$214,854 "	"$24,725 "	"$4,663,562 "	$0 	"$1,699,593 "	"$11,763,732 "	14.50%	--	13.50%	66.50%	7.70%	"390,635"	"56,467"	"$23,131,085 "	--	--	--	--	--	--	"$61,754,768 "	"$21,417 "	"$113,785,017 "	$0 	"$98,355,026 "	$0 	"$58,638,920 "	$0 	"$252,691,867 "	"$301,060,946 "	"$304,005,762 "	--	--	--
"Iowa State University (Ames, IA) "	"$4,019,711 "	"$81,146 "	$250 	"$1,488 "	"$96,437 "	$0 	"$332,496 "	"$1,443,436 "	"$145,047 "	"$6,780,507 "	13.90%	--	12.60%	85.50%	38.30%	"185,852"	"25,865"	"$18,790,095 "	"7,568"	"$4,095,760 "	212	"$1,387,835 "	"7,780"	"$5,483,595 "	"$7,780,609 "	"$25,978 "	"$11,718,040 "	"$158,490 "	"$5,034,192 "	"$1,411,014 "	"$5,950,200 "	"$4,095,760 "	"$21,418,949 "	"$49,024,209 "	"$55,055,508 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$4,396,036 "	"$10,111 "	"$69,752 "	"$3,750 "	"$21,628 "	"$11,345 "	"$504,873 "	"$580,221 "	"$2,892,747 "	"$8,772,850 "	21.20%	20.90%	19.90%	70.70%	43.50%	"149,009"	"31,611"	"$17,486,414 "	"9,264"	"$10,260,374 "	211	"$150,125 "	"9,475"	"$10,410,499 "	"$11,385,813 "	"$20,589 "	"$3,502,769 "	"$181,635 "	"$1,540,358 "	"$425,836 "	"$9,732,747 "	"$1,279,875 "	"$25,821,669 "	"$40,240,237 "	"$41,795,932 "	--	--	--
"Kent State University (Kent, OH) "	"$681,930 "	$850 	$0 	$0 	"$9,490 "	$615 	"$252,997 "	"$173,943 "	"$204,077 "	"$1,508,246 "	6.40%	--	6.30%	100.00%	21.50%	"162,816"	"10,425"	"$2,736,332 "	"1,176"	"$341,883 "	6	"$25,850 "	"1,182"	"$367,733 "	"$2,827,679 "	"$10,993 "	"$2,678,903 "	"$1,300 "	"$1,946,373 "	"$73,176 "	"$2,346,556 "	"$341,883 "	"$8,405,704 "	"$12,734,026 "	"$12,895,344 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	"$1,393,334 "	$0 	"$22,473 "	"$5,071 "	"$11,358 "	"$5,103 "	"$78,712 "	$0 	"$681,495 "	"$3,504,915 "	6.40%	6.50%	6.10%	6.40%	12.20%	"172,219"	"10,960"	"$6,376,892 "	--	"$27,832,991 "	--	"$3,773,738 "	--	"$31,606,729 "	"$7,122,588 "	"$20,492 "	"$3,368,642 "	$0 	"$783,624 "	$0 	"$5,276,062 "	"$27,832,991 "	"$39,091,674 "	"$52,373,328 "	"$52,771,538 "	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$316,406 "	$0 	$0 	$0 	"$4,415 "	$0 	$0 	"$734,682 "	$0 	"$2,882,769 "	7.60%	7.50%	7.60%	50.90%	48.70%	"63,249"	"4,802"	"$3,053,053 "	--	--	--	--	--	--	"$1,268,047 "	$575 	"$56,205 "	$0 	"$56,205 "	"$319,143 "	"$1,046,628 "	"$1,273,071 "	"$5,514,853 "	"$6,271,056 "	"$6,986,892 "	--	--	--
"Miami University (Oxford, OH) "	"$542,090 "	"$23,565 "	"$3,435 "	"$47,166 "	"$86,263 "	"$1,650 "	"$271,718 "	"$201,609 "	"$575,988 "	"$3,566,783 "	13.50%	15.10%	11.40%	85.10%	49.30%	"161,140"	"21,772"	"$11,863,912 "	"1,505"	"$394,328 "	88	"$395,224 "	"1,593"	"$789,552 "	"$2,454,377 "	"$19,245 "	"$4,434,106 "	"$12,350 "	"$781,878 "	"$18,553 "	"$1,193,360 "	"$394,328 "	"$7,163,696 "	"$24,086,209 "	"$24,366,420 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$3,592,861 "	"$205,951 "	"$8,588 "	"$101,195 "	"$21,778 "	"$625,781 "	"$263,027 "	"$6,253,693 "	"$1,556,166 "	"$13,799,950 "	14.70%	--	--	70.20%	30.80%	"391,121"	"57,527"	"$28,051,124 "	--	--	--	--	--	--	"$23,744,963 "	"$28,798 "	"$19,899,154 "	"$131,273 "	"$13,836,888 "	"$2,088,468 "	"$22,481,327 "	"$11,404,580 "	"$64,107,541 "	"$90,973,951 "	"$98,783,503 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	15.90%	--	--	83.50%	51.40%	"62,494"	"9,935"	--	--	--	--	--	--	--	"$3,393,594 "	"$25,655 "	"$1,515,510 "	--	--	--	--	--	"$8,157,975 "	"$14,024,025 "	"$14,929,985 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$857,249 "	"$5,500 "	$0 	"$5,174 "	$625 	$300 	"$190,467 "	"$5,657,899 "	"$331,457 "	"$7,332,257 "	8.50%	9.50%	5.60%	90.90%	57.70%	"123,995"	"10,579"	"$38,354,663 "	"4,906"	"$10,122,979 "	--	--	"4,906"	"$10,122,979 "	"$11,459,952 "	"$29,265 "	"$10,190,569 "	"$1,802,550 "	"$5,309,594 "	"$937,993 "	"$5,859,344 "	"$10,112,979 "	"$21,481,302 "	"$66,518,147 "	"$67,414,908 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$815,740 "	$0 	"$29,470 "	"$15,836 "	$0 	"$50,499 "	"$61,834 "	"$58,615 "	"$10,700 "	"$1,596,230 "	18.70%	21.20%	17.80%	100.00%	23.40%	"43,697"	"8,174"	"$4,870,381 "	--	--	--	--	--	--	"$8,805,084 "	"$22,282 "	"$2,395,284 "	$0 	"$320,660 "	"$7,535 "	"$6,284,298 "	"$82,480 "	"$11,778,601 "	"$20,833,650 "	"$20,859,583 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$82,009 "	$0 	"$2,578 "	"$7,500 "	$330 	$0 	"$37,288 "	$900 	"$269,596 "	"$667,090 "	11.30%	--	10.80%	100.00%	19.70%	"39,103"	"4,408"	"$1,116,107 "	14	"$11,500 "	0	$0 	14	"$11,500 "	"$3,132,992 "	"$23,614 "	"$909,596 "	"$10,100 "	"$817,696 "	$0 	"$2,461,885 "	"$11,500 "	"$4,263,252 "	"$5,658,272 "	"$5,715,602 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$172,498 "	"$3,605 "	"$2,324 "	"$230,913 "	"$81,902 "	$200 	"$223,539 "	"$108,445 "	"$97,467 "	"$922,614 "	4.00%	2.80%	3.40%	76.30%	17.00%	"82,456"	"3,337"	"$2,504,289 "	984	"$1,481,145 "	42	"$131,568 "	"1,026"	"$1,612,713 "	"$2,834,095 "	"$17,236 "	"$2,861,110 "	"$3,500 "	"$2,754,960 "	"$315,686 "	"$2,241,238 "	"$1,202,582 "	"$8,093,925 "	"$14,692,687 "	"$14,748,893 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$253,267 "	$0 	$0 	$0 	$155 	"$93,490 "	"$257,412 "	"$16,000 "	"$1,500 "	"$936,274 "	12.10%	12.10%	11.40%	82.90%	44.60%	"29,570"	"3,585"	"$6,252,508 "	8	"$17,384 "	0	$0 	8	"$17,384 "	"$5,734,412 "	"$14,706 "	"$899,135 "	$0 	"$446,221 "	$0 	"$4,982,285 "	"$17,384 "	"$6,881,303 "	"$14,009,625 "	"$19,009,625 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$42,697 "	"$2,857 "	"$32,658 "	$95 	"$95,935 "	"$4,100 "	"$4,624,934 "	"$1,108,112 "	"$255,603 "	"$7,220,071 "	26.50%	--	--	96.50%	15.00%	"144,698"	"38,345"	"$18,986,472 "	--	"$9,234,274 "	--	"$8,625,674 "	--	"$17,859,948 "	"$54,810,480 "	"$29,864 "	"$24,428,956 "	$0 	"$21,787,831 "	"$184,686 "	"$51,565,128 "	"$1,846,855 "	"$95,912,667 "	"$126,344,281 "	"$129,276,622 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	--	--	--	--	--	--	--	--	--	--	4.40%	--	--	96.10%	11.30%	"93,909"	"4,155"	--	--	--	--	--	--	--	"$1,484,693 "	"$14,597 "	"$2,550,821 "	--	--	--	--	--	"$5,000,826 "	"$7,538,152 "	"$7,538,152 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$867,806 "	"$17,220 "	"$5,025 "	"$59,585 "	"$19,147 "	$20 	"$46,003 "	"$219,642 "	"$45,779 "	"$1,421,704 "	9.70%	--	--	47.40%	28.40%	"160,486"	"15,586"	"$3,826,786 "	--	--	--	--	--	--	"$6,103,824 "	"$13,731 "	"$324,622 "	"$1,900 "	"$142,622 "	"$139,465 "	"$4,252,481 "	"$647,997 "	"$7,050,031 "	"$13,451,671 "	"$13,457,196 "	--	--	--
"Oakland University (Rochester, MI) "	"$259,665 "	$0 	$80 	$0 	"$3,485 "	"$1,924 "	"$9,092 "	"$44,204 "	$0 	"$498,615 "	4.60%	4.50%	4.30%	100.00%	9.00%	"66,430"	"3,048"	"$592,824 "	501	"$279,240 "	2	$120 	503	"$279,360 "	"$1,713,771 "	"$8,554 "	"$1,084,225 "	"$2,525 "	"$420,427 "	"$56,555 "	"$1,490,797 "	"$279,240 "	"$4,477,971 "	"$6,564,386 "	"$6,647,627 "	--	--	--
"Ohio State University (Columbus, OH) "	"$5,972,830 "	"$197,623 "	"$372,432 "	"$824,043 "	"$749,510 "	$0 	"$880,949 "	"$7,529,166 "	"$848,724 "	"$17,815,750 "	13.80%	13.70%	13.20%	56.60%	22.20%	"399,947"	"55,221"	"$45,323,944 "	--	$0 	--	$0 	--	$0 	"$75,014,644 "	"$30,309 "	"$22,841,222 "	"$588,278 "	"$11,090,639 "	"$9,767,835 "	"$63,706,816 "	"$23,427,664 "	"$136,537,629 "	"$204,598,172 "	"$206,160,133 "	--	--	--
"Ohio University (Athens, OH) "	--	--	--	--	--	--	--	--	--	--	13.30%	--	--	100.00%	56.50%	"147,411"	"19,618"	--	--	--	--	--	--	--	"$2,236,744 "	"$16,651 "	"$1,014,251 "	--	--	--	--	--	"$7,658,331 "	"$17,228,447 "	"$17,287,488 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	--	--	--	--	--	--	--	--	--	--	9.50%	--	--	90.20%	33.00%	"156,361"	"14,819"	--	--	--	--	--	--	--	"$12,346,546 "	"$12,513 "	"$8,761,860 "	--	--	--	--	--	"$29,277,939 "	"$48,055,515 "	"$48,953,830 "	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	8.60%	--	--	46.60%	11.10%	"84,971"	"7,293"	--	--	--	--	--	--	--	"$1,097,425 "	"$11,392 "	"$1,092,870 "	--	--	--	--	--	"$5,769,947 "	"$10,400,462 "	"$10,400,462 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$753,182 "	"$58,491 "	"$162,152 "	"$16,675 "	"$110,468 "	"$1,169,947 "	"$702,054 "	"$3,681,095 "	"$1,152,780 "	"$8,720,547 "	12.80%	13.20%	12.30%	93.60%	38.80%	"137,995"	"17,664"	"$24,770,245 "	"6,379"	"$7,534,801 "	77	"$604,439 "	"6,456"	"$8,139,240 "	"$14,474,859 "	"$29,542 "	"$10,952,223 "	"$96,712 "	"$8,423,298 "	"$5,197,193 "	"$11,927,353 "	"$11,973,787 "	"$37,702,721 "	"$63,917,210 "	"$64,325,541 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$3,409,745 "	"$84,000 "	"$164,752 "	"$277,738 "	"$307,822 "	"$4,477 "	"$5,397,359 "	"$129,258 "	"$2,623,142 "	"$12,760,779 "	16.60%	17.10%	12.10%	86.60%	27.70%	"445,096"	"73,803"	"$35,198,571 "	--	--	--	--	--	--	"$34,459,763 "	"$26,264 "	"$21,889,282 "	$0 	"$13,647,603 "	"$100,275 "	"$16,191,176 "	"$234,554 "	"$62,239,046 "	"$127,196,367 "	"$130,870,285 "	--	--	--
