Public Research/Doctoral / FY2007 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	4.40%	--	--	89.40%	11.40%	"96,478"	"4,219"	--	--	--	--	--	--	--	"$1,462,718 "	"$15,954 "	"$1,917,699 "	--	--	--	--	--	"$5,426,240 "	"$8,086,960 "	"$8,098,594 "	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$1,030,891 "	"$241,265 "	"$33,894 "	"$12,035 "	"$436,772 "	"$27,353 "	"$608,293 "	"$2,251,874 "	"$1,119,662 "	"$10,337,312 "	20.20%	21.20%	18.80%	88.40%	48.30%	"77,099"	"15,576"	"$23,670,448 "	"3,414"	"$3,580,998 "	394	"$1,009,484 "	"3,808"	"$4,590,482 "	"$9,986,407 "	"$33,917 "	"$6,128,344 "	"$491,152 "	"$3,648,431 "	"$313,584 "	"$1,755,299 "	"$3,555,702 "	"$18,493,050 "	"$48,970,727 "	"$49,319,683 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$331,584 "	$0 	$0 	$0 	"$8,865 "	$0 	"$82,784 "	"$40,170 "	"$24,225 "	"$1,678,249 "	12.90%	14.20%	12.10%	80.50%	40.10%	"21,547"	"2,774"	"$4,610,269 "	144	"$143,713 "	89	"$959,045 "	233	"$1,102,758 "	"$3,390,180 "	"$29,274 "	"$1,854,700 "	"$50,250 "	"$1,236,120 "	"$17,530 "	"$2,346,723 "	"$118,713 "	"$5,883,900 "	"$11,490,385 "	"$11,804,601 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$661,843 "	"$172,895 "	"$46,676 "	"$22,963 "	"$22,054 "	"$71,749 "	"$636,846 "	"$192,104 "	"$147,518 "	"$2,040,497 "	8.00%	8.10%	7.00%	95.00%	16.60%	"160,740"	"12,932"	"$5,866,137 "	720	"$62,045 "	--	--	720	"$62,045 "	"$9,375,267 "	"$21,221 "	"$6,081,471 "	$0 	"$3,571,605 "	"$222,293 "	"$7,579,683 "	"$716,696 "	"$19,139,683 "	"$35,356,348 "	"$35,356,348 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Carolina University (Greenville, NC) "	"$383,081 "	"$256,505 "	"$3,415 "	"$31,632 "	"$185,203 "	$0 	"$115,591 "	"$2,923,455 "	"$188,298 "	"$4,145,767 "	7.40%	--	--	100.00%	30.40%	"111,638"	"8,311"	"$6,555,244 "	--	--	--	--	--	--	"$4,426,394 "	"$15,305 "	"$4,406,288 "	$200 	"$3,338,705 "	"$600,410 "	"$3,430,594 "	"$4,389,434 "	"$14,650,210 "	"$21,590,397 "	"$21,620,719 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$297,967 "	$0 	$0 	"$58,429 "	"$4,872 "	$0 	"$30,380 "	"$200,862 "	$0 	"$632,200 "	6.10%	5.90%	5.80%	100.00%	18.50%	"68,691"	"4,201"	"$2,212,100 "	927	"$610,672 "	15	"$28,941 "	942	"$639,613 "	"$2,357,814 "	"$20,140 "	"$360,174 "	"$58,575 "	"$313,874 "	"$180,256 "	"$2,069,611 "	"$615,923 "	"$7,509,172 "	"$11,970,157 "	"$13,313,439 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$151,851 "	$0 	"$1,355 "	"$3,075 "	"$2,207 "	$0 	"$21,574 "	"$46,637 "	"$28,163 "	"$300,280 "	2.20%	2.10%	2.00%	85.00%	3.70%	"96,491"	"2,137"	"$396,757 "	534	"$479,018 "	1	$30 	535	"$479,048 "	"$3,528,719 "	"$15,486 "	"$3,055,784 "	"$9,144 "	"$1,137,311 "	"$72,564 "	"$1,013,349 "	"$249,099 "	"$4,304,355 "	"$10,643,931 "	"$10,643,931 "	--	--	--
"Florida International University (Miami, FL) "	"$142,456 "	$0 	$0 	$0 	$0 	$0 	"$40,068 "	"$18,611 "	"$89,181 "	"$397,864 "	4.40%	4.20%	4.20%	89.90%	4.50%	"129,760"	"5,750"	"$490,373 "	0	$0 	0	$0 	0	$0 	"$3,176,208 "	"$12,216 "	"$3,220,134 "	"$4,750 "	"$1,858,366 "	"$185,114 "	"$1,967,340 "	"$280,557 "	"$6,018,115 "	"$10,873,175 "	"$10,873,175 "	--	--	--
"Florida State University (Tallahassee, FL) "	"$1,044,165 "	"$20,212 "	"$2,000 "	"$48,091 "	"$4,497 "	"$13,576 "	"$211,985 "	"$7,294,299 "	"$154,218 "	"$8,857,255 "	15.30%	--	5.00%	90.00%	29.00%	"249,318"	"38,086"	"$16,549,352 "	"15,873"	"$14,588,597 "	41	"$8,163,133 "	"15,914"	"$22,751,730 "	"$17,375,204 "	"$20,513 "	"$4,210,789 "	$0 	"$2,468,420 "	"$3,647,149 "	"$13,737,615 "	"$14,593,597 "	"$37,899,318 "	"$56,974,610 "	"$59,861,207 "	--	--	--
"George Mason University (Fairfax, VA) "	"$240,447 "	"$15,809 "	"$6,414 "	$25 	"$29,083 "	"$2,522 "	"$183,693 "	"$119,279 "	"$70,517 "	"$723,154 "	5.70%	4.70%	5.60%	24.60%	4.20%	"101,968"	"5,793"	"$912,994 "	813	"$819,322 "	2	"$3,250 "	815	"$822,572 "	"$2,799,130 "	"$13,625 "	"$7,593,217 "	"$141,154 "	"$6,621,384 "	"$257,541 "	"$2,366,572 "	"$818,089 "	"$19,983,368 "	"$21,994,485 "	"$21,994,485 "	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$540,778 "	"$346,255 "	"$38,401 "	$0 	"$31,235 "	"$2,425,298 "	"$127,841 "	"$5,530,530 "	"$3,107,540 "	"$16,283,258 "	21.80%	25.60%	20.60%	98.10%	36.10%	"104,980"	"22,892"	"$43,161,628 "	"10,831"	"$14,434,971 "	120	"$5,454,698 "	"10,951"	"$19,889,669 "	"$49,292,113 "	"$50,399 "	"$12,697,490 "	"$108,302 "	"$7,478,099 "	"$694,670 "	"$24,629,287 "	"$8,083,754 "	"$57,829,127 "	"$119,454,789 "	"$122,214,095 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	"$100,627 "	$72 	"$1,000 "	"$19,845 "	"$1,357 "	"$3,289 "	"$8,240 "	"$421,678 "	"$25,961 "	"$781,332 "	5.10%	7.40%	4.50%	66.30%	24.30%	"90,790"	"4,612"	"$1,019,371 "	"1,582"	"$1,031,002 "	1	"$10,191 "	"1,583"	"$1,041,193 "	"$779,043 "	"$9,896 "	"$677,344 "	$0 	"$417,531 "	$0 	"$458,721 "	"$1,031,002 "	"$2,671,065 "	"$4,195,914 "	"$4,210,723 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$510,718 "	"$2,974 "	$29 	$0 	"$12,106 "	$0 	"$54,153 "	"$50,589 "	"$19,689 "	"$979,361 "	4.10%	3.20%	3.90%	95.40%	20.40%	"151,814"	"6,166"	"$3,252,325 "	227	"$162,872 "	2	"$6,525 "	229	"$169,397 "	"$3,459,274 "	"$17,399 "	"$5,682,987 "	$500 	"$854,972 "	"$9,950 "	"$2,738,672 "	"$220,621 "	"$6,351,927 "	"$15,905,392 "	"$15,912,382 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	"$715,941 "	3.60%	--	--	74.00%	6.80%	"75,166"	"2,671"	"$1,156,981 "	--	--	--	--	--	--	"$121,521 "	"$13,512 "	"$2,890,079 "	--	"$281,730 "	--	"$102,671 "	--	"$3,260,772 "	"$16,961,388 "	"$16,961,388 "	--	--	--
"Illinois State University (Normal, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Indiana State University (Terre Haute, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$482,403 "	"$925,894 "	9.70%	--	9.40%	85.50%	19.90%	"74,232"	"7,200"	"$1,295,879 "	879	"$343,499 "	28	"$60,730 "	907	"$404,229 "	"$1,338,980 "	"$14,184 "	"$2,746,817 "	$0 	"$309,517 "	$0 	"$1,305,353 "	$0 	"$2,899,561 "	"$6,512,247 "	"$6,572,987 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$51,933 "	$0 	$230 	"$4,423 "	"$10,344 "	$619 	"$39,880 "	"$18,409 "	"$82,423 "	"$665,561 "	8.90%	9.10%	8.40%	100.00%	24.20%	"91,294"	"8,140"	"$1,071,733 "	328	"$106,553 "	1	$500 	329	"$107,053 "	"$1,188,839 "	"$14,572 "	"$1,076,604 "	$500 	"$667,441 "	"$75,638 "	"$445,981 "	"$106,554 "	"$2,449,729 "	"$4,429,844 "	"$4,429,844 "	--	--	--
"Indiana University (Bloomington, IN) "	"$4,448,217 "	"$618,183 "	"$261,564 "	"$224,350 "	"$273,969 "	"$114,444 "	"$3,949,662 "	$0 	"$4,981,123 "	"$15,867,382 "	13.70%	--	12.80%	61.20%	13.80%	"418,461"	"57,419"	"$38,555,929 "	--	--	--	--	--	--	"$72,770,144 "	"$23,279 "	"$73,026,019 "	$0 	"$21,856,435 "	$0 	"$65,423,284 "	$0 	"$182,625,876 "	"$278,553,274 "	"$280,851,284 "	--	--	--
"Iowa State University (Ames, IA) "	"$4,070,048 "	"$181,042 "	$0 	"$13,163 "	"$123,796 "	$0 	"$601,826 "	"$2,157,316 "	"$75,716 "	"$7,767,854 "	13.90%	--	11.60%	81.60%	49.90%	"199,804"	"27,846"	"$34,892,169 "	"9,680"	"$4,463,374 "	145	"$5,829,234 "	"9,825"	"$10,292,608 "	"$8,893,553 "	"$29,393 "	"$16,980,621 "	"$238,147 "	"$3,478,977 "	"$1,841,200 "	"$6,906,500 "	"$5,829,232 "	"$23,009,624 "	"$69,953,578 "	"$70,521,365 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$2,656,159 "	"$99,468 "	"$69,307 "	"$1,098 "	$785 	"$590,844 "	"$820,636 "	"$1,605,491 "	"$3,751,318 "	"$9,702,730 "	19.00%	18.80%	18.00%	70.60%	40.10%	"150,363"	"28,503"	"$18,885,897 "	"9,138"	"$11,702,128 "	454	"$460,331 "	"9,592"	"$12,162,459 "	"$14,064,703 "	"$21,962 "	"$3,975,784 "	"$155,799 "	"$2,095,359 "	"$2,004,602 "	"$12,811,972 "	"$4,902,707 "	"$31,284,759 "	"$47,068,038 "	"$48,573,257 "	--	--	--
"Kent State University (Kent, OH) "	"$1,133,820 "	$600 	"$16,500 "	"$136,759 "	"$37,024 "	"$1,273 "	"$325,771 "	"$251,592 "	"$77,555 "	"$2,180,856 "	6.40%	--	5.70%	6.40%	31.60%	"176,062"	"11,213"	"$5,697,496 "	"1,332"	"$554,424 "	7	"$43,930 "	"1,339"	"$598,354 "	"$4,462,180 "	"$14,509 "	"$2,468,624 "	"$2,300 "	"$1,921,281 "	"$185,867 "	"$3,740,726 "	"$554,424 "	"$11,297,550 "	"$18,014,084 "	"$18,340,363 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	"$2,458,602 "	"$5,550 "	"$21,403 "	"$8,140 "	"$311,072 "	"$1,593,329 "	"$202,458 "	$0 	"$1,307,654 "	"$7,202,831 "	6.60%	6.70%	6.20%	100.00%	16.60%	"156,329"	"10,276"	"$12,775,613 "	0	"$30,556,872 "	0	"$3,267,427 "	0	"$33,824,299 "	"$14,804,273 "	"$23,620 "	"$6,704,971 "	$0 	"$3,013,446 "	$0 	"$12,004,104 "	"$30,556,872 "	"$59,227,870 "	"$77,079,750 "	"$77,287,970 "	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$1,688,635 "	$0 	$0 	$0 	"$4,420 "	$0 	$0 	"$829,685 "	$0 	"$3,684,049 "	6.90%	6.90%	4.30%	59.40%	57.60%	"84,128"	"5,770"	"$4,502,153 "	--	--	--	--	--	--	"$1,233,021 "	$872 	"$65,620 "	$300 	"$65,620 "	"$413,145 "	"$1,070,887 "	"$1,558,966 "	"$6,828,354 "	"$7,820,567 "	"$8,538,881 "	--	--	--
"Miami University (Oxford, OH) "	"$545,500 "	"$17,124 "	"$6,695 "	"$65,692 "	"$51,281 "	"$89,044 "	"$395,953 "	"$693,939 "	"$221,100 "	"$3,620,409 "	12.00%	13.10%	--	88.00%	54.50%	"164,500"	"19,694"	"$27,599,616 "	"1,100"	"$1,575,034 "	47	"$121,413 "	"1,147"	"$1,696,447 "	"$4,895,301 "	"$23,272 "	"$8,252,759 "	"$102,250 "	"$1,224,513 "	"$84,829 "	"$1,285,807 "	"$1,575,034 "	"$8,757,512 "	"$50,596,795 "	"$50,814,276 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$3,366,969 "	"$139,469 "	"$4,644 "	"$316,377 "	"$15,515 "	"$1,543,097 "	"$390,808 "	"$10,978,781 "	"$6,921,898 "	"$24,817,002 "	14.00%	--	13.70%	84.50%	37.70%	"429,693"	"60,208"	"$43,705,169 "	--	--	--	--	--	--	"$22,623,281 "	"$28,093 "	"$24,674,918 "	"$130,400 "	"$23,070,692 "	"$2,661,280 "	"$19,110,973 "	"$16,856,565 "	"$83,215,506 "	"$115,934,355 "	"$168,932,503 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	19.80%	--	--	73.70%	50.10%	"71,678"	"14,172"	--	--	--	--	--	--	--	"$4,772,279 "	"$28,205 "	"$1,735,872 "	--	--	--	--	--	"$10,902,876 "	"$20,469,710 "	"$21,726,980 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$1,197,946 "	"$27,000 "	$0 	$250 	$120 	$200 	"$188,608 "	"$6,588,638 "	"$54,155 "	"$8,418,157 "	7.50%	9.40%	8.00%	100.00%	47.80%	"128,952"	"9,642"	"$21,745,826 "	--	--	--	--	--	--	"$12,097,508 "	"$27,392 "	"$6,119,342 "	"$218,250 "	"$3,245,310 "	"$1,327,872 "	"$9,249,041 "	"$9,695,200 "	"$24,010,367 "	"$45,520,023 "	"$45,622,359 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$892,348 "	$0 	"$48,905 "	"$14,737 "	$0 	$120 	"$1,127,494 "	"$6,338 "	"$339,527 "	"$3,307,984 "	15.90%	18.10%	15.40%	87.20%	39.10%	"51,414"	"8,169"	"$5,213,925 "	751	"$238,610 "	0	$0 	751	"$238,610 "	"$3,228,985 "	"$21,750 "	"$2,066,578 "	$0 	"$2,061,483 "	"$3,558 "	"$1,958,656 "	"$21,725 "	"$8,864,549 "	"$13,335,220 "	"$13,339,220 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$87,907 "	$0 	"$8,400 "	"$11,500 "	$365 	$0 	"$57,627 "	"$2,775 "	"$149,661 "	"$612,131 "	10.30%	--	9.80%	98.70%	16.30%	"40,840"	"4,194"	"$1,297,042 "	212	"$26,890 "	0	$0 	212	"$26,890 "	"$3,227,903 "	"$25,748 "	"$1,582,705 "	$0 	"$928,555 "	"$8,681 "	"$2,455,473 "	"$26,889 "	"$4,802,301 "	"$7,958,116 "	"$8,076,092 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$168,642 "	"$4,150 "	"$18,927 "	"$211,208 "	"$86,685 "	$750 	"$252,950 "	"$112,170 "	"$226,066 "	"$1,129,141 "	5.10%	4.00%	4.50%	49.90%	10.50%	"93,265"	"4,733"	"$3,905,031 "	0	$0 	0	$0 	0	$0 	"$25,395,915 "	"$16,501 "	"$1,087,730 "	"$2,560 "	"$1,037,003 "	"$328,805 "	"$24,928,821 "	"$601,339 "	"$31,361,858 "	"$37,219,337 "	"$37,219,337 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$239,922 "	$0 	$0 	$0 	$225 	"$3,326 "	"$271,167 "	"$57,065 "	"$11,131 "	"$877,471 "	12.30%	12.30%	11.10%	100.00%	14.30%	"23,928"	"2,953"	"$1,292,764 "	258	"$428,969 "	0	$0 	258	"$428,969 "	"$6,230,641 "	"$20,876 "	"$1,176,209 "	"$33,001 "	"$1,050,464 "	"$288,598 "	"$5,994,069 "	"$428,969 "	"$8,202,052 "	"$9,051,843 "	"$9,051,843 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$36,865 "	"$4,973 "	"$43,364 "	$95 	"$35,075 "	"$565,725 "	"$4,976,126 "	"$1,211,177 "	"$682,980 "	"$8,683,603 "	21.10%	--	--	97.10%	15.60%	"157,924"	"33,265"	"$25,311,735 "	--	"$10,093,146 "	--	"$10,477,301 "	--	"$20,570,447 "	"$49,259,646 "	"$29,025 "	"$56,757,375 "	$0 	"$53,021,678 "	"$201,863 "	"$45,230,221 "	"$2,018,629 "	"$128,493,037 "	"$162,351,776 "	"$173,723,000 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	"$196,865 "	$0 	"$5,713 "	"$47,874 "	"$9,299 "	$246 	"$81,227 "	"$33,287 "	"$98,760 "	"$474,256 "	4.60%	4.70%	4.20%	93.20%	15.70%	"99,770"	"4,578"	"$1,237,952 "	0	$0 	0	$0 	0	$0 	"$1,805,616 "	"$16,080 "	"$1,034,759 "	"$10,000 "	"$917,171 "	"$71,176 "	"$1,294,084 "	"$184,266 "	"$4,612,300 "	"$7,881,411 "	"$8,484,324 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$910,929 "	"$33,969 "	"$5,000 "	"$74,204 "	"$19,668 "	$645 	"$107,929 "	"$288,532 "	"$399,318 "	"$2,026,518 "	10.60%	--	10.50%	46.20%	37.00%	"145,416"	"15,486"	"$4,146,488 "	"1,722"	"$2,015,209 "	--	--	"1,722"	"$2,015,209 "	"$3,648,086 "	"$15,314 "	"$305,626 "	"$5,921 "	"$138,943 "	"$185,947 "	"$3,032,347 "	"$713,180 "	"$7,299,520 "	"$11,201,284 "	"$12,412,901 "	--	--	--
"Oakland University (Rochester, MI) "	"$248,329 "	$0 	$310 	$0 	"$4,573 "	$657 	"$21,272 "	"$35,508 "	$0 	"$488,237 "	4.20%	4.10%	3.80%	100.00%	8.60%	"72,852"	"3,038"	"$686,095 "	598	"$187,616 "	0	$0 	598	"$187,616 "	"$2,010,550 "	"$9,608 "	"$3,431,561 "	"$4,000 "	"$581,286 "	"$45,300 "	"$1,776,962 "	"$187,616 "	"$3,861,304 "	"$7,944,764 "	"$7,945,329 "	--	--	--
"Ohio State University (Columbus, OH) "	"$6,540,402 "	"$468,115 "	"$674,348 "	"$1,321,572 "	"$858,228 "	$0 	"$1,813,698 "	"$10,353,196 "	"$1,704,803 "	"$24,382,990 "	16.40%	16.30%	14.10%	57.40%	21.60%	"416,937"	"68,415"	"$48,780,286 "	--	--	--	--	--	--	"$79,437,972 "	"$32,272 "	"$33,567,243 "	"$1,068,598 "	"$23,668,598 "	"$17,636,435 "	"$72,284,521 "	"$36,569,728 "	"$169,170,552 "	"$225,558,485 "	"$228,195,143 "	--	--	--
"Ohio University (Athens, OH) "	--	--	--	--	--	--	--	--	--	--	12.60%	--	--	100.00%	43.70%	"138,646"	"17,414"	--	--	--	--	--	--	--	"$3,284,186 "	"$18,317 "	"$3,817,142 "	--	--	--	--	--	"$7,171,195 "	"$19,213,558 "	"$19,244,778 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	8.10%	--	--	70.90%	30.60%	"90,554"	"7,311"	--	--	--	--	--	--	--	"$1,551,801 "	"$13,493 "	"$1,787,447 "	--	--	--	--	--	"$4,234,269 "	"$9,338,032 "	"$9,338,032 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$2,003,075 "	"$29,100 "	"$228,280 "	"$81,987 "	"$15,873 "	$0 	"$709,575 "	"$4,842,728 "	"$520,936 "	"$8,738,209 "	14.70%	15.50%	13.90%	74.60%	33.30%	"119,374"	"17,500"	"$18,202,076 "	"1,302"	"$896,807 "	500	"$4,284,398 "	"1,802"	"$5,181,205 "	"$12,472,661 "	"$33,009 "	"$5,349,939 "	"$123,720 "	"$2,500,199 "	"$2,130,890 "	"$8,996,781 "	"$10,921,026 "	"$29,078,843 "	"$54,721,425 "	"$57,919,443 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$4,174,379 "	"$41,226 "	"$345,071 "	"$272,607 "	"$365,703 "	"$16,529 "	"$6,783,473 "	"$37,083 "	"$2,660,574 "	"$15,316,794 "	16.30%	17.20%	23.40%	89.20%	28.20%	"459,561"	"75,123"	"$51,570,193 "	--	--	--	--	--	--	"$59,930,736 "	"$28,670 "	"$22,279,912 "	$0 	"$16,181,839 "	"$34,190 "	"$26,431,751 "	"$81,281 "	"$82,012,745 "	"$182,857,999 "	"$190,323,481 "	--	--	--
