Public Research/Doctoral / FY2008 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$1,832,999 "	"$43,451 "	"$76,249 "	"$21,111 "	"$226,349 "	"$2,597 "	"$280,900 "	"$1,738,280 "	"$1,202,542 "	"$8,924,780 "	18.90%	22.10%	18.10%	86.90%	55.80%	"80,136"	"15,184"	"$19,551,616 "	"3,519"	"$3,368,843 "	592	"$881,936 "	"4,111"	"$4,250,779 "	"$3,137,262 "	"$38,907 "	"$7,102,750 "	"$714,985 "	"$4,381,002 "	"$546,789 "	"$2,031,717 "	"$3,368,843 "	"$18,097,345 "	"$35,037,926 "	"$35,397,008 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$252,688 "	$0 	"$7,200 "	$0 	"$7,398 "	"$5,000 "	"$160,173 "	"$75,489 "	"$20,581 "	"$1,674,687 "	12.00%	13.00%	11.50%	80.30%	30.20%	"22,255"	"2,667"	"$4,069,560 "	407	"$214,255 "	58	"$939,221 "	465	"$1,153,476 "	"$5,404,199 "	"$31,855 "	"$2,241,736 "	"$16,275 "	"$1,473,486 "	"$56,936 "	"$3,324,335 "	"$188,256 "	"$7,188,943 "	"$13,478,324 "	"$14,292,478 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$1,655,959 "	"$54,950 "	"$30,412 "	"$19,667 "	"$28,211 "	"$116,866 "	"$660,402 "	"$90,172 "	"$138,302 "	"$2,882,599 "	7.20%	7.20%	6.00%	98.00%	10.10%	"164,819"	"11,944"	"$4,280,119 "	"1,022"	"$69,697 "	--	--	"1,022"	"$69,697 "	"$11,081,079 "	"$24,369 "	"$9,217,869 "	"$1,265 "	"$7,651,277 "	"$283,510 "	"$9,042,117 "	"$572,420 "	"$26,228,209 "	"$42,214,988 "	"$42,214,988 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"East Carolina University (Greenville, NC) "	"$402,284 "	"$259,210 "	"$2,395 "	"$28,223 "	"$1,119,951 "	$0 	"$207,032 "	"$3,078,181 "	"$151,175 "	"$5,298,778 "	9.30%	--	--	96.40%	28.40%	"115,071"	"10,694"	"$8,481,922 "	--	--	--	--	--	--	"$4,888,928 "	"$15,182 "	"$6,113,902 "	$0 	"$4,833,934 "	"$752,657 "	"$4,168,243 "	"$5,269,322 "	"$20,367,768 "	"$29,911,333 "	"$31,526,631 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$249,712 "	$0 	$0 	"$57,418 "	"$4,580 "	$0 	"$42,085 "	"$169,668 "	$0 	"$581,677 "	5.40%	5.10%	5.20%	100.00%	9.60%	"70,898"	"3,858"	"$1,086,247 "	"1,604"	"$567,316 "	43	"$51,586 "	"1,647"	"$618,902 "	"$4,379,064 "	"$21,523 "	"$1,127,331 "	"$26,400 "	"$1,114,731 "	"$171,619 "	"$3,376,900 "	"$564,778 "	"$8,728,763 "	"$11,282,624 "	"$11,494,092 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$111,380 "	$0 	$30 	"$4,510 "	"$1,400 "	$0 	"$43,193 "	"$40,528 "	"$33,291 "	"$259,792 "	1.60%	1.40%	1.30%	85.00%	3.70%	"98,795"	"1,554"	"$406,523 "	644	"$617,694 "	53	"$14,349 "	697	"$632,043 "	"$2,769,918 "	"$15,022 "	"$4,058,705 "	"$72,966 "	"$1,434,029 "	"$36,728 "	"$2,580,800 "	"$341,274 "	"$6,045,736 "	"$10,916,788 "	"$10,921,326 "	--	--	--
"Florida International University (Miami, FL) "	"$66,545 "	$50 	$0 	$0 	$0 	$0 	"$7,590 "	"$20,840 "	"$117,613 "	"$364,798 "	4.70%	4.30%	4.30%	82.80%	2.90%	"148,363"	"6,992"	"$538,864 "	0	$0 	0	$0 	0	$0 	"$5,328,093 "	"$12,191 "	"$7,998,699 "	"$18,850 "	"$2,013,553 "	"$193,215 "	"$1,737,796 "	"$400,849 "	"$6,026,259 "	"$18,796,862 "	"$18,796,862 "	--	--	--
"Florida State University (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Mason University (Fairfax, VA) "	"$92,373 "	"$23,827 "	"$110,698 "	"$16,483 "	"$17,119 "	"$45,265 "	"$194,933 "	"$185,568 "	"$125,183 "	"$884,886 "	6.70%	6.00%	6.50%	100.00%	4.50%	"103,304"	"6,878"	"$1,069,038 "	--	--	--	--	--	--	"$4,158,885 "	"$14,570 "	"$9,741,163 "	"$14,250 "	"$9,556,013 "	"$235,581 "	"$3,877,704 "	"$680,875 "	"$20,547,177 "	"$23,561,867 "	"$23,561,867 "	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$221,777 "	"$682,142 "	"$146,899 "	$0 	"$18,185 "	"$903,847 "	"$130,443 "	"$5,589,046 "	"$2,975,685 "	"$14,889,928 "	21.10%	24.80%	19.60%	95.20%	36.20%	"108,923"	"22,995"	"$42,396,067 "	"9,931"	"$13,495,626 "	304	"$8,386,953 "	"10,235"	"$21,882,579 "	"$29,192,097 "	"$50,715 "	"$17,911,583 "	"$281,958 "	"$8,410,685 "	"$813,253 "	"$22,966,348 "	"$9,633,638 "	"$65,693,635 "	"$117,106,116 "	"$126,120,221 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	"$87,160 "	$140 	$90 	"$17,718 "	$662 	"$4,109 "	"$12,460 "	"$532,128 "	"$30,685 "	"$901,520 "	7.90%	7.90%	7.50%	62.40%	18.50%	"57,595"	"4,562"	"$1,117,633 "	"1,969"	"$1,711,560 "	0	$0 	"1,969"	"$1,711,560 "	"$2,192,813 "	"$10,555 "	"$1,125,113 "	"$70,000 "	"$287,023 "	"$650,728 "	"$1,977,397 "	"$1,711,560 "	"$4,152,184 "	"$6,046,390 "	"$6,046,390 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$690,437 "	"$4,219 "	$924 	$0 	"$16,520 "	$0 	"$29,531 "	"$262,585 "	"$38,427 "	"$1,244,191 "	5.10%	4.20%	4.90%	95.50%	16.70%	"157,430"	"7,976"	"$2,032,168 "	239	"$642,437 "	1	"$76,574 "	240	"$719,011 "	"$1,979,894 "	"$17,474 "	"$5,115,616 "	"$50,000 "	"$1,621,534 "	"$41,180 "	"$1,545,781 "	"$784,190 "	"$6,350,139 "	"$12,177,749 "	"$12,198,288 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	"$835,509 "	67.00%	--	--	95.00%	31.70%	"6,575"	"4,405"	"$3,553,364 "	--	--	--	--	--	--	"$1,023,001 "	"$16,833 "	"$4,429,540 "	--	"$944,509 "	--	"$690,137 "	--	"$3,496,011 "	"$11,215,662 "	"$11,323,324 "	--	--	--
"Illinois State University (Normal, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Indiana State University (Terre Haute, IN) "	"$273,066 "	$0 	$40 	$0 	"$2,690 "	$0 	"$134,895 "	"$102,607 "	"$33,525 "	"$1,129,662 "	6.80%	--	6.60%	75.20%	35.20%	"81,597"	"5,566"	"$2,741,994 "	460	"$217,362 "	10	"$6,905 "	470	"$224,267 "	"$753,210 "	"$14,977 "	"$3,322,454 "	"$20,299 "	"$3,320,554 "	"$32,151 "	"$723,822 "	"$217,362 "	"$5,587,554 "	"$7,784,830 "	"$7,939,383 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$53,858 "	$0 	$330 	"$3,755 "	"$5,848 "	"$2,575 "	"$58,224 "	"$31,979 "	"$224,298 "	"$774,260 "	8.40%	8.60%	7.90%	96.50%	34.70%	"93,233"	"7,789"	"$1,409,332 "	437	"$128,629 "	1	$500 	438	"$129,129 "	"$1,120,013 "	"$15,188 "	"$660,624 "	$241 	"$552,890 "	"$77,578 "	"$476,137 "	"$128,629 "	"$2,267,055 "	"$4,058,334 "	"$4,075,136 "	--	--	--
"Indiana University (Bloomington, IN) "	"$4,793,837 "	"$11,507 "	"$224,193 "	"$280,880 "	"$784,762 "	"$152,580 "	"$1,628,258 "	$0 	"$6,506,141 "	"$16,421,508 "	13.30%	--	12.60%	60.80%	28.10%	"427,529"	"57,008"	"$114,873,741 "	--	--	--	--	--	--	"$80,373,586 "	"$21,103 "	"$112,796,102 "	$0 	"$31,667,327 "	$0 	"$75,566,937 "	$0 	"$208,562,938 "	"$408,620,812 "	"$411,119,966 "	--	--	--
"Iowa State University (Ames, IA) "	"$3,493,456 "	"$288,508 "	"$63,725 "	"$1,350 "	"$96,398 "	$0 	"$1,060,560 "	"$2,899,958 "	"$38,371 "	"$9,391,877 "	12.20%	--	10.70%	61.30%	37.40%	"196,797"	"24,029"	"$28,721,827 "	"9,471"	"$7,197,789 "	141	"$2,486,301 "	"9,612"	"$9,684,090 "	"$10,516,160 "	"$30,344 "	"$23,529,728 "	"$270,856 "	"$8,574,089 "	"$2,066,857 "	"$8,059,227 "	"$7,197,789 "	"$31,164,217 "	"$76,725,185 "	"$78,051,060 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$2,208,897 "	"$70,620 "	"$109,662 "	$659 	"$145,036 "	"$5,724,743 "	"$711,647 "	"$1,509,352 "	"$4,065,054 "	"$14,665,969 "	18.00%	18.90%	17.20%	69.00%	34.90%	"153,695"	"27,596"	"$19,594,822 "	"8,923"	"$12,299,697 "	211	"$885,993 "	"9,134"	"$13,185,690 "	"$22,883,828 "	"$23,642 "	"$5,260,583 "	"$211,815 "	"$3,218,038 "	"$1,804,291 "	"$21,776,073 "	"$4,392,126 "	"$45,830,239 "	"$56,161,920 "	"$56,959,345 "	--	--	--
"Kent State University (Kent, OH) "	"$927,834 "	$700 	$925 	"$150,637 "	"$14,872 "	"$3,270 "	"$842,076 "	"$262,772 "	"$19,961 "	"$2,344,288 "	5.30%	--	4.60%	64.40%	23.20%	"182,230"	"9,603"	"$4,041,016 "	"1,158"	"$532,511 "	6	"$60,191 "	"1,164"	"$592,702 "	"$4,734,684 "	"$15,401 "	"$3,311,258 "	"$5,025 "	"$1,797,728 "	"$152,406 "	"$3,674,447 "	"$532,511 "	"$11,486,548 "	"$17,419,829 "	"$17,763,354 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	"$2,802,844 "	"$15,283 "	"$251,336 "	"$5,533 "	"$13,578 "	"$3,363,333 "	"$205,364 "	$0 	"$622,271 "	"$8,685,869 "	6.60%	6.80%	6.30%	100.00%	16.20%	"157,170"	"10,396"	"$12,847,712 "	0	"$27,764,311 "	0	"$13,770,773 "	0	"$41,535,084 "	"$12,265,931 "	"$26,338 "	"$5,315,161 "	$0 	"$3,023,077 "	"$10,000 "	"$9,637,911 "	"$27,774,211 "	"$53,120,232 "	"$79,067,802 "	"$79,601,000 "	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$464,927 "	$0 	"$5,000 "	$0 	"$3,660 "	$0 	$0 	"$852,805 "	$0 	"$2,984,130 "	6.20%	6.20%	6.20%	59.00%	59.70%	"86,642"	"5,370"	"$3,584,503 "	--	--	--	--	--	--	"$1,455,730 "	$904 	"$125,950 "	$0 	"$125,950 "	"$495,926 "	"$1,425,666 "	"$1,564,817 "	"$5,378,078 "	"$6,008,515 "	"$6,726,026 "	--	--	--
"Miami University (Oxford, OH) "	"$543,785 "	"$2,700 "	"$1,010 "	"$73,018 "	"$52,794 "	"$115,248 "	"$315,360 "	"$232,578 "	"$344,363 "	"$3,360,219 "	11.90%	13.40%	10.20%	80.90%	57.50%	"177,093"	"21,148"	"$21,041,893 "	"1,018"	"$547,789 "	76	"$159,778 "	"1,094"	"$707,567 "	"$2,743,522 "	"$23,893 "	"$5,062,530 "	"$13,500 "	"$588,033 "	"$175,431 "	"$1,468,701 "	"$547,790 "	"$7,622,655 "	"$36,604,327 "	"$39,530,750 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$3,806,522 "	"$200,653 "	"$11,316 "	"$94,156 "	"$34,472 "	"$4,036,043 "	"$665,886 "	"$9,225,627 "	"$1,631,422 "	"$21,301,558 "	11.70%	--	11.00%	61.80%	25.80%	"532,923"	"62,444"	"$33,083,099 "	--	--	--	--	--	--	"$33,394,881 "	"$29,066 "	"$34,962,772 "	"$279,916 "	"$30,199,044 "	"$2,497,131 "	"$31,454,492 "	"$16,039,384 "	"$100,807,149 "	"$128,123,958 "	"$171,696,166 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	18.90%	--	--	84.60%	54.10%	"72,671"	"13,753"	--	--	--	--	--	--	--	"$2,461,806 "	"$31,624 "	"$374,040 "	--	--	--	--	--	"$9,156,124 "	"$11,918,574 "	"$25,818,898 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$1,302,600 "	"$2,400 "	"$1,600 "	"$7,175 "	$120 	$0 	"$196,952 "	"$8,225,689 "	"$262,920 "	"$10,841,716 "	9.30%	11.40%	7.90%	80.60%	41.50%	"128,306"	"11,940"	"$21,221,658 "	--	--	--	--	--	--	"$10,483,900 "	"$32,828 "	"$7,963,324 "	"$152,500 "	"$5,001,521 "	"$1,183,395 "	"$7,776,364 "	"$11,643,992 "	"$26,656,497 "	"$51,198,023 "	"$52,526,740 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$1,198,874 "	"$1,150 "	"$29,892 "	"$19,770 "	$183 	"$10,100 "	"$1,697,136 "	"$155,245 "	"$652,082 "	"$4,624,572 "	16.10%	18.90%	14.60%	64.10%	51.60%	"52,930"	"8,534"	"$9,952,440 "	933	"$249,509 "	60	"$336,323 "	993	"$585,832 "	"$5,077,503 "	"$21,708 "	"$809,828 "	$500 	"$741,753 "	"$19,463 "	"$4,391,868 "	"$249,509 "	"$11,097,442 "	"$19,277,272 "	"$20,610,244 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$144,742 "	$0 	"$2,146 "	$600 	$420 	$0 	"$101,117 "	"$6,359 "	"$216,865 "	"$960,940 "	10.90%	--	10.50%	93.90%	21.10%	"39,952"	"4,336"	"$2,619,608 "	137	"$25,316 "	0	$0 	137	"$25,316 "	"$4,050,160 "	"$26,583 "	"$3,243,115 "	$0 	"$1,224,787 "	"$11,628 "	"$3,363,722 "	"$25,316 "	"$6,503,545 "	"$12,428,467 "	"$13,157,134 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$1,426,309 "	"$2,915 "	"$4,802 "	"$162,340 "	"$70,358 "	"$4,330 "	"$254,456 "	"$202,343 "	"$234,406 "	"$2,393,780 "	4.80%	3.80%	4.20%	72.50%	37.30%	"96,072"	"4,572"	"$4,697,670 "	--	--	--	--	--	--	"$4,032,734 "	"$11,019 "	"$935,302 "	"$2,000 "	"$903,505 "	"$190,801 "	"$3,075,274 "	"$646,274 "	"$8,132,883 "	"$12,608,512 "	"$12,689,531 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$337,744 "	$0 	$0 	$0 	$400 	"$14,208 "	"$283,281 "	"$36,464 "	"$14,971 "	"$978,973 "	10.40%	10.80%	9.30%	74.90%	14.90%	"32,443"	"3,359"	"$1,508,296 "	217	"$357,535 "	0	$0 	217	"$357,535 "	"$6,683,611 "	"$17,260 "	"$961,083 "	"$70,975 "	"$632,193 "	"$209,125 "	"$6,455,591 "	"$341,110 "	"$8,822,906 "	"$10,097,427 "	"$10,097,427 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	"$201,181 "	$0 	"$5,975 "	"$62,621 "	"$19,902 "	$304 	"$73,791 "	"$24,975 "	"$141,287 "	"$531,416 "	4.90%	5.10%	4.50%	92.60%	6.80%	"102,911"	"5,066"	"$938,631 "	0	$0 	0	$0 	0	$0 	"$1,918,536 "	"$16,767 "	"$3,117,252 "	$0 	"$1,957,028 "	"$164,210 "	"$1,697,188 "	"$303,406 "	"$7,963,343 "	"$13,818,667 "	"$14,189,494 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Oakland University (Rochester, MI) "	"$210,877 "	$0 	$490 	$0 	"$4,027 "	$946 	"$32,680 "	"$31,811 "	$0 	"$525,990 "	3.50%	3.50%	3.30%	100.00%	12.20%	"77,391"	"2,735"	"$849,968 "	805	"$243,126 "	--	--	805	"$243,126 "	"$2,977,660 "	"$10,018 "	"$1,335,932 "	"$2,300 "	"$547,678 "	"$39,686 "	"$1,333,122 "	"$243,126 "	"$3,497,414 "	"$6,957,217 "	"$6,967,881 "	--	--	--
"Ohio State University (Columbus, OH) "	"$7,241,095 "	"$318,571 "	"$436,067 "	"$905,584 "	"$478,187 "	$0 	"$1,856,053 "	"$9,852,243 "	"$1,595,875 "	"$23,400,348 "	15.00%	14.70%	12.80%	63.20%	20.30%	"426,126"	"64,014"	"$48,229,640 "	--	--	--	--	--	--	"$79,390,524 "	"$33,258 "	"$55,015,818 "	"$1,345,877 "	"$26,392,885 "	"$9,778,481 "	"$71,483,753 "	"$28,709,529 "	"$165,413,539 "	"$237,380,122 "	"$242,009,762 "	--	--	--
"Ohio University (Athens, OH) "	--	--	--	--	--	--	--	--	--	--	10.60%	--	--	100.00%	50.70%	"155,082"	"16,443"	--	--	--	--	--	--	--	"$2,734,196 "	"$18,127 "	"$4,125,594 "	--	--	--	--	--	"$7,095,117 "	"$23,591,157 "	"$23,591,157 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	6.70%	--	--	71.60%	29.60%	"93,515"	"6,302"	--	--	--	--	--	--	--	"$1,774,418 "	"$13,865 "	"$1,786,146 "	--	--	--	--	--	"$4,998,414 "	"$11,313,538 "	"$11,331,874 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$2,808,408 "	"$15,713 "	"$33,889 "	"$48,507 "	"$20,238 "	$0 	"$817,628 "	"$4,863,898 "	"$2,184,264 "	"$11,093,791 "	11.60%	12.20%	11.00%	69.30%	24.70%	"147,542"	"17,140"	"$21,485,661 "	931	"$940,529 "	486	"$4,460,408 "	"1,417"	"$5,400,937 "	"$21,212,884 "	"$34,610 "	"$15,839,951 "	"$123,242 "	"$3,914,439 "	"$4,232,799 "	"$13,664,871 "	"$15,357,176 "	"$42,681,738 "	"$87,072,244 "	"$91,146,779 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$1,323,772 "	"$174,943 "	"$295,200 "	"$332,770 "	"$358,368 "	"$20,531 "	"$8,816,124 "	"$128,482 "	"$8,664,143 "	"$20,628,409 "	17.50%	--	--	80.90%	34.80%	"442,971"	"77,400"	"$61,273,454 "	--	--	--	--	--	--	"$42,066,747 "	"$29,444 "	"$29,441,345 "	"$13,500 "	"$20,973,839 "	"$12,522 "	"$22,920,273 "	"$213,375 "	"$92,391,906 "	"$176,086,082 "	"$181,470,741 "	--	--	--
"Portland State University (Portland, OR) "	"$883,073 "	$0 	$155 	$170 	"$94,756 "	$0 	"$81,462 "	"$202,910 "	"$72,916 "	"$1,504,927 "	4.70%	--	4.50%	72.60%	17.90%	"115,932"	"5,498"	"$2,330,471 "	"1,033"	"$798,727 "	0	$0 	"1,033"	"$798,727 "	"$1,775,641 "	$650 	"$3,471,356 "	"$8,355 "	"$1,247,113 "	"$159,097 "	"$1,554,377 "	"$798,727 "	"$6,956,593 "	"$13,037,639 "	"$13,072,113 "	--	--	--
"Purdue University (West Lafayette, IN) "	"$6,355,393 "	"$96,806 "	"$1,741,963 "	"$304,763 "	"$213,697 "	"$5,410 "	"$2,445,315 "	"$3,665,425 "	"$1,748,384 "	"$20,322,968 "	14.70%	16.00%	14.30%	80.70%	33.20%	"378,485"	"55,630"	"$57,791,592 "	"7,898"	"$6,250,412 "	544	"$5,823,051 "	"8,442"	"$12,073,463 "	"$53,462,955 "	"$20,581 "	"$41,344,672 "	"$87,111 "	"$34,622,979 "	"$670,514 "	"$43,810,311 "	"$5,396,142 "	"$110,021,605 "	"$174,002,895 "	"$177,996,642 "	--	--	--
