Public Research/Doctoral / FY2003 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	"$236,126 "	$100 	$275 	"$1,879 "	"$4,341 "	$656 	"$26,712 "	"$31,576 "	"$1,163 "	"$307,543 "	--	--	--	--	17.00%	--	"4,219"	"$713,867 "	--	--	--	--	--	--	"$386,075 "	"$11,888 "	"$696,877 "	"$2,975 "	"$551,553 "	"$94,934 "	"$312,910 "	"$226,173 "	"$1,401,590 "	"$2,389,027 "	"$2,389,027 "	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$1,188,439 "	"$2,001 "	"$8,713 "	"$2,058 "	"$143,688 "	"$27,139 "	"$167,893 "	"$1,418,654 "	"$868,913 "	"$7,406,917 "	23.80%	25.80%	22.90%	75.40%	56.80%	"68,532"	"16,291"	"$24,270,339 "	"3,119"	"$2,210,601 "	314	"$910,933 "	"3,433"	"$3,121,534 "	"$4,078,036 "	"$24,248 "	"$7,506,566 "	"$122,710 "	"$4,925,386 "	"$427,849 "	"$2,486,091 "	"$2,420,120 "	"$19,195,701 "	"$42,735,189 "	"$43,440,706 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$168,902 "	$0 	$0 	$0 	"$1,790 "	$500 	"$63,084 "	"$45,990 "	"$101,860 "	"$1,164,972 "	12.80%	14.30%	12.20%	74.40%	42.60%	"19,403"	"2,493"	"$4,939,580 "	307	"$106,635 "	24	"$198,682 "	331	"$305,317 "	"$3,406,022 "	"$28,882 "	"$1,269,021 "	$0 	"$1,134,021 "	"$28,525 "	"$1,651,422 "	"$101,710 "	"$5,002,610 "	"$11,607,309 "	"$12,575,374 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$791,379 "	"$8,670 "	"$73,147 "	"$9,950 "	"$27,879 "	$625 	"$486,552 "	"$130,183 "	"$80,117 "	"$1,657,186 "	8.10%	8.00%	6.60%	93.50%	9.10%	"140,079"	"11,346"	"$2,610,493 "	"3,100"	"$893,292 "	1	"$8,000 "	"3,101"	"$901,292 "	"$6,638,154 "	"$19,178 "	"$7,082,280 "	"$34,035 "	"$2,571,201 "	"$278,006 "	"$5,263,828 "	"$619,672 "	"$15,167,311 "	"$28,810,381 "	"$29,456,851 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	"$131,898 "	16.50%	--	16.40%	91.60%	2.50%	"8,070"	"1,333"	"$132,323 "	0	$0 	0	$0 	0	$0 	"$456,516 "	"$17,830 "	"$2,082,854 "	--	"$875,354 "	--	"$455,940 "	--	"$3,052,588 "	"$5,292,940 "	"$5,292,940 "	--	--	--
"East Carolina University (Greenville, NC) "	"$266,427 "	$0 	$0 	"$3,987 "	"$25,777 "	$0 	"$57,921 "	"$2,285,165 "	"$44,998 "	"$2,707,289 "	5.40%	--	--	31.50%	38.30%	"107,819"	"5,778"	"$5,363,176 "	"7,596"	"$3,370,551 "	730	"$2,579,107 "	"8,326"	"$5,949,658 "	"$2,470,364 "	"$18,029 "	"$2,249,895 "	$0 	"$205,765 "	"$408,206 "	"$1,559,738 "	"$3,370,551 "	"$5,670,129 "	"$13,986,900 "	"$14,220,807 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$128,781 "	$0 	$35 	"$57,942 "	"$3,910 "	$0 	"$11,488 "	"$142,405 "	$0 	"$374,133 "	5.90%	5.70%	5.50%	98.90%	6.80%	"57,478"	"3,405"	"$879,141 "	906	"$411,532 "	29	"$1,289,752 "	935	"$1,701,284 "	"$4,262,786 "	"$17,923 "	"$1,022,440 "	"$7,500 "	"$762,440 "	"$401,397 "	"$1,682,161 "	"$677,704 "	"$7,282,417 "	"$12,935,206 "	"$14,926,040 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$88,188 "	$0 	$390 	$20 	$50 	"$19,323 "	"$14,107 "	"$38,397 "	"$9,301 "	"$197,149 "	2.80%	--	--	60.00%	1.10%	"78,410"	"2,168"	"$202,986 "	620	"$542,035 "	0	$0 	620	"$542,035 "	"$3,211,238 "	"$13,977 "	"$9,341,664 "	"$23,500 "	"$2,572,430 "	"$333,572 "	"$2,295,575 "	"$542,035 "	"$6,456,729 "	"$18,484,836 "	"$18,484,836 "	--	--	--
"Florida International University (Miami, FL) "	"$65,462 "	$0 	$0 	"$4,415 "	$166 	$0 	"$1,620 "	"$69,376 "	"$18,320 "	"$217,651 "	1.00%	0.80%	1.00%	19.30%	2.80%	"100,133"	"1,012"	"$327,324 "	556	"$666,696 "	150	"$47,133 "	706	"$713,829 "	"$4,899,428 "	"$12,399 "	"$3,792,132 "	"$30,950 "	"$1,255,782 "	"$364,401 "	"$4,179,911 "	"$640,137 "	"$8,015,140 "	"$11,812,378 "	"$11,812,378 "	--	--	--
"Florida State University (Tallahassee, FL) "	"$1,307,088 "	$0 	"$2,995 "	"$26,056 "	"$16,101 "	"$151,375 "	"$136,323 "	"$5,952,684 "	"$309,980 "	"$7,956,296 "	12.60%	--	11.70%	64.60%	32.10%	"203,165"	"25,571"	"$19,104,073 "	"15,662"	"$11,905,368 "	50	"$9,591,457 "	"15,712"	"$21,496,825 "	"$9,769,294 "	"$16,925 "	"$14,055,192 "	$0 	"$2,771,683 "	"$2,976,342 "	"$5,244,638 "	"$11,905,368 "	"$25,173,545 "	"$59,493,468 "	"$62,897,611 "	--	--	--
"George Mason University (Fairfax, VA) "	"$279,973 "	"$12,916 "	"$13,339 "	$0 	"$7,102 "	$0 	"$120,924 "	"$7,918 "	"$87,908 "	"$613,378 "	9.70%	7.90%	9.60%	100.00%	4.60%	"67,196"	"6,541"	"$749,443 "	428	"$35,847 "	0	$0 	428	"$35,847 "	"$1,994,899 "	"$11,338 "	"$9,641,285 "	$0 	"$8,842,285 "	"$15,765 "	"$1,935,500 "	"$50,226 "	"$14,963,785 "	"$16,455,099 "	"$16,501,061 "	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$312,319 "	"$6,500 "	"$94,550 "	$0 	$211 	"$1,288,811 "	"$55,735 "	"$3,788,141 "	"$6,687,753 "	"$16,377,312 "	19.70%	23.10%	19.60%	88.30%	38.60%	"96,003"	"18,944"	"$28,268,118 "	--	"$4,209,045 "	--	"$6,464,605 "	--	"$10,673,650 "	"$21,615,823 "	"$41,006 "	"$18,165,145 "	$0 	"$5,021,408 "	"$210,452 "	"$13,569,234 "	"$4,209,045 "	"$37,307,247 "	"$73,203,189 "	"$74,368,713 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	--	--	--	--	--	--	--	--	--	--	7.00%	--	--	37.90%	23.10%	"58,053"	"4,067"	--	--	--	--	--	--	--	"$896,779 "	"$10,843 "	"$428,344 "	--	--	--	--	--	"$2,550,876 "	"$3,099,784 "	"$3,104,251 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$281,894 "	"$8,570 "	$365 	$0 	"$6,774 "	$0 	"$106,144 "	"$329,079 "	"$9,259 "	"$1,099,348 "	6.80%	--	6.50%	82.00%	11.50%	"136,578"	"9,289"	"$1,221,412 "	409	"$524,297 "	0	$0 	409	"$524,297 "	"$3,978,271 "	"$14,060 "	"$2,895,339 "	"$65,500 "	"$1,401,839 "	"$60,685 "	"$1,535,973 "	"$524,297 "	"$5,451,504 "	"$10,619,072 "	"$10,619,072 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois State University (Normal, IL) "	"$694,902 "	$185 	"$1,400 "	$0 	"$22,963 "	$0 	"$344,076 "	"$50,656 "	"$96,672 "	"$1,230,955 "	7.30%	--	7.00%	92.20%	22.10%	"144,372"	"10,488"	"$2,808,366 "	--	--	--	--	--	--	"$6,278,033 "	"$12,746 "	"$64,431 "	"$3,000 "	"$56,431 "	"$49,325 "	"$2,379,099 "	"$172,613 "	"$5,146,546 "	"$12,729,723 "	"$12,735,114 "	--	--	--
"Indiana State University (Terre Haute, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$580,421 "	"$1,198,537 "	10.90%	--	10.40%	81.10%	7.10%	"72,147"	"7,879"	"$1,916,519 "	"1,206"	"$575,968 "	19	"$327,975 "	"1,225"	"$903,943 "	"$21,753,499 "	"$14,801 "	"$1,600,056 "	$0 	"$280,790 "	$0 	"$21,439,941 "	$0 	"$23,396,763 "	"$27,053,159 "	"$27,105,105 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$50,635 "	$0 	"$1,050 "	"$2,200 "	"$2,457 "	"$1,036 "	"$25,105 "	"$11,164 "	"$81,244 "	"$565,201 "	9.00%	9.30%	8.70%	86.90%	35.90%	"79,332"	"7,174"	"$1,288,543 "	132	"$46,306 "	2	"$1,250 "	134	"$47,556 "	"$790,082 "	"$13,587 "	"$878,574 "	$0 	"$553,600 "	"$30,248 "	"$386,210 "	"$46,306 "	"$1,715,504 "	"$3,586,078 "	"$3,586,078 "	--	--	--
"Indiana University (Bloomington, IN) "	"$3,893,245 "	"$57,060 "	"$206,673 "	"$182,010 "	"$130,246 "	"$9,750 "	"$3,287,004 "	$0 	"$2,162,713 "	"$12,411,571 "	14.60%	--	13.40%	66.60%	14.40%	"382,797"	"55,999"	"$35,683,131 "	--	--	--	--	--	--	"$61,997,369 "	"$20,812 "	"$78,224,075 "	$0 	"$72,490,724 "	$0 	"$53,784,347 "	$0 	"$190,216,091 "	"$248,306,313 "	"$249,988,250 "	--	--	--
"Iowa State University (Ames, IA) "	"$1,740,042 "	"$24,223 "	$200 	$600 	"$64,032 "	$0 	"$260,380 "	"$1,455,956 "	"$821,770 "	"$4,992,619 "	14.00%	--	13.70%	74.50%	20.90%	"174,322"	"24,403"	"$9,893,383 "	"7,696"	"$4,172,612 "	132	"$1,270,816 "	"7,828"	"$5,443,428 "	"$20,847,215 "	"$24,632 "	"$6,203,068 "	"$225,605 "	"$2,202,196 "	"$1,410,184 "	"$19,210,802 "	"$4,172,611 "	"$29,446,334 "	"$47,343,141 "	"$47,364,799 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$4,522,896 "	"$162,656 "	"$256,670 "	"$4,827 "	"$21,970 "	"$6,760 "	"$542,732 "	"$289,705 "	"$3,846,824 "	"$9,907,445 "	23.10%	22.70%	22.40%	72.20%	39.10%	"146,046"	"33,754"	"$16,753,649 "	"10,657"	"$10,107,195 "	268	"$116,618 "	"10,925"	"$10,223,813 "	"$11,283,040 "	"$16,581 "	"$4,816,324 "	"$191,137 "	"$1,240,621 "	"$203,059 "	"$8,303,137 "	"$751,004 "	"$23,008,353 "	"$42,832,526 "	"$44,785,752 "	--	--	--
"Kent State University (Kent, OH) "	"$777,653 "	$975 	$0 	$0 	"$29,570 "	"$5,317 "	"$253,974 "	"$116,068 "	"$178,048 "	"$1,512,311 "	7.10%	--	6.90%	100.00%	18.00%	"145,049"	"10,286"	"$2,754,110 "	850	"$289,528 "	4	"$20,500 "	854	"$310,028 "	"$4,168,581 "	"$9,661 "	"$4,125,994 "	"$2,700 "	"$2,354,119 "	"$103,144 "	"$3,714,311 "	"$289,628 "	"$9,854,976 "	"$15,282,905 "	"$15,554,921 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$390,931 "	"$2,125 "	$300 	$0 	"$4,583 "	$0 	$0 	"$420,699 "	$0 	"$1,004,334 "	4.30%	4.30%	4.10%	84.30%	51.40%	"57,658"	"2,500"	"$1,406,534 "	54	"$258,648 "	--	--	54	"$258,648 "	"$834,528 "	$381 	"$65,800 "	$0 	"$65,800 "	"$420,515 "	"$710,676 "	"$1,021,610 "	"$2,142,509 "	"$2,733,862 "	"$3,241,418 "	--	--	--
"Miami University (Oxford, OH) "	"$420,672 "	"$50,756 "	"$1,005 "	"$43,046 "	"$22,981 "	"$1,795 "	"$248,271 "	"$151,935 "	"$75,466 "	"$2,360,182 "	14.90%	15.30%	12.30%	96.60%	54.60%	"141,807"	"21,069"	"$9,888,621 "	964	"$210,902 "	203	"$478,985 "	"1,167"	"$689,887 "	"$3,134,675 "	"$17,521 "	"$2,124,624 "	$700 	"$671,664 "	"$7,771 "	"$1,227,565 "	"$210,902 "	"$5,265,165 "	"$18,095,437 "	"$21,064,320 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$3,349,139 "	"$80,605 "	"$114,052 "	"$95,624 "	"$47,838 "	"$1,205,640 "	"$249,122 "	"$3,456,331 "	"$1,404,277 "	"$11,063,767 "	15.70%	--	--	85.00%	23.40%	"329,865"	"51,708"	"$25,375,035 "	"10,805"	"$6,079,002 "	105	"$30,795 "	"10,910"	"$6,109,797 "	"$45,570,185 "	"$28,782 "	"$16,608,322 "	"$57,904 "	"$14,176,625 "	"$1,015,537 "	"$44,274,012 "	"$6,079,001 "	"$82,662,608 "	"$108,468,369 "	"$118,658,756 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	17.70%	--	--	100.00%	43.30%	"52,668"	"9,335"	--	--	--	--	--	--	--	"$8,027,181 "	"$23,736 "	"$391,615 "	--	--	--	--	--	"$6,794,067 "	"$16,170,510 "	"$25,301,110 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$680,269 "	$0 	$0 	"$10,436 "	"$2,770 "	$0 	"$142,857 "	"$3,661,376 "	"$192,053 "	"$5,311,113 "	13.80%	15.00%	12.90%	98.10%	39.30%	"102,912"	"14,173"	"$13,156,830 "	--	--	--	--	--	--	"$7,322,437 "	"$23,431 "	"$5,987,961 "	"$23,057 "	"$2,888,842 "	"$1,142,423 "	"$3,895,141 "	"$6,130,837 "	"$14,702,476 "	"$33,508,602 "	"$33,930,469 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$758,186 "	$0 	"$7,010 "	$0 	$25 	$0 	"$349,810 "	$0 	"$190,643 "	"$1,670,602 "	18.80%	21.30%	18.00%	98.90%	17.50%	"45,076"	"8,472"	"$2,715,609 "	--	--	--	--	--	--	"$10,640,144 "	"$19,835 "	"$204,487 "	$0 	"$160,250 "	$0 	"$10,264,898 "	$0 	"$13,890,284 "	"$15,479,040 "	"$15,479,040 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$22,617 "	$0 	"$5,770 "	$500 	"$11,875 "	$0 	"$30,040 "	$0 	"$32,087 "	"$372,583 "	10.70%	--	9.90%	62.60%	26.80%	"35,165"	"3,746"	"$1,898,199 "	--	--	--	--	--	--	"$2,533,179 "	"$20,835 "	"$764,497 "	$0 	"$653,697 "	$0 	"$1,411,352 "	$0 	"$3,813,861 "	"$7,072,046 "	"$7,772,076 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$102,582 "	"$1,240 "	$105 	"$77,842 "	"$19,761 "	$0 	"$181,817 "	"$108,824 "	"$106,188 "	"$611,897 "	4.10%	--	3.50%	97.00%	11.30%	"65,499"	"2,656"	"$1,461,736 "	"1,072"	"$707,610 "	28	"$1,104,204 "	"1,100"	"$1,811,814 "	"$5,093,632 "	"$15,593 "	"$2,392,867 "	$0 	"$2,371,467 "	"$5,577 "	"$4,371,296 "	"$117,918 "	"$8,529,480 "	"$12,991,102 "	"$13,090,894 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$144,823 "	$0 	"$4,045 "	$0 	$50 	"$38,515 "	"$131,528 "	"$4,299 "	"$146,243 "	"$830,454 "	10.10%	--	10.10%	100.00%	6.30%	"26,455"	"2,685"	"$834,894 "	22	"$5,654 "	0	$0 	22	"$5,654 "	"$11,322,944 "	"$17,547 "	"$654,114 "	$0 	"$654,114 "	"$2,330 "	"$11,321,959 "	"$122,239 "	"$13,302,801 "	"$13,311,513 "	"$13,311,513 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$59,260 "	"$2,950 "	"$2,698 "	$62 	"$44,737 "	$0 	"$3,506,667 "	"$823,587 "	"$205,098 "	"$5,813,969 "	27.30%	--	--	97.60%	13.90%	"134,283"	"36,593"	"$16,305,067 "	--	"$6,863,225 "	--	"$7,051,862 "	--	"$13,915,087 "	"$62,789,691 "	"$24,168 "	"$18,394,041 "	$0 	"$15,990,627 "	"$137,265 "	"$47,358,972 "	"$1,372,645 "	"$81,985,609 "	"$117,714,397 "	"$122,748,460 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	--	--	--	--	--	--	--	--	--	--	5.80%	--	--	97.20%	3.60%	"74,823"	"4,312"	--	--	--	--	--	--	--	$0 	"$13,239 "	"$2,479,834 "	--	--	--	--	--	"$5,762,033 "	"$17,669,665 "	"$18,181,165 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$889,522 "	"$28,510 "	$200 	"$70,573 "	"$7,588 "	$30 	"$53,007 "	"$209,437 "	"$10,701 "	"$1,363,612 "	6.70%	--	--	82.10%	21.50%	"178,877"	"12,059"	"$2,121,557 "	--	--	--	--	--	--	"$5,487,334 "	"$13,402 "	"$190,805 "	"$4,800 "	"$165,255 "	"$132,351 "	"$5,135,663 "	"$548,306 "	"$8,022,290 "	"$9,873,060 "	"$9,936,679 "	--	--	--
"Oakland University (Rochester, MI) "	"$186,803 "	$0 	$0 	$380 	"$4,961 "	"$2,717 "	"$16,392 "	"$39,481 "	$0 	"$385,472 "	4.70%	4.50%	4.40%	100.00%	9.50%	"59,537"	"2,772"	"$537,096 "	355	"$208,537 "	1	"$3,500 "	356	"$212,037 "	"$1,733,624 "	"$8,760 "	"$581,154 "	"$5,835 "	"$243,109 "	"$28,125 "	"$1,248,942 "	"$208,537 "	"$3,367,024 "	"$5,667,025 "	"$5,667,025 "	--	--	--
"Ohio State University (Columbus, OH) "	"$1,100,006 "	"$591,977 "	"$537,468 "	"$1,115,870 "	"$232,841 "	"$245,641 "	"$788,712 "	"$7,778,689 "	"$28,630 "	"$13,175,713 "	15.80%	--	--	70.00%	21.60%	"338,960"	"53,550"	"$41,463,992 "	--	--	--	--	--	--	"$68,128,282 "	"$23,757 "	"$24,977,996 "	"$1,278,247 "	"$15,149,768 "	"$9,229,745 "	"$54,259,798 "	"$23,089,127 "	"$126,621,598 "	"$192,167,080 "	"$195,759,414 "	--	--	--
"Ohio University (Athens, OH) "	"$1,118,872 "	"$22,827 "	"$9,485 "	"$2,833 "	"$84,681 "	"$1,069,846 "	"$249,912 "	"$53,506 "	"$454,081 "	"$3,260,472 "	10.70%	--	--	65.00%	33.80%	"138,500"	"14,861"	"$5,120,159 "	--	--	--	--	--	--	"$4,625,400 "	"$15,230 "	"$1,750,931 "	$0 	"$251,823 "	"$11,590 "	"$4,289,008 "	"$105,269 "	"$9,608,431 "	"$15,162,691 "	"$15,689,623 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	"$224,158 "	"$29,454 "	"$30,096 "	"$11,975 "	"$27,573 "	"$88,325 "	"$254,261 "	"$9,713,256 "	"$1,381,100 "	"$12,338,473 "	10.40%	--	9.90%	98.20%	38.80%	"146,573"	"15,303"	"$15,346,435 "	"8,528"	"$15,571,086 "	18	"$15,790 "	"8,546"	"$15,586,876 "	"$11,373,122 "	"$10,894 "	"$3,051,714 "	"$321,989 "	"$2,256,900 "	"$2,436,319 "	"$8,689,571 "	"$15,571,086 "	"$30,703,085 "	"$39,553,422 "	"$40,182,794 "	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	8.90%	--	--	49.30%	9.10%	"80,433"	"7,170"	--	--	--	--	--	--	--	"$808,433 "	"$9,249 "	"$789,991 "	--	--	--	--	--	"$4,812,164 "	"$41,343,670 "	"$41,343,670 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$578,267 "	"$63,579 "	"$19,200 "	"$19,613 "	"$103,692 "	$95 	"$589,660 "	"$5,348,655 "	"$210,661 "	"$7,331,077 "	15.20%	--	14.90%	100.00%	36.50%	"126,393"	"19,253"	"$10,389,587 "	--	"$10,089,384 "	--	"$151,778 "	--	"$10,241,162 "	"$5,696,245 "	"$25,293 "	"$2,060,318 "	"$108,684 "	"$1,470,324 "	"$1,871,032 "	"$4,440,629 "	"$10,089,384 "	"$19,718,992 "	"$28,472,258 "	"$29,345,304 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$4,436,568 "	"$25,600 "	"$157,053 "	"$274,806 "	"$346,427 "	"$7,386 "	"$4,726,277 "	"$1,864,917 "	"$190,449 "	"$12,262,426 "	17.90%	18.50%	15.40%	97.90%	23.50%	"427,396"	"76,566"	"$40,211,304 "	--	--	--	--	--	--	"$50,343,767 "	"$22,754 "	"$25,095,131 "	$0 	"$16,092,564 "	"$1,775 "	"$26,423,008 "	"$1,882,260 "	"$75,600,021 "	"$171,339,822 "	"$181,314,385 "	--	--	--
