Public Research/Doctoral / FY2001 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$581,153 "	"$3,107 "	"$6,505 "	$145 	"$80,200 "	"$4,646 "	"$89,439 "	"$1,094,492 "	"$1,103,499 "	"$6,031,220 "	24.40%	26.30%	23.20%	79.00%	--	"65,091"	"15,908"	"$23,391,631 "	"2,986"	"$1,663,620 "	339	--	--	--	"$3,651,771 "	"$18,194 "	"$5,107,738 "	"$35,200 "	"$3,098,576 "	"$219,672 "	"$1,972,629 "	"$1,737,005 "	"$13,638,475 "	--	"$36,836,103 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$228,388 "	"$2,520 "	"$5,000 "	$0 	"$9,650 "	$0 	"$146,696 "	$750 	"$116,273 "	"$1,321,564 "	14.60%	16.40%	14.20%	76.90%	--	"18,248"	"2,668"	"$8,120,961 "	128	"$71,545 "	8	--	--	--	"$3,786,571 "	"$30,446 "	"$1,089,494 "	"$7,500 "	"$742,544 "	$0 	"$1,830,101 "	"$10,750 "	"$6,316,014 "	--	"$18,874,185 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$621,910 "	"$8,000 "	"$66,534 "	"$6,650 "	"$9,501 "	"$10,669 "	"$415,540 "	"$151,763 "	"$63,118 "	"$1,716,941 "	8.90%	--	6.60%	96.60%	--	"118,042"	"10,495"	"$4,619,304 "	"6,652"	"$1,785,635 "	224	--	--	--	"$5,375,208 "	"$17,207 "	"$6,055,590 "	"$35,256 "	"$1,831,695 "	"$275,559 "	"$4,721,666 "	"$570,665 "	"$12,725,521 "	--	"$26,255,379 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	"$107,961 "	38.30%	--	0.00%	100.00%	--	"7,000"	"2,684"	"$107,961 "	--	--	--	--	--	--	"$446,313 "	"$22,450 "	"$3,155,973 "	--	"$3,155,973 "	--	"$446,313 "	--	"$4,658,901 "	--	"$4,658,901 "	--	--	--
"East Carolina University (Greenville, NC) "	"$226,552 "	$0 	$0 	"$2,625 "	"$1,531 "	$0 	"$31,362 "	"$1,754,702 "	"$190,378 "	"$2,248,641 "	13.40%	--	0.00%	0.00%	--	"90,767"	"12,142"	"$4,558,198 "	"7,302"	"$3,122,902 "	385	--	--	--	"$2,809,175 "	"$18,781 "	"$2,416,453 "	$0 	"$2,024,174 "	"$295,467 "	"$2,273,688 "	"$3,131,902 "	"$9,066,962 "	--	"$17,675,809 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$103,808 "	$0 	$0 	"$47,190 "	"$3,375 "	$0 	"$15,955 "	"$142,694 "	$0 	"$336,386 "	5.70%	5.50%	5.00%	100.00%	--	"54,276"	"3,073"	"$2,344,248 "	926	"$696,948 "	55	--	--	--	"$28,817,675 "	"$17,998 "	"$1,518,211 "	"$5,000 "	"$1,243,211 "	"$411,032 "	"$5,305,548 "	"$696,948 "	"$8,202,122 "	--	"$35,080,023 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$114,847 "	$0 	$72 	$0 	$331 	"$4,470 "	"$23,226 "	"$90,948 "	"$10,180 "	"$280,950 "	4.00%	--	3.90%	57.60%	--	"69,432"	"2,762"	"$431,381 "	0	$0 	0	--	--	--	"$11,689,700 "	"$7,255 "	"$4,329,762 "	"$112,084 "	"$1,945,061 "	"$2,252,547 "	"$6,690,870 "	"$3,369,328 "	"$10,612,190 "	--	"$20,107,584 "	--	--	--
"Florida International University (Miami, FL) "	"$41,734 "	$0 	$0 	"$1,755 "	$0 	$0 	"$3,646 "	"$24,237 "	$0 	"$130,964 "	1.70%	1.50%	1.50%	17.50%	--	"71,709"	"1,184"	"$333,375 "	305	"$397,143 "	128	--	--	--	"$18,285,374 "	"$8,300 "	"$3,670,265 "	"$34,750 "	"$1,830,184 "	"$132,359 "	"$1,856,797 "	"$446,100 "	"$4,664,470 "	--	"$29,208,292 "	--	--	--
"Florida State University (Tallahassee, FL) "	"$999,110 "	$0 	"$2,045 "	$0 	$0 	$0 	"$28,752 "	"$5,295,153 "	"$406,358 "	"$6,790,821 "	11.90%	--	11.90%	66.00%	--	"164,849"	"19,537"	"$23,978,783 "	--	--	--	--	--	--	"$17,164,917 "	"$14,266 "	"$7,008,795 "	$0 	"$4,443,414 "	"$2,647,576 "	"$4,479,335 "	"$10,590,305 "	"$22,124,798 "	--	"$67,879,548 "	--	--	--
"George Mason University (Fairfax, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$389,105 "	"$6,500 "	"$112,260 "	$0 	"$1,055 "	"$2,361,771 "	"$210,270 "	"$12,848,294 "	"$1,663,614 "	"$21,657,032 "	23.00%	--	22.50%	90.00%	--	"85,110"	"19,549"	"$61,074,009 "	--	"$16,060,368 "	--	--	--	--	"$28,760,170 "	"$41,274 "	"$19,916,664 "	$0 	"$9,040,855 "	"$1,606,037 "	"$18,775,336 "	"$16,060,368 "	"$52,951,893 "	--	"$120,107,324 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	"$135,730 "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$297,472 "	"$596,954 "	8.10%	--	7.80%	0.00%	--	"52,947"	"4,265"	"$750,422 "	"1,925"	"$1,053,548 "	--	--	--	--	"$1,142,239 "	"$12,130 "	"$715,479 "	$0 	"$117,786 "	$0 	"$914,399 "	"$1,053,548 "	"$3,359,065 "	--	"$4,711,601 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$279,763 "	"$9,809 "	$851 	$30 	"$4,891 "	$299 	"$47,821 "	"$71,953 "	"$11,057 "	"$791,861 "	6.80%	--	6.40%	86.70%	--	"124,678"	"8,521"	"$1,354,792 "	--	--	--	--	--	--	"$6,776,694 "	"$11,466 "	"$4,929,412 "	"$20,000 "	"$2,093,214 "	"$8,530 "	"$2,236,311 "	"$144,947 "	"$6,283,602 "	--	"$15,834,733 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois State University (Normal, IL) "	"$602,813 "	$0 	$125 	$0 	"$20,721 "	$0 	"$259,167 "	"$50,435 "	"$91,808 "	"$1,064,782 "	8.70%	--	8.20%	92.10%	--	"131,562"	"11,401"	"$2,938,562 "	--	--	--	--	--	--	"$4,461,990 "	"$12,385 "	"$84,490 "	"$2,500 "	"$76,990 "	"$14,643 "	"$2,102,529 "	"$94,852 "	"$4,047,542 "	--	"$9,122,326 "	--	--	--
"Indiana State University (Terre Haute, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$419,760 "	"$892,787 "	10.60%	--	10.30%	74.00%	--	"70,721"	"7,517"	"$1,166,039 "	"1,301"	"$584,403 "	--	--	--	--	"$893,052 "	"$14,680 "	"$286,636 "	$0 	"$286,386 "	$0 	"$617,964 "	$0 	"$2,831,407 "	--	"$4,203,739 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$44,426 "	$0 	$455 	"$10,624 "	"$5,304 "	"$1,020 "	"$14,665 "	"$21,273 "	"$19,928 "	"$565,274 "	10.90%	--	9.40%	84.20%	--	"75,751"	"8,283"	"$1,230,801 "	--	--	--	--	--	--	"$842,678 "	"$13,765 "	"$1,560,659 "	$0 	"$606,659 "	"$168,408 "	"$497,345 "	"$210,749 "	"$2,101,272 "	--	"$4,819,379 "	--	--	--
"Indiana University (Bloomington, IN) "	"$3,286,359 "	"$2,185 "	"$69,253 "	"$164,966 "	"$138,901 "	"$41,048 "	"$3,238,967 "	$0 	"$811,929 "	"$7,753,608 "	14.50%	--	12.80%	66.90%	--	"361,261"	"52,273"	"$54,202,440 "	--	--	--	--	--	--	"$45,164,576 "	"$16,827 "	"$135,786,767 "	$0 	"$19,700,589 "	$0 	"$30,694,911 "	$0 	"$98,354,527 "	--	"$300,848,253 "	--	--	--
"Iowa State University (Ames, IA) "	"$3,711,271 "	"$72,113 "	$600 	"$1,347 "	"$66,790 "	$0 	"$190,866 "	"$1,193,621 "	"$685,498 "	"$6,898,597 "	11.70%	--	10.50%	66.90%	--	"186,945"	"21,900"	"$15,614,826 "	"6,083"	"$4,244,178 "	116	--	--	--	"$9,335,501 "	"$22,640 "	"$9,191,563 "	"$195,800 "	"$1,281,170 "	"$1,444,183 "	"$5,275,276 "	"$3,792,386 "	"$15,965,848 "	--	"$52,018,748 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$3,470,863 "	"$124,565 "	"$96,913 "	"$2,085 "	"$28,694 "	"$8,725 "	"$427,424 "	"$149,632 "	"$2,372,609 "	"$6,988,411 "	22.50%	22.40%	21.90%	87.00%	--	"140,940"	"31,733"	"$17,175,388 "	"8,009"	"$7,435,786 "	467	--	--	--	"$10,389,504 "	"$17,836 "	"$8,531,163 "	"$116,497 "	"$2,181,619 "	"$61,616 "	"$7,763,142 "	"$396,973 "	"$19,873,068 "	--	"$44,547,202 "	--	--	--
"Kent State University (Kent, OH) "	"$508,136 "	$320 	$0 	$0 	"$22,071 "	"$3,401 "	"$279,934 "	"$105,244 "	"$218,403 "	"$1,280,271 "	7.20%	--	7.10%	0.00%	--	"137,386"	"9,900"	"$5,461,923 "	893	"$312,566 "	3	--	--	--	"$2,327,415 "	"$9,101 "	"$3,130,185 "	"$66,115 "	"$2,644,935 "	"$59,995 "	"$1,963,070 "	"$312,565 "	"$9,917,877 "	--	"$16,224,158 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$218,179 "	"$17,980 "	$325 	$0 	"$5,535 "	$250 	$0 	"$398,780 "	$0 	"$809,645 "	8.50%	--	3.30%	80.00%	--	"73,220"	"6,202"	"$3,186,487 "	48	"$258,025 "	--	--	--	--	"$2,095,831 "	"$7,608 "	"$46,013 "	$0 	"$46,013 "	"$255,908 "	"$665,482 "	"$901,373 "	"$2,013,912 "	--	"$5,951,263 "	--	--	--
"Miami University (Oxford, OH) "	"$348,553 "	"$45,425 "	$725 	"$35,934 "	"$23,903 "	"$2,698 "	"$281,835 "	"$116,048 "	"$628,031 "	"$2,670,461 "	15.30%	15.80%	12.10%	79.00%	--	"139,908"	"21,409"	"$7,489,482 "	754	"$216,621 "	315	--	--	--	"$2,024,213 "	"$13,886 "	"$1,336,318 "	"$25,200 "	"$532,740 "	"$26,470 "	"$1,378,958 "	"$216,621 "	"$5,570,799 "	--	"$13,203,228 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$2,720,039 "	"$94,286 "	"$226,587 "	"$96,033 "	"$18,486 "	"$960,339 "	"$364,596 "	"$3,341,612 "	"$1,154,183 "	"$10,393,307 "	14.00%	--	13.50%	0.00%	--	"344,566"	"48,318"	"$54,994,010 "	"11,173"	"$7,307,910 "	713	--	--	--	"$116,751,455 "	"$22,549 "	"$6,605,090 "	"$114,114 "	"$4,975,371 "	"$1,227,544 "	"$110,882,354 "	"$7,307,909 "	"$139,605,577 "	--	"$202,006,722 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	17.20%	--	0.00%	100.00%	--	"46,587"	"8,024"	"$7,632,101 "	--	--	--	--	--	--	"$6,478,155 "	"$24,949 "	"$2,158,075 "	--	--	--	--	--	"$8,899,918 "	--	"$17,271,811 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$786,556 "	"$1,050 "	"$1,100 "	"$12,075 "	"$4,280 "	$0 	"$226,687 "	"$3,525,122 "	"$30,557 "	"$5,000,954 "	11.60%	13.30%	10.10%	98.00%	--	"102,380"	"11,903"	"$10,104,624 "	--	$0 	--	--	--	--	"$8,103,193 "	"$22,911 "	"$4,206,044 "	"$465,130 "	"$3,399,319 "	"$885,416 "	"$6,425,668 "	"$6,279,760 "	"$16,915,693 "	--	"$41,177,504 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$614,147 "	$0 	"$44,280 "	$0 	$200 	$0 	"$171,203 "	$0 	"$175,384 "	"$1,351,028 "	18.80%	21.10%	17.60%	99.00%	--	"43,649"	"8,204"	"$5,351,965 "	0	$0 	0	--	--	--	"$15,324,349 "	"$24,014 "	"$336,955 "	$0 	"$93,750 "	$0 	"$1,660,382 "	$0 	"$3,360,071 "	--	"$21,444,585 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$15,030 "	$0 	"$2,125 "	"$1,678 "	"$10,000 "	$0 	"$19,672 "	$0 	"$4,790 "	"$347,331 "	11.20%	--	10.90%	34.70%	--	"31,725"	"3,542"	"$2,028,177 "	0	$0 	0	--	--	--	"$3,817,847 "	"$19,697 "	"$480,847 "	$0 	"$290,547 "	$0 	"$1,454,276 "	$0 	"$2,281,414 "	--	"$6,852,566 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$327,540 "	"$3,000 "	"$4,100 "	$0 	"$3,435 "	$0 	"$90,798 "	"$38,260 "	"$71,995 "	"$539,253 "	6.60%	--	5.60%	93.90%	--	"58,835"	"3,881"	"$1,074,015 "	889	"$312,930 "	2	--	--	--	"$5,734,957 "	"$14,837 "	"$1,714,402 "	$770 	"$1,595,431 "	"$148,454 "	"$2,090,395 "	"$312,930 "	"$6,504,347 "	--	"$11,632,829 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$110,909 "	$600 	$750 	$0 	$0 	"$5,120 "	"$52,292 "	"$10,720 "	"$98,563 "	"$512,407 "	9.00%	--	9.00%	100.00%	--	"21,612"	"1,953"	"$525,725 "	73	"$22,203 "	0	--	--	--	"$4,350,078 "	"$16,132 "	"$565,088 "	$45 	"$565,088 "	"$13,631 "	"$3,011,861 "	"$40,058 "	"$4,784,157 "	--	"$6,136,276 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$162,804 "	"$3,549 "	"$12,755 "	$153 	"$19,114 "	$0 	"$2,997,894 "	"$734,886 "	"$224,328 "	"$5,480,870 "	15.10%	--	0.00%	100.00%	--	"123,011"	"18,636"	"$16,544,444 "	--	"$6,832,679 "	--	--	--	--	"$44,912,134 "	"$25,788 "	"$10,320,732 "	"$39,000 "	"$8,947,674 "	"$136,090 "	"$36,544,913 "	"$1,399,900 "	"$65,079,347 "	--	"$90,341,794 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$670,698 "	"$20,205 "	$650 	"$42,210 "	"$39,100 "	"$1,600 "	"$380,580 "	"$153,608 "	"$6,842 "	"$1,377,736 "	7.60%	--	0.00%	93.20%	--	"166,914"	"12,635"	"$16,833,863 "	--	--	--	--	--	--	"$7,453,376 "	"$12,723 "	"$580,610 "	"$5,625 "	"$531,875 "	"$112,910 "	"$6,841,134 "	"$420,251 "	"$9,925,656 "	--	"$26,917,961 "	--	--	--
"Oakland University (Rochester, MI) "	"$261,905 "	$0 	"$2,300 "	"$2,075 "	"$14,753 "	"$1,807 "	"$11,291 "	"$30,093 "	"$118,226 "	"$535,447 "	4.30%	--	4.20%	0.00%	--	"58,380"	"2,483"	"$572,465 "	452	"$199,755 "	1	--	--	--	"$3,114,371 "	"$8,260 "	"$478,388 "	"$1,500 "	"$318,921 "	"$59,143 "	"$2,952,541 "	"$195,589 "	"$5,591,473 "	--	"$7,979,890 "	--	--	--
"Ohio State University (Columbus, OH) "	"$5,203,776 "	"$731,379 "	"$526,039 "	"$700,182 "	"$187,733 "	"$319,080 "	"$702,526 "	"$5,565,564 "	"$2,661,466 "	"$17,873,484 "	16.60%	--	15.00%	76.00%	--	"320,738"	"53,374"	"$69,575,504 "	"15,187"	"$22,239,914 "	542	--	--	--	"$65,393,047 "	"$24,864 "	"$22,810,760 "	"$4,226,013 "	"$11,133,900 "	"$8,118,894 "	"$54,600,839 "	"$22,239,914 "	"$111,469,469 "	--	"$210,550,855 "	--	--	--
"Ohio University (Athens, OH) "	"$1,190,488 "	"$12,500 "	"$23,135 "	"$1,478 "	"$21,055 "	$0 	"$183,912 "	"$19,643 "	"$1,450,409 "	"$3,073,414 "	12.40%	--	0.00%	0.00%	--	"135,063"	"16,769"	"$7,739,515 "	--	--	--	--	--	--	"$2,877,403 "	"$12,910 "	"$2,169,816 "	"$125,000 "	"$437,016 "	"$32,510 "	"$1,698,399 "	"$196,105 "	"$7,538,212 "	--	"$16,197,188 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	"$190,970 "	"$60,703 "	"$92,702 "	"$10,418 "	"$29,167 "	"$39,338 "	"$237,888 "	"$3,663,304 "	"$1,487,102 "	"$6,334,287 "	11.80%	--	11.40%	100.00%	--	"132,897"	"15,710"	"$14,219,550 "	"8,841"	"$6,741,201 "	34	--	--	--	"$14,704,876 "	"$15,667 "	"$4,673,478 "	"$442,944 "	"$2,890,424 "	"$1,479,122 "	"$9,094,638 "	"$6,741,201 "	"$24,277,970 "	--	"$41,255,628 "	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	7.50%	--	0.00%	50.60%	--	"73,063"	"5,457"	"$1,177,102 "	--	--	--	--	--	--	"$1,706,686 "	"$9,299 "	"$3,798,840 "	--	--	--	--	--	"$3,903,033 "	--	"$8,091,316 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$645,397 "	"$34,059 "	"$26,671 "	"$43,416 "	"$209,324 "	"$11,150 "	"$2,423,826 "	"$1,081,265 "	"$1,806,829 "	"$7,026,025 "	15.20%	--	14.70%	100.00%	--	"114,204"	"17,361"	"$12,945,340 "	833	"$1,448,369 "	17	--	--	--	"$5,196,360 "	"$22,777 "	"$3,354,476 "	"$101,000 "	"$1,365,255 "	"$70,062 "	"$3,114,507 "	"$1,448,369 "	"$16,658,941 "	--	"$29,594,669 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$3,240,930 "	"$743,794 "	"$198,905 "	"$260,225 "	"$1,006,413 "	"$2,265 "	"$5,119,339 "	"$1,917,390 "	"$950,972 "	"$14,306,278 "	18.00%	18.50%	15.50%	74.80%	--	"396,771"	"71,579"	"$51,245,044 "	"28,494"	"$12,815,704 "	"1,718"	--	--	--	"$48,266,369 "	"$21,180 "	"$32,213,129 "	$0 	"$21,361,377 "	"$1,879 "	"$22,035,689 "	"$1,928,567 "	"$74,703,759 "	--	"$176,945,752 "	--	--	--
"Portland State University (Portland, OR) "	"$13,510 "	$0 	$116 	$870 	"$6,931 "	$0 	"$43,873 "	$250 	"$220,368 "	"$595,311 "	5.90%	7.10%	5.70%	90.60%	--	"116,057"	"6,902"	"$801,047 "	122	"$97,047 "	--	--	--	--	"$2,715,159 "	$359 	"$4,845,993 "	$0 	"$2,397,772 "	$225 	"$2,414,137 "	$480 	"$8,276,051 "	--	"$12,118,082 "	--	--	--
"Purdue University (West Lafayette, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$18,788,734 "	"$19,690,591 "	13.80%	15.00%	13.40%	80.50%	--	"318,865"	"44,051"	"$66,028,972 "	"8,451"	"$7,683,912 "	309	--	--	--	"$32,023,682 "	"$13,972 "	"$5,131,914 "	$0 	"$4,015,267 "	$0 	"$19,847,995 "	$0 	"$53,739,156 "	--	"$130,734,634 "	--	--	--
"Rutgers, The State University (New Brunswick, NJ) "	"$1,263,611 "	$325 	"$111,954 "	"$1,425 "	"$404,556 "	$0 	"$602,595 "	"$973,022 "	"$1,196,215 "	"$6,643,783 "	11.10%	--	9.20%	100.00%	--	"254,244"	"28,182"	"$24,438,473 "	"4,041"	"$1,548,444 "	0	--	--	--	"$57,856,122 "	"$22,897 "	"$23,098,971 "	"$33,312 "	"$11,603,656 "	"$255,483 "	"$14,786,969 "	"$1,629,991 "	"$44,796,104 "	--	"$123,287,766 "	--	--	--
"South Carolina State University (Orangeburg, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"South Dakota State University (Brookings, SD) "	"$29,983 "	$0 	"$1,050 "	$0 	$0 	"$17,138 "	"$165,895 "	$0 	"$37,828 "	"$252,244 "	12.60%	--	0.00%	0.00%	--	"60,922"	"7,678"	"$3,844,000 "	0	$0 	0	--	--	--	"$1,107,277 "	"$13,516 "	"$1,351,226 "	$0 	"$570,687 "	$0 	"$672,030 "	$0 	"$3,162,195 "	--	"$9,458,766 "	--	--	--
