Public Research/Doctoral / FY2004 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	4.60%	--	--	86.60%	14.80%	"92,263"	"4,268"	--	--	--	--	--	--	--	"$1,571,621 "	"$12,834 "	"$1,547,758 "	--	--	--	--	--	"$2,051,850 "	"$5,145,063 "	"$5,145,063 "	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$1,871,801 "	"$32,200 "	"$54,123 "	"$2,626 "	"$249,080 "	"$21,300 "	"$91,957 "	"$1,250,708 "	"$1,228,307 "	"$8,823,835 "	22.90%	24.70%	21.70%	75.70%	48.10%	"71,055"	"16,290"	"$16,056,383 "	"2,971"	"$1,929,892 "	662	"$961,148 "	"3,633"	"$2,891,040 "	"$3,629,001 "	"$24,323 "	"$4,846,709 "	"$119,035 "	"$3,241,247 "	"$298,336 "	"$2,236,927 "	"$2,082,697 "	"$17,510,048 "	"$33,355,098 "	"$34,977,161 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$177,437 "	$100 	"$7,750 "	$0 	"$1,920 "	"$7,500 "	"$187,741 "	"$48,117 "	"$4,459 "	"$1,150,918 "	11.80%	13.00%	11.30%	77.40%	22.50%	"19,952"	"2,353"	"$4,033,445 "	212	"$178,267 "	19	"$1,035,336 "	231	"$1,213,603 "	"$4,716,514 "	"$26,462 "	"$1,227,931 "	"$2,000 "	"$1,177,151 "	"$25,045 "	"$2,556,338 "	"$109,567 "	"$5,669,545 "	"$17,911,833 "	"$18,077,422 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$673,804 "	"$173,088 "	"$133,726 "	"$9,313 "	"$29,604 "	$793 	"$535,855 "	"$136,701 "	"$83,438 "	"$1,836,174 "	8.30%	8.30%	7.20%	97.60%	7.00%	"141,357"	"11,727"	"$3,272,576 "	125	"$24,910 "	--	--	125	"$24,910 "	"$5,299,856 "	"$19,159 "	"$5,902,418 "	"$36,810 "	"$3,370,804 "	"$300,474 "	"$3,878,699 "	"$699,370 "	"$17,143,414 "	"$46,719,300 "	"$46,719,300 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	"$159,484 "	15.60%	--	15.60%	85.10%	2.80%	"8,575"	"1,341"	"$159,784 "	0	$0 	0	$0 	0	$0 	"$461,855 "	"$16,925 "	"$2,685,262 "	--	"$1,751,262 "	--	"$448,355 "	--	"$3,579,590 "	"$5,671,523 "	"$5,671,523 "	--	--	--
"East Carolina University (Greenville, NC) "	"$322,687 "	$0 	"$1,450 "	"$17,718 "	"$34,873 "	$0 	"$59,066 "	"$2,415,077 "	"$74,187 "	"$3,066,154 "	6.90%	--	--	49.40%	37.80%	"112,019"	"7,675"	"$5,117,576 "	--	--	--	--	--	--	"$2,770,424 "	"$15,779 "	"$767,457 "	$0 	"$458,504 "	"$739,713 "	"$1,830,326 "	"$3,666,072 "	"$6,898,301 "	"$13,539,975 "	"$14,276,676 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$145,785 "	$0 	$0 	"$46,214 "	"$3,795 "	$0 	"$64,608 "	"$123,722 "	$0 	"$425,929 "	5.80%	5.60%	5.40%	100.00%	12.00%	"59,629"	"3,442"	"$906,923 "	890	"$623,795 "	18	"$305,384 "	908	"$929,179 "	"$1,491,774 "	"$17,408 "	"$450,349 "	"$15,100 "	"$450,349 "	"$298,205 "	"$1,371,181 "	"$623,795 "	"$6,155,561 "	"$7,542,575 "	"$7,542,575 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$41,788 "	$0 	$153 	$100 	"$2,000 "	"$20,894 "	"$19,493 "	"$27,681 "	"$92,081 "	"$219,569 "	1.80%	--	--	57.90%	2.40%	"81,200"	"1,457"	"$345,398 "	--	"$443,999 "	0	$0 	0	"$443,999 "	"$1,911,649 "	"$13,452 "	"$3,046,169 "	"$25,090 "	"$2,035,239 "	"$284,499 "	"$1,398,472 "	"$443,999 "	"$5,215,434 "	"$14,625,982 "	"$14,625,982 "	--	--	--
"Florida International University (Miami, FL) "	"$52,401 "	$0 	$0 	$0 	$0 	$0 	"$31,170 "	"$22,402 "	"$18,906 "	"$203,918 "	3.00%	2.50%	2.80%	94.80%	2.50%	"102,061"	"3,061"	"$353,684 "	371	"$457,893 "	38	"$33,494 "	409	"$491,387 "	"$7,949,284 "	"$14,872 "	"$1,731,381 "	"$24,950 "	"$1,034,408 "	"$333,766 "	"$6,462,314 "	"$457,894 "	"$10,021,120 "	"$13,981,116 "	"$13,981,116 "	--	--	--
"Florida State University (Tallahassee, FL) "	"$1,159,087 "	$753 	"$2,278 "	"$34,065 "	"$8,401 "	"$106,870 "	"$105,218 "	"$5,818,920 "	"$150,888 "	"$7,424,058 "	14.10%	14.10%	11.10%	92.70%	31.60%	"226,225"	"31,837"	"$14,099,364 "	"15,331"	"$11,637,839 "	50	"$4,217,617 "	"15,381"	"$15,855,456 "	"$13,330,133 "	"$18,036 "	"$4,306,392 "	$0 	"$2,873,245 "	"$2,909,460 "	"$10,420,112 "	"$11,637,840 "	"$29,067,022 "	"$44,679,943 "	"$45,649,834 "	--	--	--
"George Mason University (Fairfax, VA) "	"$250,422 "	"$16,233 "	"$8,089 "	$25 	"$13,745 "	$0 	"$152,631 "	"$4,438 "	"$80,535 "	"$576,810 "	8.60%	8.40%	8.50%	44.50%	4.20%	"78,036"	"6,680"	"$649,251 "	294	"$31,018 "	0	$0 	294	"$31,018 "	"$2,301,016 "	"$10,393 "	"$7,495,115 "	$0 	"$6,845,915 "	"$2,630 "	"$2,178,131 "	"$21,502 "	"$13,114,189 "	"$15,358,944 "	"$15,358,944 "	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$1,344,111 "	$0 	"$79,200 "	$0 	$120 	"$5,666,172 "	"$89,660 "	"$2,879,266 "	"$1,224,839 "	"$15,318,523 "	21.40%	25.10%	21.20%	93.00%	37.40%	"99,403"	"21,228"	"$23,952,605 "	--	"$4,068,269 "	--	--	--	"$4,068,269 "	"$19,025,260 "	"$42,816 "	"$11,400,323 "	"$28,685 "	"$7,482,058 "	"$261,875 "	"$14,768,820 "	"$4,068,269 "	"$42,086,844 "	"$63,965,393 "	"$64,282,805 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Georgia State University (Atlanta, GA) "	"$402,406 "	"$12,836 "	$795 	$0 	"$13,887 "	$0 	"$111,391 "	"$276,231 "	"$9,275 "	"$1,222,512 "	7.20%	5.80%	6.80%	96.90%	35.20%	"129,005"	"9,226"	"$4,502,593 "	117	"$52,060 "	6	"$195,078 "	123	"$247,138 "	"$1,293,049 "	"$14,175 "	"$2,580,585 "	"$20,000 "	"$964,535 "	"$27,612 "	"$760,659 "	"$359,709 "	"$3,994,446 "	"$12,792,349 "	"$13,100,442 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	"$1,806,986 "	7.00%	--	--	72.10%	39.00%	"68,323"	"4,760"	"$3,289,473 "	0	$0 	0	$0 	0	$0 	"$1,521,799 "	"$11,950 "	"$1,899,195 "	--	"$1,899,195 "	--	"$1,521,799 "	--	"$6,935,169 "	"$8,426,291 "	"$8,505,154 "	--	--	--
"Illinois State University (Normal, IL) "	"$845,938 "	"$1,595 "	"$1,200 "	$0 	"$31,621 "	"$1,000 "	"$332,151 "	"$45,270 "	"$103,087 "	"$1,386,419 "	9.10%	--	7.50%	52.40%	25.70%	"145,411"	"13,244"	"$2,350,738 "	--	--	--	--	--	--	"$3,996,373 "	"$13,027 "	"$51,207 "	"$1,800 "	"$45,000 "	"$31,960 "	"$1,913,878 "	"$134,541 "	"$4,386,876 "	"$9,153,192 "	"$9,158,358 "	--	--	--
"Indiana State University (Terre Haute, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$492,124 "	"$998,561 "	11.00%	--	10.30%	88.40%	22.20%	"70,341"	"7,715"	"$1,849,263 "	"1,012"	"$370,589 "	13	"$280,416 "	"1,025"	"$651,005 "	"$4,934,573 "	"$13,415 "	"$252,446 "	$0 	"$233,571 "	$0 	"$2,847,622 "	$0 	"$4,555,023 "	"$8,317,364 "	"$8,346,044 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$40,981 "	$0 	$430 	"$2,265 "	"$6,183 "	"$1,328 "	"$23,935 "	"$9,723 "	"$148,810 "	"$644,019 "	9.10%	9.20%	8.60%	58.70%	35.60%	"87,452"	"7,949"	"$1,100,355 "	190	"$56,369 "	2	$700 	192	"$57,069 "	"$855,106 "	"$13,500 "	"$447,413 "	$0 	"$103,163 "	"$40,634 "	"$350,883 "	"$56,369 "	"$1,435,611 "	"$3,087,935 "	"$3,087,935 "	--	--	--
"Indiana University (Bloomington, IN) "	"$4,373,295 "	"$31,094 "	"$593,611 "	"$256,839 "	"$154,340 "	"$70,606 "	"$4,417,075 "	$0 	"$929,257 "	"$12,839,235 "	13.00%	--	12.30%	65.20%	15.70%	"411,999"	"53,730"	"$39,091,677 "	--	--	--	--	--	--	"$78,476,000 "	"$20,126 "	"$42,089,186 "	$0 	"$30,767,733 "	$0 	"$69,591,007 "	$0 	"$178,002,190 "	"$248,458,068 "	"$251,467,291 "	--	--	--
"Iowa State University (Ames, IA) "	"$2,353,964 "	"$51,589 "	$350 	"$1,165 "	"$107,185 "	$0 	"$350,660 "	"$1,508,244 "	"$303,599 "	"$4,869,250 "	14.10%	--	12.90%	73.40%	40.20%	"183,847"	"26,004"	"$21,638,959 "	"7,439"	"$4,351,074 "	105	"$880,538 "	"7,544"	"$5,231,612 "	"$10,151,887 "	"$24,896 "	"$11,687,404 "	"$143,963 "	"$2,665,229 "	"$1,516,989 "	"$8,000,127 "	"$4,351,075 "	"$18,917,397 "	"$53,776,544 "	"$53,980,955 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$5,355,237 "	"$2,019,774 "	"$93,089 "	"$4,025 "	"$46,418 "	"$10,388 "	"$546,217 "	"$740,127 "	"$3,089,158 "	"$12,219,737 "	22.10%	21.60%	21.40%	73.70%	45.90%	"149,738"	"33,143"	"$24,863,009 "	"10,176"	"$10,248,864 "	271	"$326,867 "	"10,447"	"$10,575,731 "	"$11,666,392 "	"$19,968 "	"$3,321,180 "	"$604,615 "	"$1,743,269 "	"$493,772 "	"$9,844,071 "	"$1,971,476 "	"$27,895,884 "	"$54,202,110 "	"$54,202,113 "	--	--	--
"Kent State University (Kent, OH) "	"$736,041 "	$706 	$0 	$0 	"$7,057 "	$850 	"$247,932 "	"$162,559 "	"$172,424 "	"$1,494,048 "	6.70%	--	6.60%	100.00%	41.00%	"155,459"	"10,355"	"$7,524,650 "	"1,018"	"$329,726 "	3	"$10,950 "	"1,021"	"$340,676 "	"$3,181,378 "	"$9,554 "	"$3,020,075 "	"$2,650 "	"$1,963,003 "	"$85,318 "	"$2,649,317 "	"$329,726 "	"$8,590,031 "	"$18,346,513 "	"$19,569,463 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$275,722 "	"$2,150 "	$300 	$0 	"$3,280 "	$0 	$0 	"$396,561 "	$0 	"$892,910 "	3.90%	3.90%	3.90%	52.60%	58.00%	"59,898"	"2,365"	"$2,057,447 "	--	--	--	--	--	--	"$1,124,836 "	$328 	"$52,000 "	$0 	"$52,000 "	"$295,543 "	"$766,431 "	"$866,708 "	"$1,970,818 "	"$3,546,780 "	"$3,573,755 "	--	--	--
"Miami University (Oxford, OH) "	"$411,560 "	"$16,644 "	"$6,558 "	"$43,567 "	"$63,872 "	"$42,875 "	"$293,618 "	"$182,895 "	"$511,705 "	"$3,026,053 "	14.10%	14.50%	--	97.40%	46.00%	"147,666"	"20,762"	"$9,192,304 "	"1,013"	"$259,355 "	140	"$100,628 "	"1,153"	"$359,983 "	"$5,690,683 "	"$18,273 "	"$2,046,717 "	"$1,525 "	"$556,440 "	"$14,670 "	"$1,184,046 "	"$259,355 "	"$6,420,277 "	"$19,991,540 "	"$20,328,426 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$4,489,781 "	"$1,218 "	"$114,146 "	"$82,099 "	"$83,620 "	"$1,389,863 "	"$287,108 "	"$4,954,049 "	"$1,411,423 "	"$13,785,032 "	15.70%	--	--	75.80%	19.70%	"362,538"	"56,976"	"$21,143,454 "	--	--	--	--	--	--	"$47,643,234 "	"$29,118 "	"$17,209,335 "	"$80,517 "	"$11,471,671 "	"$1,225,863 "	"$46,730,104 "	"$8,741,828 "	"$87,286,992 "	"$107,098,505 "	"$110,784,731 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	13.50%	--	--	75.40%	56.20%	"68,323"	"9,252"	--	--	--	--	--	--	--	"$3,076,014 "	"$24,934 "	"$1,174,906 "	--	--	--	--	--	"$6,577,910 "	"$16,099,270 "	"$17,014,270 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$1,217,980 "	$0 	$0 	"$38,869 "	"$10,600 "	$300 	"$134,952 "	"$4,454,626 "	"$168,003 "	"$6,732,375 "	14.90%	--	--	97.80%	53.70%	"104,016"	"15,456"	"$30,366,593 "	--	--	--	--	--	--	"$8,091,147 "	"$25,478 "	"$13,618,832 "	"$5,765 "	"$3,345,705 "	"$913,981 "	"$5,222,138 "	"$6,777,387 "	"$17,651,623 "	"$56,538,597 "	"$57,319,948 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$828,223 "	"$48,465 "	"$38,968 "	"$15,589 "	$25 	"$22,705 "	"$88,703 "	"$18,577 "	"$288,703 "	"$1,719,612 "	18.00%	20.20%	17.30%	99.10%	12.70%	"45,476"	"8,169"	"$2,462,607 "	--	--	--	--	--	--	"$11,609,012 "	"$20,688 "	"$241,000 "	$0 	"$231,000 "	"$1,538 "	"$9,812,258 "	"$24,673 "	"$16,385,505 "	"$19,437,755 "	"$19,437,755 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$83,773 "	$0 	"$2,700 "	$700 	"$10,305 "	$0 	"$24,636 "	$0 	"$38,085 "	"$458,257 "	10.90%	--	10.50%	100.00%	17.70%	"38,766"	"4,232"	"$1,934,874 "	0	$0 	0	$0 	0	$0 	"$7,652,228 "	"$21,050 "	"$670,594 "	$0 	"$571,794 "	$0 	"$6,110,816 "	$0 	"$7,664,606 "	"$10,913,683 "	"$11,021,142 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$92,307 "	"$4,790 "	"$3,220 "	"$174,041 "	"$143,164 "	$0 	"$207,786 "	"$128,734 "	"$127,574 "	"$887,249 "	4.00%	3.60%	3.40%	100.00%	8.30%	"90,004"	"3,581"	"$1,774,252 "	694	"$827,890 "	7	"$14,275 "	701	"$842,165 "	"$11,151,884 "	"$16,287 "	"$5,559,381 "	$0 	"$2,749,024 "	"$227,458 "	"$10,360,918 "	"$393,069 "	"$15,307,855 "	"$21,329,474 "	"$21,415,032 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$95,793 "	"$2,747 "	"$44,016 "	$170 	"$108,812 "	$0 	"$4,287,634 "	"$1,005,675 "	"$350,326 "	"$7,023,754 "	26.50%	--	--	96.40%	13.80%	"138,308"	"36,587"	"$18,705,334 "	--	"$8,380,627 "	--	"$9,795,317 "	--	"$18,175,944 "	"$73,554,047 "	"$24,992 "	"$20,491,928 "	$0 	"$18,268,800 "	"$167,613 "	"$53,800,127 "	"$1,676,125 "	"$92,819,101 "	"$135,151,296 "	"$138,486,684 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	--	--	--	--	--	--	--	--	--	--	6.00%	--	--	95.90%	8.40%	"71,894"	"4,292"	--	--	--	--	--	--	--	"$2,022,917 "	"$14,282 "	"$2,111,999 "	--	--	--	--	--	"$5,816,515 "	"$10,612,467 "	"$10,612,467 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$1,038,990 "	"$40,600 "	$0 	"$73,262 "	"$14,624 "	$10 	"$60,120 "	"$248,475 "	"$15,129 "	"$1,605,436 "	7.40%	--	--	96.50%	20.40%	"167,694"	"12,366"	"$2,541,478 "	--	--	--	--	--	--	"$7,044,037 "	"$13,161 "	"$102,655 "	"$1,800 "	"$78,915 "	"$189,580 "	"$6,819,881 "	"$686,379 "	"$9,753,393 "	"$12,454,354 "	"$12,498,738 "	--	--	--
"Oakland University (Rochester, MI) "	"$172,610 "	$0 	$25 	$130 	"$7,060 "	"$2,186 "	"$10,548 "	"$56,412 "	$0 	"$482,493 "	5.10%	5.00%	4.80%	100.00%	13.10%	"65,563"	"3,320"	"$776,572 "	502	"$268,064 "	3	$160 	505	"$268,224 "	"$1,917,520 "	"$8,535 "	"$331,785 "	"$2,800 "	"$310,135 "	"$48,856 "	"$1,663,436 "	"$268,064 "	"$4,522,938 "	"$5,928,191 "	"$5,928,191 "	--	--	--
"Ohio State University (Columbus, OH) "	"$3,247,359 "	"$192,789 "	"$208,791 "	"$808,952 "	"$64,808 "	$0 	"$654,501 "	"$6,545,688 "	"$3,843,842 "	"$18,642,100 "	14.00%	14.00%	12.80%	47.40%	25.00%	"393,277"	"55,059"	"$50,736,840 "	--	--	--	--	--	--	"$72,839,062 "	"$27,689 "	"$22,129,085 "	"$207,627 "	"$13,066,190 "	"$8,594,841 "	"$60,092,710 "	"$26,693,216 "	"$132,561,423 "	"$203,273,515 "	"$206,078,029 "	--	--	--
"Ohio University (Athens, OH) "	"$1,525,136 "	"$24,900 "	"$11,660 "	"$2,503 "	"$173,713 "	"$22,316 "	"$414,107 "	"$52,637 "	"$397,667 "	"$2,773,539 "	11.20%	--	--	100.00%	32.20%	"150,353"	"16,910"	"$5,735,774 "	--	--	--	--	--	--	"$5,194,322 "	"$15,716 "	"$1,537,669 "	"$2,000 "	"$365,866 "	"$19,140 "	"$4,487,559 "	"$103,286 "	"$9,761,301 "	"$17,786,340 "	"$18,257,162 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	"$194,894 "	"$33,516 "	"$6,206 "	"$15,458 "	"$28,412 "	"$53,660 "	"$259,998 "	"$9,258,881 "	"$781,993 "	"$11,177,030 "	10.40%	--	9.60%	90.80%	35.30%	"149,294"	"15,454"	"$14,333,669 "	--	"$16,958,315 "	--	--	--	"$16,958,315 "	"$12,171,894 "	"$11,430 "	"$5,453,215 "	"$1,282,873 "	"$4,636,713 "	"$3,868,362 "	"$9,174,418 "	"$16,577,343 "	"$28,111,097 "	"$40,654,112 "	"$41,028,156 "	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	8.60%	--	--	46.40%	12.40%	"83,221"	"7,170"	--	--	--	--	--	--	--	"$9,191,055 "	"$10,046 "	"$2,096,359 "	--	--	--	--	--	"$14,373,359 "	"$21,408,914 "	"$22,938,886 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$953,874 "	"$72,675 "	"$25,030 "	"$16,817 "	"$82,425 "	"$334,563 "	"$617,156 "	"$6,336,889 "	"$335,668 "	"$9,479,770 "	15.30%	--	14.70%	100.00%	27.10%	"133,133"	"20,317"	"$13,895,858 "	"7,980"	"$15,685,375 "	252	"$791,332 "	"8,232"	"$16,476,707 "	"$9,745,293 "	"$25,628 "	"$8,259,643 "	"$152,367 "	"$7,268,063 "	"$4,581,985 "	"$7,348,546 "	"$20,358,347 "	"$38,441,179 "	"$51,286,585 "	"$51,927,045 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$3,819,380 "	"$169,762 "	"$174,782 "	"$292,091 "	"$309,481 "	"$6,555 "	"$4,818,668 "	"$667,104 "	"$1,745,689 "	"$12,501,820 "	17.10%	17.60%	12.90%	89.80%	25.70%	"436,428"	"74,469"	"$38,094,094 "	257	"$69,843 "	--	--	257	"$69,843 "	"$38,154,596 "	"$24,063 "	"$22,890,096 "	"$5,300 "	"$14,243,133 "	"$5,675 "	"$18,323,504 "	"$704,767 "	"$68,170,018 "	"$148,463,526 "	"$151,268,350 "	--	--	--
"Portland State University (Portland, OR) "	"$221,636 "	$0 	"$1,354 "	$735 	"$9,846 "	$0 	"$50,641 "	"$75,518 "	"$100,586 "	"$780,314 "	3.80%	--	3.60%	83.50%	10.10%	"125,277"	"4,720"	"$1,056,712 "	0	$0 	0	$0 	0	$0 	"$1,701,426 "	$400 	"$3,615,572 "	"$17,300 "	"$1,071,939 "	"$83,438 "	"$1,194,815 "	"$343,536 "	"$4,993,153 "	"$10,435,097 "	"$10,435,097 "	--	--	--
