Public Research/Doctoral / FY2002 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$690,689 "	"$1,688 "	"$10,990 "	"$16,162 "	"$102,710 "	"$7,052 "	"$173,027 "	"$1,207,666 "	"$462,553 "	"$5,883,160 "	23.90%	25.40%	23.00%	86.40%	--	"66,948"	"16,006"	"$11,265,913 "	"2,887"	"$1,907,939 "	461	--	--	--	"$3,650,728 "	"$25,466 "	"$6,227,162 "	"$104,600 "	"$4,885,902 "	"$208,129 "	"$1,676,380 "	"$1,907,938 "	"$16,641,285 "	--	"$28,584,060 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$119,626 "	$0 	$0 	$0 	"$1,207 "	$0 	"$160,404 "	"$36,925 "	"$4,805 "	"$1,220,997 "	14.00%	15.60%	13.30%	76.00%	--	"18,837"	"2,640"	"$4,015,796 "	128	"$71,545 "	8	--	--	--	"$2,649,968 "	"$26,757 "	"$1,685,370 "	"$1,500 "	"$1,082,370 "	"$39,881 "	"$2,251,367 "	"$86,672 "	"$5,401,481 "	--	"$11,111,249 "	--	--	--
"Colorado State University (Fort Collins, CO) "	--	--	--	--	--	--	--	--	--	--	7.70%	--	--	91.70%	--	"138,553"	"10,620"	--	--	--	--	--	--	--	"$6,186,096 "	"$19,053 "	"$3,817,852 "	--	--	--	--	--	"$13,941,051 "	--	"$22,820,434 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	"$133,596 "	38.80%	--	38.80%	100.00%	--	"7,293"	"2,832"	"$134,390 "	0	$0 	0	--	--	--	"$991,606 "	"$22,718 "	"$1,029,701 "	--	"$871,693 "	--	"$698,356 "	--	"$2,695,330 "	--	"$3,441,823 "	--	--	--
"East Carolina University (Greenville, NC) "	"$275,290 "	$0 	$0 	"$1,950 "	"$17,866 "	$0 	"$27,172 "	"$2,304,096 "	"$253,608 "	"$2,929,093 "	10.90%	--	--	15.00%	--	"104,840"	"11,448"	"$6,427,737 "	"7,284"	"$3,101,107 "	777	--	--	--	"$1,773,100 "	"$17,074 "	"$3,530,428 "	$0 	"$3,301,063 "	"$381,919 "	"$1,135,705 "	"$3,101,107 "	"$8,858,560 "	--	"$32,996,255 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$134,048 "	$0 	$0 	"$51,143 "	"$9,600 "	$0 	"$15,661 "	"$168,084 "	$0 	"$411,054 "	6.80%	6.70%	6.30%	100.00%	--	"55,323"	"3,764"	"$1,734,384 "	901	"$327,392 "	32	--	--	--	"$11,847,320 "	"$17,589 "	"$865,992 "	"$15,000 "	"$863,992 "	"$240,065 "	"$1,657,763 "	"$551,070 "	"$7,429,899 "	--	"$19,654,018 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$90,472 "	$0 	$410 	$45 	$480 	"$1,215 "	"$3,930 "	"$56,833 "	"$10,578 "	"$213,144 "	3.60%	--	3.60%	60.00%	--	"77,082"	"2,805"	"$1,378,383 "	801	"$1,129,605 "	0	--	--	--	"$7,052,442 "	"$11,598 "	"$9,406,791 "	"$68,893 "	"$1,847,468 "	"$741,770 "	"$3,172,509 "	"$1,129,606 "	"$6,419,222 "	--	"$28,583,089 "	--	--	--
"Florida International University (Miami, FL) "	--	--	--	--	--	--	--	--	--	--	2.30%	--	--	29.20%	--	"75,588"	"1,741"	--	--	--	--	--	--	--	"$12,355,514 "	"$9,084 "	"$3,613,031 "	--	--	--	--	--	"$5,798,519 "	--	"$20,026,836 "	--	--	--
"Florida State University (Tallahassee, FL) "	"$31,022 "	$0 	"$14,050 "	$0 	$0 	$0 	"$59,251 "	"$5,913,770 "	$0 	"$6,070,623 "	9.60%	--	9.60%	53.60%	--	"200,732"	"19,321"	"$18,221,021 "	"16,086"	"$11,827,539 "	502	--	--	--	"$21,341,861 "	"$13,229 "	"$4,551,615 "	$0 	"$3,592,243 "	"$2,956,885 "	"$5,508,049 "	"$11,827,540 "	"$23,121,814 "	--	"$61,222,757 "	--	--	--
"George Mason University (Fairfax, VA) "	"$202,400 "	"$13,241 "	"$6,571 "	$0 	"$9,709 "	$0 	"$26,657 "	"$4,645 "	"$42,790 "	"$422,562 "	8.40%	7.10%	8.30%	100.00%	--	"67,158"	"5,673"	"$466,216 "	425	"$31,262 "	0	$0 	425	"$31,262 "	"$6,144,087 "	"$12,625 "	"$6,372,120 "	$0 	"$5,688,020 "	"$4,380 "	"$1,883,877 "	"$24,831 "	"$12,665,845 "	--	"$18,315,573 "	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$262,036 "	"$6,500 "	"$115,499 "	$0 	$626 	"$2,160,733 "	"$165,617 "	"$6,814,946 "	"$1,536,837 "	"$14,752,394 "	21.90%	--	21.70%	95.80%	--	"88,237"	"19,323"	"$23,876,622 "	--	"$7,863,888 "	--	--	--	--	"$21,973,192 "	"$43,415 "	"$28,441,083 "	"$26,400 "	"$6,840,996 "	"$237,741 "	"$12,375,601 "	"$7,863,888 "	"$36,327,755 "	--	"$78,657,995 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	"$338,658 "	--	--	--	--	--	--	--	--	"$489,189 "	7.10%	--	11.70%	40.50%	--	"54,271"	"3,878"	"$792,859 "	"1,535"	"$915,142 "	--	--	--	--	"$782,851 "	"$11,972 "	"$544,820 "	--	"$294,378 "	--	"$636,291 "	--	"$1,984,515 "	--	"$2,850,542 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$233,266 "	"$13,735 "	$284 	$50 	"$5,562 "	$0 	"$117,901 "	"$301,890 "	"$12,784 "	"$960,644 "	6.30%	--	5.80%	83.90%	--	"129,959"	"8,210"	"$1,344,392 "	340	"$443,760 "	0	--	--	--	"$2,129,812 "	"$14,692 "	"$3,838,394 "	"$30,000 "	"$2,171,344 "	"$25,920 "	"$1,425,063 "	"$443,760 "	"$6,218,871 "	--	"$10,333,764 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois State University (Normal, IL) "	"$529,572 "	$0 	"$1,075 "	$0 	"$8,535 "	$0 	"$250,567 "	"$23,391 "	"$91,960 "	"$928,194 "	6.70%	--	6.40%	92.40%	--	"134,269"	"9,051"	"$1,989,748 "	--	--	--	--	--	--	"$6,896,674 "	"$14,636 "	"$56,850 "	"$2,000 "	"$45,850 "	"$12,817 "	"$4,664,786 "	"$67,482 "	"$6,468,753 "	--	"$10,214,048 "	--	--	--
"Indiana State University (Terre Haute, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$381,155 "	"$1,141,727 "	11.20%	--	10.90%	75.20%	--	"65,967"	"7,397"	"$2,901,297 "	"1,124"	"$496,763 "	32	--	--	--	"$544,257 "	"$13,115 "	"$1,534,663 "	$0 	"$235,438 "	$0 	"$496,438 "	$0 	"$2,245,082 "	--	"$6,528,259 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$40,476 "	$0 	"$1,275 "	"$1,665 "	"$2,237 "	"$1,009 "	"$27,127 "	"$19,427 "	"$21,627 "	"$551,316 "	10.30%	--	9.90%	84.10%	--	"76,415"	"7,847"	"$1,559,617 "	--	--	--	--	--	--	"$712,718 "	"$13,314 "	"$1,323,220 "	$0 	"$585,725 "	"$174,107 "	"$476,572 "	"$215,753 "	"$1,848,353 "	--	"$4,466,846 "	--	--	--
"Indiana University (Bloomington, IN) "	"$3,266,606 "	"$31,192 "	"$84,565 "	"$179,953 "	"$177,627 "	"$168,482 "	"$2,909,371 "	$0 	"$675,476 "	"$8,278,884 "	14.70%	--	13.10%	67.20%	--	"360,694"	"53,016"	"$27,423,539 "	--	--	--	--	--	--	"$64,534,149 "	"$19,610 "	"$35,387,846 "	$0 	"$18,747,048 "	$0 	"$54,546,259 "	$0 	"$121,124,334 "	--	"$183,624,549 "	--	--	--
"Iowa State University (Ames, IA) "	"$3,444,513 "	"$98,240 "	"$15,550 "	"$6,136 "	"$137,847 "	$0 	"$282,103 "	"$1,296,699 "	"$889,601 "	"$7,072,584 "	12.10%	--	11.20%	76.10%	--	"176,560"	"21,326"	"$22,404,528 "	"6,402"	"$1,507,186 "	213	--	--	--	"$11,467,430 "	"$23,618 "	"$19,139,590 "	"$183,714 "	"$2,847,924 "	"$1,373,100 "	"$8,249,326 "	"$3,887,384 "	"$22,006,162 "	--	"$60,719,649 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$4,223,319 "	"$152,197 "	"$58,426 "	"$4,712 "	"$20,300 "	"$7,265 "	"$374,514 "	"$261,482 "	"$3,222,099 "	"$8,970,828 "	22.50%	22.40%	21.80%	84.40%	--	"144,671"	"32,603"	"$17,085,580 "	"8,372"	"$8,520,283 "	279	--	--	--	"$10,002,137 "	"$17,101 "	"$2,764,497 "	"$6,660 "	"$1,205,846 "	"$138,288 "	"$7,805,910 "	"$447,655 "	"$20,811,824 "	--	"$37,262,815 "	--	--	--
"Kent State University (Kent, OH) "	"$525,432 "	$928 	$0 	$0 	"$4,699 "	"$1,986 "	"$255,036 "	"$392,593 "	"$155,791 "	"$1,539,579 "	7.40%	--	7.30%	100.00%	--	"145,511"	"10,787"	"$3,690,768 "	"1,017"	"$778,291 "	3	--	--	--	"$4,921,588 "	"$9,441 "	"$2,612,079 "	"$63,150 "	"$1,118,126 "	"$224,056 "	"$4,426,324 "	"$778,292 "	"$10,276,773 "	--	"$15,684,569 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$192,345 "	"$6,050 "	$375 	$0 	"$5,285 "	$0 	$0 	"$439,101 "	$0 	"$738,521 "	4.50%	4.50%	5.50%	88.90%	--	"58,467"	"2,651"	"$2,657,457 "	38	"$292,013 "	0	--	--	--	"$893,028 "	"$7,410 "	"$12,667 "	$0 	"$12,667 "	"$368,462 "	"$749,396 "	"$994,220 "	"$1,839,072 "	--	"$4,675,015 "	--	--	--
"Miami University (Oxford, OH) "	"$351,986 "	"$49,985 "	$471 	"$43,013 "	"$22,978 "	"$3,743 "	"$261,967 "	"$136,567 "	"$785,722 "	"$2,931,385 "	15.00%	15.50%	12.20%	78.30%	--	"141,037"	"21,196"	"$9,642,854 "	977	"$221,554 "	307	--	--	--	"$2,450,924 "	"$14,303 "	"$1,302,808 "	"$4,500 "	"$755,424 "	"$19,579 "	"$1,378,838 "	"$221,554 "	"$6,100,184 "	--	"$16,245,863 "	--	--	--
"Michigan State University (East Lansing, MI) "	"$3,348,684 "	$855 	"$110,722 "	"$254,077 "	"$28,762 "	"$1,370,115 "	"$332,713 "	"$3,529,703 "	"$1,002,447 "	"$11,072,568 "	13.90%	--	13.50%	55.80%	--	"399,780"	"55,520"	"$54,182,763 "	"11,372"	"$6,825,552 "	208	--	--	--	"$123,276,787 "	"$28,070 "	"$14,147,233 "	"$58,075 "	"$6,736,608 "	"$1,152,244 "	"$118,899,993 "	"$6,836,327 "	"$146,019,360 "	--	"$211,629,395 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	16.80%	--	--	96.30%	--	"48,382"	"8,148"	--	--	--	--	--	--	--	"$4,262,280 "	"$23,790 "	"$211,067 "	--	--	--	--	--	"$7,152,417 "	--	"$9,845,710 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$806,848 "	"$1,000 "	"$2,500 "	"$12,419 "	"$2,600 "	$0 	"$184,053 "	"$4,119,865 "	"$338,227 "	"$5,785,574 "	16.50%	18.20%	15.80%	96.80%	--	"97,354"	"16,091"	"$14,245,545 "	0	$0 	0	--	--	--	"$27,110,650 "	"$22,407 "	"$5,527,035 "	"$10,520 "	"$2,459,513 "	"$1,241,350 "	"$24,943,793 "	"$6,872,860 "	"$35,292,498 "	--	"$53,341,220 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$480,816 "	$0 	"$31,082 "	$0 	"$40,645 "	$0 	"$172,555 "	$0 	"$135,611 "	"$1,355,863 "	17.70%	20.00%	17.00%	99.00%	--	"44,482"	"7,852"	"$5,732,862 "	0	$0 	0	--	--	--	"$6,202,447 "	"$22,804 "	"$372,490 "	$0 	"$330,190 "	$0 	"$5,077,886 "	$0 	"$7,175,068 "	--	"$12,824,142 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$30,795 "	$0 	"$1,000 "	"$2,050 "	"$10,100 "	$0 	"$19,631 "	$0 	"$26,405 "	"$382,639 "	10.60%	--	9.90%	45.60%	--	"34,346"	"3,636"	"$1,871,181 "	0	$0 	0	--	--	--	"$3,192,952 "	"$20,511 "	"$748,222 "	$0 	"$464,862 "	$0 	"$2,464,843 "	$0 	"$5,256,513 "	--	"$8,100,730 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	"$131,147 "	"$4,995 "	"$21,120 "	"$95,771 "	"$12,490 "	"$8,233 "	"$179,461 "	"$31,787 "	"$16,810 "	"$567,895 "	4.70%	--	3.30%	89.00%	--	"79,451"	"3,716"	"$1,447,313 "	"1,087"	"$786,837 "	169	--	--	--	"$6,024,815 "	"$13,134 "	"$1,965,903 "	$0 	"$1,934,950 "	"$79,939 "	"$1,946,581 "	"$151,215 "	"$5,522,499 "	--	"$11,314,235 "	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$87,926 "	$0 	"$1,557 "	$0 	$100 	"$1,000 "	"$134,621 "	"$17,195 "	"$105,617 "	"$725,657 "	8.40%	--	8.40%	79.80%	--	"28,145"	"2,374"	"$727,871 "	69	"$36,756 "	0	--	--	--	"$3,472,637 "	"$16,262 "	"$481,905 "	$0 	"$481,905 "	"$22,159 "	"$3,471,387 "	"$67,022 "	"$4,976,594 "	--	"$4,982,478 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$64,329 "	"$1,525 "	"$5,008,375 "	$223 	"$18,162 "	$0 	"$2,252,283 "	"$546,716 "	"$183,029 "	"$9,936,398 "	13.20%	--	--	98.60%	--	"133,420"	"17,570"	"$29,937,000 "	--	"$4,555,970 "	--	--	--	--	"$59,018,177 "	"$23,445 "	"$15,386,579 "	$0 	"$14,493,270 "	"$91,120 "	"$42,370,923 "	"$911,194 "	"$76,739,843 "	--	"$122,164,361 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	--	--	--	--	--	--	--	--	--	--	5.20%	--	--	56.40%	--	"86,458"	"4,536"	--	--	--	--	--	--	--	"$5,443,515 "	$12 	"$4,607,229 "	--	--	--	--	--	"$2,323,448 "	--	"$24,091,357 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$681,211 "	"$92,778 "	$600 	"$69,784 "	"$5,970 "	"$22,635 "	"$49,688 "	"$137,340 "	"$11,843 "	"$1,133,190 "	7.20%	--	--	92.10%	--	"172,082"	"12,407"	"$2,308,023 "	--	--	--	--	--	--	"$4,044,042 "	"$13,453 "	"$3,843,475 "	"$6,000 "	"$268,416 "	"$85,959 "	"$3,507,926 "	"$367,009 "	"$5,990,767 "	--	"$13,261,463 "	--	--	--
"Oakland University (Rochester, MI) "	"$113,598 "	$0 	$285 	"$4,175 "	"$6,156 "	"$1,120 "	"$7,728 "	"$40,387 "	$0 	"$320,938 "	4.60%	4.50%	4.10%	25.00%	--	"59,615"	"2,723"	"$1,036,664 "	386	"$178,866 "	2	--	--	--	"$1,807,271 "	"$8,606 "	"$214,532 "	$670 	"$143,482 "	"$35,074 "	"$1,199,012 "	"$178,866 "	"$3,020,872 "	--	"$5,709,997 "	--	--	--
"Ohio State University (Columbus, OH) "	"$5,141,711 "	"$689,699 "	"$377,253 "	"$1,073,694 "	"$123,979 "	"$234,210 "	"$719,686 "	"$5,176,550 "	"$299,779 "	"$14,728,399 "	16.50%	--	14.90%	72.80%	--	"330,660"	"54,469"	"$39,071,448 "	"13,331"	"$21,725,046 "	436	--	--	--	"$68,970,090 "	"$24,864 "	"$30,227,818 "	"$645,367 "	"$14,245,335 "	"$3,085,321 "	"$50,694,887 "	"$10,668,481 "	"$108,376,170 "	--	"$179,492,686 "	--	--	--
"Ohio University (Athens, OH) "	"$1,176,431 "	"$24,668 "	"$7,178 "	"$19,555 "	"$113,629 "	"$534,807 "	"$262,360 "	"$160,540 "	"$562,148 "	"$3,018,371 "	11.00%	--	--	89.90%	--	"139,000"	"15,303"	"$5,564,213 "	--	--	--	--	--	--	"$1,707,143 "	"$14,848 "	"$867,962 "	"$3,024 "	"$541,462 "	"$38,520 "	"$1,316,720 "	"$279,749 "	"$8,062,546 "	--	"$12,020,645 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	"$176,388 "	"$40,339 "	"$57,678 "	"$15,129 "	"$24,937 "	"$118,205 "	"$195,486 "	"$3,487,077 "	"$511,428 "	"$5,169,064 "	10.90%	--	10.30%	100.00%	--	"140,539"	"15,347"	"$9,200,984 "	"8,484"	"$6,412,148 "	20	--	--	--	"$9,563,710 "	"$15,785 "	"$3,850,236 "	"$168,404 "	"$2,345,627 "	"$1,294,209 "	"$8,156,924 "	"$6,412,148 "	"$22,125,354 "	--	"$31,348,735 "	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	7.00%	--	--	43.90%	--	"77,582"	"5,435"	--	--	--	--	--	--	--	"$662,410 "	"$8,752 "	"$721,550 "	--	--	--	--	--	"$3,967,377 "	--	"$6,418,746 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$716,287 "	"$110,436 "	"$15,700 "	"$19,940 "	"$142,020 "	"$27,900 "	"$891,210 "	"$3,210,024 "	"$1,517,360 "	"$7,114,193 "	14.70%	15.50%	14.30%	100.00%	--	"121,419"	"17,886"	"$25,029,831 "	"7,244"	"$7,549,353 "	152	--	--	--	"$6,704,850 "	"$25,197 "	"$1,619,546 "	"$100,950 "	"$1,034,150 "	"$2,542,725 "	"$5,626,825 "	"$7,549,354 "	"$21,882,494 "	--	"$43,620,911 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$3,983,857 "	"$460,683 "	"$259,589 "	"$277,316 "	"$744,206 "	$715 	"$5,118,761 "	"$1,675,178 "	"$151,792 "	"$13,240,131 "	18.00%	18.40%	15.40%	85.30%	--	"403,274"	"72,484"	"$51,988,364 "	"25,667"	"$11,382,278 "	"1,877"	--	--	--	"$40,471,423 "	"$22,399 "	"$40,506,764 "	$0 	"$19,357,657 "	$50 	"$17,980,921 "	"$1,679,781 "	"$73,248,389 "	--	"$180,680,903 "	--	--	--
"Portland State University (Portland, OR) "	"$18,147 "	$0 	"$1,000 "	"$2,020 "	"$3,804 "	$0 	"$88,072 "	"$107,307 "	"$385,770 "	"$923,756 "	5.10%	6.00%	4.90%	90.40%	--	"119,036"	"6,077"	"$1,439,223 "	56	"$73,523 "	0	--	--	--	"$4,364,121 "	$390 	"$2,956,468 "	"$5,000 "	"$1,239,757 "	"$36,987 "	"$4,149,955 "	"$185,080 "	"$8,328,384 "	--	"$12,205,247 "	--	--	--
"Purdue University (West Lafayette, IN) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$13,460,544 "	"$14,201,607 "	13.60%	14.80%	13.10%	76.20%	--	"330,080"	"45,007"	"$40,000,196 "	"8,401"	"$6,616,843 "	330	--	--	--	"$57,225,015 "	"$14,527 "	"$30,584,918 "	$0 	"$29,328,381 "	$0 	"$16,593,248 "	$0 	"$87,082,127 "	--	"$164,000,073 "	--	--	--
"Rutgers, The State University (New Brunswick, NJ) "	"$1,346,920 "	$525 	"$50,531 "	"$1,832 "	"$289,882 "	$0 	"$1,659,706 "	"$1,036,213 "	"$1,989,408 "	"$8,055,462 "	10.60%	10.80%	8.80%	100.00%	--	"281,616"	"29,742"	"$30,519,642 "	"4,037"	"$2,224,024 "	235	--	--	--	"$21,901,808 "	"$22,846 "	"$14,913,719 "	"$76,317 "	"$13,915,645 "	"$277,910 "	"$17,643,180 "	"$1,762,583 "	"$54,262,618 "	--	"$86,787,237 "	--	--	--
"South Carolina State University (Orangeburg, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"South Dakota State University (Brookings, SD) "	"$11,411 "	$0 	"$1,000 "	$0 	$0 	"$24,249 "	"$187,649 "	$0 	"$58,931 "	"$283,365 "	11.70%	--	--	66.60%	--	"62,244"	"7,308"	"$2,322,472 "	0	$0 	0	--	--	--	"$921,226 "	"$14,511 "	"$2,327,627 "	$0 	"$1,035,293 "	$0 	"$538,648 "	$0 	"$3,030,056 "	--	"$11,363,075 "	--	--	--
