Public Research/Doctoral / FY2000 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Cleveland State University (Cleveland, OH) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"College of William and Mary (Williamsburg, VA) "	"$426,235 "	"$34,288 "	"$26,973 "	"$2,163 "	"$81,542 "	"$2,639 "	"$63,840 "	"$1,119,530 "	"$335,998 "	"$4,957,570 "	27.90%	29.80%	26.60%	100.00%	--	"57,527"	"16,025"	"$26,530,600 "	"2,671"	"$1,764,240 "	609	--	"3,280"	--	"$3,133,560 "	"$17,274 "	"$2,357,650 "	"$130,800 "	"$1,847,090 "	"$173,344 "	"$1,357,290 "	"$1,815,560 "	"$10,597,600 "	--	"$36,092,400 "	--	--	--
"Colorado School of Mines (Golden, CO) "	"$160,252 "	"$2,745 "	$0 	$0 	"$3,850 "	$0 	"$25,620 "	$500 	"$2,920 "	"$1,098,760 "	13.90%	15.50%	13.50%	78.40%	--	"17,818"	"2,472"	"$6,351,900 "	141	"$47,766 "	10	--	151	--	"$5,353,700 "	"$29,247 "	"$1,123,160 "	$0 	"$778,882 "	$0 	"$2,282,240 "	$500 	"$4,597,690 "	--	"$21,868,500 "	--	--	--
"Colorado State University (Fort Collins, CO) "	"$376,873 "	"$75,025 "	"$157,950 "	"$8,261 "	"$36,959 "	$300 	"$404,329 "	"$152,612 "	"$72,656 "	"$1,329,100 "	9.20%	--	8.00%	96.00%	--	"116,705"	"10,682"	"$3,376,730 "	"5,735"	"$1,578,000 "	251	--	"5,986"	--	"$6,299,480 "	"$16,449 "	"$4,956,240 "	"$58,703 "	"$1,084,700 "	"$161,574 "	"$4,341,520 "	"$580,158 "	"$9,980,390 "	--	"$22,464,600 "	--	--	--
"CUNY-Graduate School & Univ. Center (New York, NY) "	--	--	--	--	--	--	--	--	--	--	20.70%	--	--	100.00%	--	"7,000"	"1,451"	"$193,584 "	--	--	--	--	--	--	"$562,455 "	--	"$896,525 "	--	--	--	--	--	"$2,580,070 "	--	"$2,580,070 "	--	--	--
"East Carolina University (Greenville, NC) "	"$174,580 "	$0 	$0 	"$2,656 "	$652 	$0 	"$142,532 "	"$2,726,760 "	"$125,600 "	"$3,219,420 "	20.90%	--	--	--	--	"71,650"	"14,975"	"$6,590,060 "	"6,943"	"$3,529,520 "	"1,130"	--	"8,073"	--	"$3,641,960 "	"$12,473 "	"$8,453,480 "	$0 	"$8,299,460 "	"$568,566 "	"$2,584,790 "	"$3,529,520 "	"$17,225,100 "	--	"$28,866,200 "	--	--	--
"East Tennessee State University (Johnson City, TN) "	"$127,124 "	$0 	$0 	"$46,737 "	"$5,078 "	$0 	"$12,601 "	"$152,865 "	$0 	"$378,681 "	6.00%	--	5.50%	100.00%	--	"56,575"	"3,422"	"$1,914,550 "	58	"$27,450 "	"1,014"	--	"1,072"	--	"$4,728,640 "	"$14,971 "	"$1,120,790 "	"$6,250 "	"$1,115,790 "	"$433,548 "	"$2,996,970 "	"$734,521 "	"$8,918,060 "	--	"$13,562,700 "	--	--	--
"Florida Agricultural and Mechanical (Tallahassee, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida Atlantic University (Boca Raton, FL) "	"$70,429 "	$0 	$110 	$25 	$880 	$0 	"$10,259 "	"$80,794 "	"$1,035,050 "	"$1,223,800 "	3.60%	--	--	72.90%	--	"67,243"	"2,433"	"$3,002,970 "	660	"$2,792,430 "	1	--	661	--	"$12,998,200 "	"$6,628 "	"$6,958,310 "	"$268,250 "	"$945,015 "	"$429,660 "	"$6,527,310 "	"$1,066,170 "	"$10,878,500 "	--	"$29,940,700 "	--	--	--
"Florida International University (Miami, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Florida State University (Tallahassee, FL) "	"$963,193 "	$0 	"$2,025 "	$0 	$0 	$0 	"$19,818 "	"$4,902,880 "	"$570,905 "	"$6,537,250 "	14.70%	--	14.30%	63.40%	--	"166,485"	"24,526"	"$25,178,700 "	"15,960"	"$9,805,750 "	105	--	"16,065"	--	"$14,742,300 "	"$13,089 "	"$9,153,130 "	$0 	"$8,791,600 "	"$2,451,440 "	"$4,202,190 "	"$9,805,750 "	"$26,296,900 "	--	"$68,203,200 "	--	--	--
"George Mason University (Fairfax, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Georgia Institute of Technology (Atlanta, GA) "	"$529,644 "	"$6,500 "	"$319,414 "	$0 	"$2,068 "	"$174,275 "	"$347,905 "	"$2,716,490 "	"$1,739,390 "	"$9,282,190 "	21.00%	--	20.40%	80.50%	--	"94,540"	"19,816"	"$47,099,000 "	--	"$2,947,430 "	--	--	--	--	"$29,173,200 "	"$40,058 "	"$7,628,030 "	"$9,505 "	"$6,573,210 "	"$221,438 "	"$19,488,100 "	"$2,947,430 "	"$37,055,100 "	--	"$107,465,000 "	--	--	--
"Georgia Southern University (Statesboro, GA) "	"$143,309 "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$312,528 "	7.80%	--	7.50%	62.60%	--	"50,217"	"3,931"	"$903,491 "	"1,837"	"$1,058,710 "	0	--	"1,837"	--	"$926,829 "	"$13,575 "	"$894,188 "	$0 	"$874,088 "	$0 	"$553,964 "	"$1,058,710 "	"$3,290,300 "	--	"$5,201,100 "	--	--	--
"Georgia State University (Atlanta, GA) "	"$265,057 "	"$11,189 "	"$1,507 "	$127 	"$2,492 "	$0 	"$121,343 "	$0 	"$40,315 "	"$947,777 "	8.90%	--	8.50%	93.40%	--	"104,095"	"9,315"	"$2,092,270 "	--	--	--	--	--	--	"$4,002,330 "	"$10,492 "	"$4,033,120 "	$0 	"$3,001,740 "	$0 	"$3,001,110 "	$0 	"$8,133,250 "	--	"$12,451,700 "	--	--	--
"Idaho State University (Pocatello, ID) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois State University (Normal, IL) "	"$525,047 "	$0 	$140 	$0 	"$21,641 "	$0 	"$250,780 "	"$12,746 "	"$86,159 "	"$922,725 "	8.60%	--	7.70%	91.20%	--	"126,834"	"10,881"	"$1,753,000 "	--	--	--	--	--	--	"$4,343,720 "	"$9,801 "	"$79,125 "	$500 	"$72,125 "	"$6,145 "	"$1,923,120 "	"$43,382 "	"$3,637,560 "	--	"$7,383,010 "	--	--	--
"Indiana State University (Terre Haute, IN) "	--	--	--	--	--	--	--	--	--	"$818,209 "	12.20%	--	11.70%	86.30%	--	"64,400"	"7,826"	"$2,407,490 "	"1,399"	"$574,957 "	0	--	"1,399"	--	"$581,700 "	"$13,283 "	"$404,386 "	--	"$269,261 "	--	"$542,146 "	--	"$2,070,390 "	--	"$4,412,280 "	--	--	--
"Indiana Univ. of Pennsylvania (Indiana, PA) "	"$42,294 "	$0 	"$1,225 "	"$2,506 "	"$1,717 "	"$7,303 "	"$19,562 "	"$25,450 "	"$18,476 "	"$549,611 "	11.90%	--	--	81.30%	--	"75,667"	"9,024"	"$863,637 "	--	--	--	--	--	--	"$2,029,190 "	"$12,867 "	"$844,866 "	$0 	"$490,812 "	"$159,934 "	"$350,079 "	"$207,355 "	"$1,710,600 "	--	"$4,331,480 "	--	--	--
"Indiana University (Bloomington, IN) "	"$3,372,930 "	"$47,169 "	"$60,777 "	"$214,818 "	"$75,841 "	"$44,946 "	"$4,691,080 "	$0 	$0 	"$10,836,200 "	14.20%	--	12.70%	76.00%	--	"366,407"	"52,188"	"$27,684,700 "	--	--	--	--	--	--	"$52,846,900 "	"$14,956 "	"$53,706,800 "	$0 	"$19,482,500 "	$0 	"$43,428,200 "	$0 	"$114,443,000 "	--	"$201,595,000 "	--	--	--
"Iowa State University (Ames, IA) "	"$1,937,790 "	"$26,021 "	"$1,800 "	"$3,333 "	"$97,695 "	"$95,252 "	"$441,729 "	"$1,095,730 "	"$692,923 "	"$8,938,410 "	15.20%	--	13.00%	87.90%	--	"175,235"	"26,576"	"$25,693,600 "	"6,327"	"$3,578,460 "	81	--	"6,408"	--	"$7,318,450 "	"$22,370 "	"$11,209,600 "	"$180,810 "	"$2,153,230 "	"$1,443,820 "	"$3,809,970 "	"$3,578,460 "	"$18,301,700 "	--	"$130,022,000 "	--	--	--
"Jackson State University (Jackson, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kansas State University (Manhattan, KS) "	"$3,300,140 "	"$127,267 "	"$67,686 "	"$1,825 "	"$34,542 "	"$11,565 "	"$426,331 "	"$169,751 "	"$2,153,640 "	"$7,475,220 "	23.10%	23.10%	22.50%	88.10%	--	"134,480"	"31,111"	"$15,053,500 "	"7,452"	"$8,556,970 "	166	--	"7,618"	--	"$10,930,400 "	"$17,434 "	"$7,297,870 "	"$14,250 "	"$6,520,180 "	"$111,629 "	"$8,336,950 "	"$411,303 "	"$25,001,300 "	--	"$40,330,900 "	--	--	--
"Kent State University (Kent, OH) "	"$901,744 "	$665 	$0 	$0 	"$31,724 "	"$2,237 "	"$126,021 "	"$95,785 "	"$143,942 "	"$1,499,460 "	8.20%	--	8.10%	100.00%	--	"134,317"	"11,077"	"$2,606,480 "	857	"$335,955 "	1	--	858	--	"$6,785,020 "	"$8,916 "	"$2,232,660 "	"$68,350 "	"$2,107,360 "	"$113,688 "	"$6,515,230 "	"$335,954 "	"$12,647,200 "	--	"$15,087,900 "	--	--	--
"Louisiana State University - Baton Rouge (Baton Rouge, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Louisiana Tech University (Ruston, LA) "	"$341,987 "	$530 	$275 	$0 	"$5,085 "	$0 	$0 	"$445,916 "	$0 	"$915,873 "	5.20%	--	5.00%	87.00%	--	"51,055"	"2,665"	"$3,351,690 "	58	"$389,694 "	0	--	58	--	"$925,202 "	"$7,545 "	"$73,872 "	$0 	"$72,872 "	"$392,834 "	"$849,372 "	"$1,018,700 "	"$2,243,390 "	--	"$5,929,800 "	--	--	--
"Miami University (Oxford, OH) "	"$384,699 "	"$46,444 "	$745 	"$38,580 "	"$33,137 "	"$25,585 "	"$326,955 "	"$213,456 "	"$1,004,980 "	"$3,324,230 "	14.50%	--	11.70%	48.30%	--	"146,878"	"21,337"	"$8,888,090 "	463	"$357,582 "	261	--	724	--	"$2,348,370 "	"$12,025 "	"$1,489,010 "	$0 	"$827,740 "	"$117,436 "	"$1,516,360 "	"$357,582 "	"$6,986,550 "	--	"$15,307,800 "	--	--	--
"Michigan State University (East Lansing, MI) "	--	--	--	--	--	--	--	--	--	"$11,154,200 "	10.90%	--	--	55.20%	--	"289,811"	"31,449"	"$34,280,200 "	"7,377"	"$7,280,150 "	0	--	"7,377"	--	"$53,720,900 "	"$19,911 "	"$10,906,300 "	--	"$8,405,180 "	--	"$51,958,600 "	--	"$83,153,500 "	--	"$121,287,000 "	--	--	--
"Michigan Technological University (Houghton, MI) "	--	--	--	--	--	--	--	--	--	--	17.50%	--	--	100.00%	--	"46,096"	"8,087"	"$7,322,000 "	--	--	--	--	--	--	"$10,318,200 "	"$20,143 "	"$2,790,060 "	--	--	--	--	--	"$16,425,000 "	--	"$25,478,600 "	--	--	--
"Mississippi State University (Mississippi State, MS) "	"$845,823 "	"$1,838 "	"$2,000 "	"$5,906 "	"$5,338 "	$0 	"$240,241 "	"$2,182,810 "	"$291,732 "	"$3,887,130 "	10.80%	35.20%	10.40%	98.90%	--	"99,634"	"10,718"	"$12,618,500 "	"4,451"	"$3,589,420 "	28	--	"4,479"	--	"$5,585,870 "	"$20,197 "	"$2,471,700 "	"$21,436 "	"$2,007,720 "	"$215,984 "	"$3,395,560 "	"$2,953,770 "	"$10,989,200 "	--	"$26,719,600 "	--	--	--
"Missouri University of Science & Technology (Rolla, MO) "	"$1,013,000 "	"$54,000 "	"$25,000 "	$0 	$0 	$0 	"$147,000 "	$0 	"$37,000 "	"$1,746,000 "	21.80%	--	19.80%	100.00%	--	"41,148"	"8,955"	"$8,124,000 "	581	"$109,000 "	62	--	643	--	"$1,935,000 "	"$22,330 "	"$422,000 "	$0 	"$107,000 "	$0 	"$1,412,000 "	$0 	"$3,761,000 "	--	"$11,273,000 "	--	--	--
"Morgan State University (Baltimore, MD) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Jersey Institute of Technology (Newark, NJ) "	"$7,955 "	$0 	$0 	$680 	$135 	$0 	"$22,490 "	$0 	"$4,650 "	"$366,283 "	12.00%	--	8.80%	98.80%	--	"31,577"	"3,781"	"$2,152,460 "	0	$0 	0	--	0	--	"$3,813,070 "	"$18,559 "	"$1,073,950 "	$0 	"$930,346 "	$0 	"$1,695,060 "	$0 	"$3,161,610 "	--	"$7,700,400 "	--	--	--
"New Mexico State University (Las Cruces, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"North Carolina A & T State University (Greensboro, NC) "	"$152,452 "	$0 	$0 	$0 	$0 	"$4,013 "	"$10,743 "	$0 	"$4,582 "	"$460,807 "	10.70%	--	10.60%	100.00%	8.80%	"21,977"	"2,341"	"$463,107 "	0	$0 	0	--	0	--	"$3,921,826 "	--	"$587,790 "	$0 	"$587,790 "	$0 	"$3,920,546 "	$0 	"$5,266,843 "	"$5,270,623 "	"$5,270,623 "	--	--	--
"North Carolina State Univ. at Raleigh (Raleigh, NC) "	"$53,016 "	$810 	"$9,418 "	$100 	"$24,115 "	$0 	"$3,109,250 "	$0 	"$311,317 "	"$5,588,460 "	16.00%	--	--	100.00%	--	"115,672"	"18,502"	"$17,173,200 "	--	--	--	--	--	--	"$34,193,300 "	"$23,766 "	"$6,881,140 "	$0 	"$6,183,090 "	$0 	"$28,847,400 "	$0 	"$51,101,900 "	--	"$74,363,100 "	--	--	--
North Dakota State University (ND) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Arizona University (Flagstaff, AZ) "	"$184,922 "	$200 	$187 	"$43,831 "	"$9,377 "	"$7,400 "	"$36,025 "	"$36,484 "	"$42,416 "	"$448,542 "	8.20%	--	7.60%	100.00%	--	"65,301"	"5,355"	"$8,441,120 "	917	"$538,898 "	4	--	921	--	"$3,276,060 "	"$10,559 "	"$1,370,790 "	"$2,850 "	"$1,315,940 "	"$390,877 "	"$3,188,860 "	"$538,898 "	"$12,034,700 "	--	"$21,028,200 "	--	--	--
"Northern Illinois University (DeKalb, IL) "	"$690,280 "	"$15,390 "	$0 	"$35,178 "	"$8,060 "	$0 	"$43,352 "	"$144,736 "	"$101,136 "	"$1,075,090 "	9.60%	--	--	97.80%	--	"141,612"	"13,651"	"$1,463,980 "	--	--	--	--	--	--	"$6,942,110 "	"$10,451 "	"$1,540,810 "	"$4,550 "	"$112,526 "	"$110,574 "	"$2,905,440 "	"$413,551 "	"$5,328,250 "	--	"$11,899,600 "	--	--	--
"Oakland University (Rochester, MI) "	"$139,958 "	$0 	$0 	"$1,804 "	"$5,415 "	"$4,357 "	"$6,780 "	"$38,663 "	"$102,450 "	"$525,182 "	9.50%	8.80%	9.40%	83.60%	--	"48,244"	"4,560"	"$743,195 "	463	"$197,685 "	0	--	463	--	"$3,142,110 "	"$7,988 "	"$331,110 "	$490 	"$319,027 "	"$52,919 "	"$2,989,820 "	"$198,185 "	"$7,115,330 "	--	"$8,010,910 "	--	--	--
"Ohio State University (Columbus, OH) "	"$3,871,870 "	"$472,809 "	"$1,007,670 "	"$870,710 "	"$112,534 "	"$294,561 "	"$465,386 "	"$5,019,710 "	"$552,737 "	"$14,098,500 "	17.60%	--	15.90%	76.00%	--	"314,160"	"55,315"	"$37,528,700 "	"14,024"	"$14,347,100 "	499	--	"14,523"	--	"$64,245,500 "	"$22,471 "	"$23,174,800 "	"$2,422,220 "	"$12,443,800 "	"$7,570,790 "	"$49,728,800 "	"$18,874,300 "	"$103,549,000 "	--	"$174,329,000 "	--	--	--
"Ohio University (Athens, OH) "	"$1,020,370 "	"$13,423 "	"$12,259 "	"$2,573 "	"$16,798 "	"$19,159 "	"$188,480 "	"$1,021,700 "	"$655,691 "	"$3,128,860 "	10.90%	--	--	66.60%	--	"135,063"	"14,715"	--	--	--	--	--	--	--	"$7,109,040 "	"$12,136 "	"$464,722 "	$0 	"$293,672 "	"$11,000 "	"$6,853,360 "	"$1,049,380 "	"$11,601,200 "	--	"$17,364,300 "	--	--	--
"Oklahoma State University (Stillwater, OK) "	"$180,594 "	"$28,306 "	"$37,334 "	"$11,445 "	"$23,678 "	"$20,066 "	"$124,193 "	"$3,805,130 "	"$1,944,450 "	"$6,722,160 "	11.70%	--	11.20%	100.00%	--	"127,167"	"14,870"	"$18,171,400 "	"8,372"	"$7,395,830 "	62	--	"8,434"	--	"$9,323,960 "	"$13,218 "	"$4,534,570 "	"$499,255 "	"$2,513,840 "	"$1,583,580 "	"$6,922,750 "	"$7,395,830 "	"$20,268,500 "	--	"$39,430,600 "	--	--	--
"Old Dominion University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	12.10%	--	--	66.50%	--	"77,538"	"9,397"	"$1,004,410 "	--	--	--	--	--	--	"$976,935 "	"$9,248 "	"$2,555,600 "	--	--	--	--	--	"$3,204,990 "	--	"$5,750,640 "	--	--	--
"Oregon State University (Corvallis, OR) "	"$716,305 "	"$61,435 "	"$38,592 "	"$28,079 "	"$306,102 "	"$328,405 "	"$1,620,380 "	"$227,713 "	"$349,199 "	"$3,914,710 "	12.90%	--	12.30%	100.00%	--	"130,264"	"16,781"	"$15,770,400 "	857	"$500,390 "	25	--	882	--	"$3,833,480 "	"$26,659 "	"$4,495,870 "	$935 	"$1,556,920 "	"$81,837 "	"$2,620,640 "	"$500,390 "	"$14,386,300 "	--	"$37,178,200 "	--	--	--
"Pennsylvania State University (University Park, PA) "	"$3,437,180 "	"$125,418 "	"$99,464 "	"$273,684 "	"$808,830 "	"$1,331 "	"$4,819,360 "	"$1,727,880 "	"$3,057,270 "	"$15,180,000 "	18.30%	18.80%	15.70%	71.70%	--	"391,098"	"71,423"	"$50,717,900 "	"25,534"	"$13,782,200 "	752	--	"26,286"	--	"$43,346,500 "	"$18,355 "	"$39,999,900 "	$0 	"$12,124,900 "	"$3,344 "	"$17,970,000 "	"$1,735,500 "	"$60,569,100 "	--	"$170,854,000 "	--	--	--
"Portland State University (Portland, OR) "	"$2,690 "	$0 	$12 	"$2,210 "	"$3,326 "	$0 	"$45,249 "	$0 	"$297,007 "	"$643,755 "	5.40%	6.60%	5.10%	91.20%	--	"113,287"	"6,142"	"$824,395 "	151	"$67,138 "	0	--	151	--	"$2,964,830 "	--	"$2,994,850 "	$0 	"$1,638,530 "	"$3,200 "	"$2,576,880 "	"$3,250 "	"$6,711,630 "	--	"$12,546,800 "	--	--	--
"Purdue University (West Lafayette, IN) "	--	--	--	--	--	--	--	--	--	--	13.40%	--	--	90.10%	--	"315,903"	"42,325"	"$29,763,200 "	--	--	--	--	--	--	"$39,972,700 "	"$13,136 "	"$6,049,780 "	--	--	--	--	--	"$38,698,400 "	"$47,426,740 "	"$88,318,040 "	--	--	--
"Rutgers, The State University (New Brunswick, NJ) "	"$1,442,970 "	$150 	"$249,682 "	"$3,811 "	"$302,425 "	$0 	"$530,135 "	"$999,854 "	"$2,898,880 "	"$8,646,760 "	11.40%	--	9.60%	100.00%	--	"260,104"	"29,744"	"$24,183,600 "	"4,095"	"$1,743,630 "	77	--	"4,172"	--	"$21,244,000 "	"$21,997 "	"$16,650,800 "	"$41,888 "	"$14,245,500 "	"$243,556 "	"$13,980,200 "	"$1,743,630 "	"$49,072,500 "	--	"$85,982,800 "	--	--	--
"South Carolina State University (Orangeburg, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"South Dakota State University (Brookings, SD) "	"$466,241 "	"$10,000 "	"$1,435 "	$0 	$850 	"$154,570 "	"$164,388 "	$0 	"$114,218 "	"$935,446 "	18.80%	--	18.30%	95.10%	--	"42,799"	"8,060"	"$2,781,560 "	--	--	--	--	--	--	"$1,182,670 "	"$13,240 "	"$579,512 "	$0 	"$394,846 "	$0 	"$939,797 "	$0 	"$3,006,430 "	--	"$8,363,330 "	--	--	--
"Southern Illinois Univ at Carbondale (Carbondale, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"SUNY-Albany (Albany, NY) "	"$492,882 "	"$2,000 "	"$5,936 "	"$8,500 "	"$433,175 "	$108 	"$16,554 "	"$49,083 "	"$63,515 "	"$1,441,160 "	13.20%	--	10.60%	34.40%	--	"115,384"	"15,266"	"$1,525,940 "	809	"$122,709 "	0	--	809	--	"$12,830,100 "	"$14,119 "	"$1,170,940 "	"$10,000 "	"$1,165,940 "	"$15,000 "	"$2,084,010 "	"$122,709 "	"$5,120,470 "	--	"$16,214,800 "	--	--	--
