Private Research/Doctoral / FY2001 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$1,057,435 "	$0 	$0 	$0 	$905 	$0 	"$112,675 "	"$2,244,040 "	"$166,194 "	"$7,822,380 "	22.70%	24.80%	21.00%	96.20%	--	"127,334"	"28,886"	"$18,610,405 "	"3,558"	"$3,514,445 "	388	--	--	--	"$8,248,966 "	"$20,234 "	"$13,815,334 "	"$174,975 "	"$6,268,639 "	"$568,392 "	"$4,975,463 "	"$3,584,766 "	"$21,259,290 "	--	"$50,574,996 "	--	--	--
"Boston University (Boston, MA) "	"$949,314 "	$0 	"$22,285 "	$0 	$285 	"$105,150 "	"$768,150 "	"$467,144 "	"$2,741,695 "	"$5,818,567 "	11.00%	--	98.10%	98.10%	--	"230,749"	"25,313"	"$15,959,626 "	"1,537"	"$5,226,128 "	784	--	--	--	"$21,063,593 "	"$30,117 "	"$29,073,790 "	"$11,052 "	"$22,110,820 "	"$4,623,510 "	"$20,153,797 "	"$5,226,120 "	"$63,773,172 "	--	"$85,584,223 "	--	--	--
"Brandeis University (Waltham, MA) "	"$41,949 "	"$2,020 "	"$1,600 "	$0 	"$5,633 "	$495 	"$99,946 "	$0 	"$1,099,625 "	"$3,363,236 "	26.50%	29.40%	25.90%	99.30%	--	"30,223"	"7,994"	"$5,604,011 "	0	$0 	0	--	--	--	"$7,304,506 "	"$31,149 "	"$32,085,368 "	$0 	"$17,495,418 "	$0 	"$2,573,452 "	$0 	"$29,838,327 "	--	"$61,389,805 "	--	--	--
"Brown University (Providence, RI) "	"$332,080 "	$0 	"$13,640 "	"$6,300 "	"$124,177 "	"$7,746 "	"$206,092 "	"$1,739,966 "	"$1,016,426 "	"$11,763,355 "	28.60%	32.30%	28.20%	91.00%	--	"70,775"	"20,241"	"$23,460,699 "	"3,563"	"$3,321,785 "	505	--	--	--	"$10,642,887 "	"$41,104 "	"$30,903,634 "	"$659,467 "	"$19,694,256 "	"$229,498 "	"$6,877,128 "	"$3,321,784 "	"$44,151,061 "	--	"$79,457,750 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	$0 	$0 	"$8,422,641 "	$0 	$0 	"$1,485,002 "	"$154,757 "	$0 	"$247,377 "	"$11,678,647 "	37.10%	--	31.50%	96.20%	--	"18,478"	"6,857"	"$32,750,366 "	0	$0 	0	--	--	--	"$7,592,007 "	"$214,544 "	"$19,656,807 "	$0 	"$16,544,908 "	$0 	"$4,009,228 "	$0 	"$36,930,887 "	--	"$83,020,109 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$1,034,996 "	$0 	$0 	$0 	"$43,567 "	$0 	"$256,717 "	$0 	"$1,901,852 "	"$4,570,719 "	26.60%	26.20%	23.20%	93.30%	--	"51,114"	"13,604"	"$15,670,439 "	0	$0 	0	--	--	--	"$16,394,326 "	"$48,404 "	"$9,448,759 "	$0 	"$5,837,759 "	$0 	"$9,716,489 "	$0 	"$22,868,585 "	--	"$71,392,178 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$963,001 "	"$320,350 "	"$291,676 "	$0 	"$7,550 "	"$27,000 "	$0 	$0 	"$173,781 "	"$8,331,609 "	23.20%	29.10%	22.70%	91.30%	--	"91,906"	"21,335"	"$27,452,742 "	0	$0 	0	--	--	--	"$89,971,331 "	"$48,338 "	"$39,696,468 "	$0 	"$23,329,327 "	$0 	"$88,010,446 "	$0 	"$136,031,456 "	--	"$180,923,227 "	--	--	--
"Catholic University of America (Washington, DC) "	"$466,269 "	$0 	$0 	$0 	"$1,365 "	$825 	"$220,011 "	"$102,925 "	"$165,931 "	"$1,388,250 "	9.40%	--	8.90%	47.10%	--	"65,771"	"6,154"	"$3,586,655 "	628	"$193,112 "	0	--	--	--	"$1,110,899 "	"$22,965 "	"$1,741,394 "	"$25,039 "	"$1,567,794 "	"$6,579 "	"$1,099,165 "	"$192,637 "	"$12,970,882 "	--	"$18,204,845 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark University (Worcester, MA) "	"$106,949 "	$350 	$0 	$0 	"$37,293 "	"$25,500 "	"$157,489 "	"$11,313 "	"$6,497 "	"$1,243,601 "	24.00%	27.30%	23.80%	78.40%	--	"24,825"	"5,964"	"$6,498,578 "	234	"$25,051 "	0	--	--	--	"$436,631 "	"$21,138 "	"$1,864,490 "	$100 	"$1,271,690 "	"$2,650 "	"$173,442 "	"$24,701 "	"$3,013,988 "	--	"$10,684,000 "	--	--	--
"Clarkson University (Potsdam, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Columbia University (New York, NY) "	"$317,483 "	"$254,206 "	"$2,338,332 "	$0 	"$178,754 "	"$3,248,793 "	"$2,967,496 "	"$1,101,072 "	"$5,428,746 "	"$31,924,438 "	13.50%	--	13.10%	82.10%	--	"241,476"	"32,632"	"$143,924,470 "	"1,168"	"$1,344,541 "	62	--	--	--	"$32,358,189 "	"$82,399 "	"$65,667,769 "	"$6,400 "	"$59,430,119 "	"$74,359 "	"$26,949,858 "	"$1,344,542 "	"$200,166,527 "	--	"$358,682,692 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0	0	"$153,666,611 "	--	--	--	--	--	--	"$28,510,880 "	"$79,232 "	"$59,816,978 "	--	--	--	--	--	"$217,726,787 "	--	"$309,472,937 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$1,665,493 "	$0 	$0 	"$187,928 "	"$113,881 "	"$2,966,546 "	"$2,050,264 "	"$1,016,172 "	"$4,922,756 "	"$33,996,440 "	47.60%	48.20%	46.80%	100.00%	--	"56,327"	"26,785"	"$66,306,253 "	"5,072"	"$1,715,271 "	234	--	--	--	"$6,240,050 "	"$68,749 "	"$13,840,029 "	$750 	"$10,836,696 "	"$18,596 "	"$4,439,712 "	"$1,261,654 "	"$68,995,932 "	--	"$114,918,249 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$2,448,547 "	$0 	"$3,775 "	"$7,575 "	"$1,720 "	"$100,100 "	"$23,901 "	"$68,641 "	"$465,092 "	"$4,276,892 "	20.40%	21.30%	0.00%	88.60%	--	"61,152"	"12,473"	"$9,373,371 "	419	"$249,265 "	0	--	--	--	"$8,980,855 "	"$15,077 "	"$8,235,955 "	$0 	"$7,682,241 "	"$140,074 "	"$4,007,873 "	"$249,264 "	"$19,838,174 "	--	"$34,662,532 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$2,350,110 "	$0 	$0 	$570 	"$355,948 "	"$108,287 "	"$4,002,690 "	"$149,627 "	"$1,278,665 "	"$20,067,184 "	38.90%	46.40%	36.30%	99.30%	--	"117,818"	"45,872"	"$74,677,483 "	--	--	--	--	--	--	"$45,028,510 "	"$80,630 "	"$100,438,646 "	"$15,550 "	"$78,201,934 "	"$13,825 "	"$39,152,584 "	"$298,378 "	"$163,447,294 "	--	"$264,424,566 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$337,397 "	$0 	"$1,000 "	$0 	"$1,340 "	$0 	"$8,210 "	"$88,914 "	"$58,859 "	"$862,709 "	15.60%	17.20%	7.60%	98.70%	--	"57,857"	"9,028"	"$2,291,727 "	995	"$282,018 "	2	--	--	--	"$4,681,386 "	"$13,145 "	"$4,521,440 "	"$7,633 "	"$3,190,918 "	"$111,140 "	"$906,726 "	"$287,858 "	"$6,177,266 "	--	"$13,445,924 "	--	--	--
"Emory University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	$0 	22.20%	22.10%	17.50%	89.70%	--	"79,928"	"17,783"	"$6,111,242 "	--	--	--	--	--	--	"$10,192,182 "	"$61,851 "	"$236,032,392 "	--	$0 	--	$0 	$0 	"$66,136,613 "	--	"$297,777,754 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	"$1,845 "	$0 	$0 	"$6,641 "	"$2,187 "	$0 	"$2,275 "	"$23,236 "	$526 	"$125,823 "	5.80%	--	5.00%	46.70%	--	"25,420"	"1,475"	"$550,049 "	--	--	--	--	--	--	"$1,378,671 "	"$15,256 "	"$3,020,715 "	"$16,500 "	"$80,970 "	"$96,534 "	"$383,765 "	"$205,573 "	"$932,828 "	--	"$7,781,584 "	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Fox University (Newberg, OR) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$44,869 "	"$223,699 "	10.70%	14.10%	9.00%	72.30%	--	"13,878"	"1,485"	"$563,327 "	--	--	--	--	--	--	"$163,152 "	"$13,216 "	"$935,689 "	$0 	"$883,696 "	$0 	"$140,058 "	$0 	"$2,159,201 "	--	"$4,455,654 "	--	--	--
"Georgetown University (Washington, DC) "	"$6,405,119 "	$0 	"$407,131 "	"$47,117 "	"$703,447 "	$0 	"$428,545 "	"$1,230,167 "	"$2,703,840 "	"$11,937,856 "	21.60%	31.60%	21.40%	99.50%	--	"104,441"	"22,563"	"$26,666,089 "	"3,054"	"$2,079,852 "	117	--	--	--	"$13,360,500 "	"$43,534 "	"$38,250,530 "	"$105,155 "	"$24,282,310 "	"$199,189 "	"$6,866,859 "	"$2,054,658 "	"$51,223,164 "	--	"$94,201,411 "	--	--	--
"Golden Gate University (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	"$44,965,877 "	27.20%	27.20%	25.80%	96.60%	--	"261,977"	"71,317"	"$263,371,857 "	--	--	--	--	--	--	"$40,766,693 "	"$105,598 "	"$212,688,162 "	--	"$118,519,234 "	--	"$31,446,126 "	$0 	"$244,376,549 "	--	"$683,172,781 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	"$77,386 "	"$180,000 "	"$29,270 "	$200 	$50 	"$3,995 "	"$376,182 "	$0 	"$1,102,482 "	"$2,540,756 "	12.50%	--	12.30%	0.00%	--	"40,454"	"5,062"	"$6,322,555 "	3	"$5,675 "	0	--	--	--	"$3,441,298 "	"$28,113 "	"$27,362,876 "	$0 	"$20,356,843 "	"$2,750 "	"$2,409,328 "	"$5,675 "	"$33,791,741 "	--	"$46,803,419 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	$0 	18.00%	--	0.00%	69.00%	--	"10,416"	"1,873"	"$488,093 "	--	--	--	--	--	--	"$106,278 "	"$5,855 "	"$323,600 "	--	$0 	--	$0 	$0 	"$565,002 "	--	"$2,252,000 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$3,948,561 "	"$21,000 "	"$187,954 "	$0 	"$184,614 "	$0 	"$1,022,617 "	"$104,417 "	$0 	"$7,564,864 "	17.80%	--	16.60%	96.60%	--	"98,966"	"17,627"	"$22,417,514 "	952	"$261,546 "	657	--	--	--	"$25,321,254 "	"$109,358 "	"$113,446,664 "	"$2,400 "	"$71,040,105 "	"$20,400 "	"$16,898,075 "	"$189,610 "	"$199,665,585 "	--	"$347,732,206 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$860,945 "	"$7,475 "	"$3,000 "	$0 	"$4,790 "	"$2,521,233 "	"$401,133 "	"$451,902 "	"$755,544 "	"$8,783,272 "	21.10%	41.80%	19.40%	64.10%	--	"74,443"	"15,743"	"$18,890,895 "	0	$0 	0	--	--	--	"$6,273,934 "	"$37,012 "	"$3,814,916 "	"$92,675 "	"$2,277,924 "	"$114,452 "	"$2,832,878 "	"$708,565 "	"$15,443,340 "	--	"$32,118,839 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$9,953 "	$0 	"$11,670 "	$0 	"$7,281 "	$0 	"$197,564 "	"$54,135 "	"$1,520,473 "	"$2,750,624 "	9.20%	--	7.40%	83.70%	--	"104,839"	"9,656"	"$6,415,968 "	404	"$82,333 "	7	--	--	--	"$1,882,410 "	"$24,745 "	"$11,286,557 "	$0 	"$7,059,693 "	"$11,308 "	"$1,685,515 "	"$82,333 "	"$14,749,438 "	--	"$25,150,579 "	--	--	--
"Marquette University (Milwaukee, WI) "	"$777,859 "	$235 	"$203,813 "	$0 	"$1,686 "	$0 	"$332,294 "	"$550,770 "	"$256,912 "	"$4,261,278 "	17.20%	--	12.50%	92.70%	--	"92,074"	"15,867"	"$12,536,864 "	"1,994"	"$1,419,047 "	235	--	--	--	"$9,017,821 "	"$14,695 "	"$4,311,992 "	"$62,156 "	"$2,307,539 "	"$466,321 "	"$2,760,601 "	"$1,385,702 "	"$12,158,358 "	--	"$41,170,508 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$162,283 "	"$5,488,489 "	$0 	"$339,899 "	$0 	"$1,031,644 "	$0 	"$3,936,977 "	"$14,823,988 "	26.20%	33.10%	20.90%	83.00%	--	"111,294"	"29,130"	"$63,155,658 "	--	--	--	--	--	--	"$58,787,791 "	"$129,670 "	"$43,558,773 "	$0 	"$27,700,144 "	$0 	"$43,277,884 "	$0 	"$99,178,003 "	--	"$199,002,033 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	$0 	"$15,100 "	"$2,972,605 "	$0 	"$11,755 "	$0 	"$589,098 "	$0 	"$5,534,716 "	"$14,967,452 "	--	--	--	--	--	0	0	$0 	--	--	--	--	--	--	"$21,738,201 "	"$40,258 "	"$64,900,847 "	$0 	"$45,197,345 "	$0 	"$17,855,042 "	$0 	"$96,809,976 "	--	"$171,932,798 "	--	--	--
"Northeastern University (Boston, MA) "	"$597,598 "	$100 	$105 	$0 	"$1,070 "	"$26,627 "	"$510,067 "	"$179,837 "	"$305,758 "	"$3,239,447 "	14.30%	--	13.90%	67.90%	--	"148,454"	"21,291"	"$7,151,692 "	--	"$345,837 "	--	--	--	--	"$12,866,656 "	"$12,886 "	"$4,679,790 "	"$37,642 "	"$2,899,009 "	"$23,076 "	"$2,805,539 "	"$309,362 "	"$9,803,225 "	--	"$27,081,835 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	20.30%	--	0.00%	69.80%	--	"157,640"	"32,036"	"$48,588,346 "	--	--	--	--	--	--	"$22,134,839 "	"$83,489 "	"$46,576,355 "	--	--	--	--	--	"$83,688,409 "	--	"$165,716,729 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	"$2,009 "	$0 	$0 	$0 	$135 	$0 	"$5,870 "	$0 	"$13,847 "	"$160,398 "	4.30%	--	0.00%	100.00%	--	"58,000"	"2,522"	"$213,119 "	0	$0 	0	--	--	--	"$994,811 "	"$13,742 "	"$3,086,306 "	"$29,180 "	"$889,439 "	"$135,400 "	"$721,031 "	"$194,810 "	"$2,571,544 "	--	"$8,894,601 "	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	"$70,003 "	"$11,385 "	"$1,721 "	"$1,795 "	$717 	$0 	"$50,509 "	"$2,369 "	"$76,135 "	"$771,544 "	6.00%	--	5.90%	99.40%	--	"84,588"	"5,053"	"$1,738,926 "	32	"$3,850 "	0	--	--	--	"$1,175,068 "	"$15,600 "	"$5,924,940 "	$0 	"$4,765,115 "	$150 	"$730,621 "	"$3,850 "	"$6,602,700 "	--	"$9,410,043 "	--	--	--
"Pacific University (Forest Grove, OR) "	"$1,000 "	"$2,437 "	$0 	"$2,423 "	$0 	$113 	$450 	$120 	"$8,807 "	"$235,363 "	16.60%	18.80%	14.70%	93.20%	--	"11,099"	"1,841"	"$2,857,514 "	12	"$2,970 "	0	--	--	--	"$636,979 "	"$14,753 "	"$412,421 "	$0 	"$328,605 "	"$2,500 "	"$228,808 "	"$6,220 "	"$1,619,844 "	--	"$5,195,131 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$18,819 "	$0 	$0 	$0 	$90 	$0 	"$98,300 "	"$80,738 "	"$364,106 "	"$1,353,714 "	8.50%	10.60%	7.40%	97.50%	--	"63,229"	"5,345"	"$1,987,723 "	462	"$314,728 "	--	--	--	--	"$2,233,267 "	"$20,976 "	"$4,496,623 "	"$7,000 "	"$1,709,443 "	"$132,090 "	"$2,056,217 "	"$346,058 "	"$7,692,782 "	--	"$25,680,625 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$3,680 "	$0 	"$7,388 "	$0 	"$1,500 "	$0 	"$408,416 "	"$6,570 "	"$8,122 "	"$1,669,333 "	10.40%	--	9.60%	73.60%	--	"36,503"	"3,813"	"$15,407,434 "	34	"$7,670 "	6	--	--	--	"$1,558,535 "	"$28,706 "	"$1,391,985 "	$0 	"$860,086 "	$600 	"$1,415,923 "	"$7,670 "	"$4,034,317 "	--	"$18,896,563 "	--	--	--
"Princeton University (Princeton, NJ) "	"$2,703,696 "	"$190,679 "	"$428,981 "	$0 	"$545,728 "	"$54,468 "	"$169,309 "	$0 	$0 	"$29,241,471 "	47.70%	59.40%	47.70%	100.00%	--	"69,797"	"33,296"	"$111,679,781 "	--	--	--	--	--	--	"$16,514,381 "	"$61,735 "	"$36,947,424 "	$0 	"$17,805,643 "	$0 	"$12,662,255 "	$0 	"$65,361,440 "	--	"$184,882,121 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$53,973 "	"$77,068 "	"$27,156 "	$0 	"$3,489 "	$0 	"$178,794 "	"$53,880 "	"$537,645 "	"$5,672,956 "	16.60%	22.20%	16.30%	57.80%	--	"67,916"	"11,284"	"$8,456,922 "	508	"$89,645 "	0	--	--	--	"$33,981,239 "	"$27,985 "	"$6,182,792 "	$0 	"$5,640,471 "	"$17,055 "	"$6,796,950 "	"$89,645 "	"$29,486,381 "	--	"$61,735,789 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Samford University (Birmingham, AL) "	"$162,037 "	$0 	$0 	$0 	"$1,485 "	"$14,639 "	"$40,334 "	$0 	"$199,883 "	"$692,715 "	11.00%	--	10.60%	100.00%	--	"33,315"	"3,658"	"$1,524,310 "	7	"$2,684 "	--	--	--	--	"$361,004 "	"$26,122 "	"$902,220 "	$0 	"$721,070 "	$0 	"$261,511 "	"$2,684 "	"$7,740,884 "	--	"$9,665,532 "	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Southern Methodist University (Dallas, TX) "	--	--	--	--	--	--	--	--	--	$0 	15.20%	--	14.50%	85.00%	--	"76,154"	"11,609"	"$13,119,140 "	--	--	--	--	--	--	"$10,161,870 "	"$19,856 "	"$23,530,851 "	--	$0 	--	$0 	$0 	"$16,902,060 "	--	"$59,323,193 "	--	--	--
"Spalding University (Louisville, KY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Stanford University (Stanford, CA) "	"$57,037,216 "	"$302,481 "	"$3,705,752 "	$0 	"$57,872 "	"$39,379 "	"$2,377,342 "	"$193,018 "	"$57,307 "	"$78,035,299 "	30.20%	39.30%	28.90%	98.90%	--	"148,841"	"44,971"	"$195,475,589 "	"8,477"	"$15,773,777 "	614	--	--	--	"$41,330,334 "	"$91,207 "	"$100,606,058 "	"$1,000 "	"$54,307,201 "	"$22,500 "	"$36,870,018 "	"$378,349 "	"$259,334,004 "	--	"$468,966,495 "	--	--	--
"Stevens Institute of Technology (Hoboken, NJ) "	"$6,615 "	$0 	$0 	$0 	"$1,283 "	$0 	"$87,699 "	$0 	"$111,999 "	"$1,794,351 "	20.50%	--	17.80%	78.70%	--	"12,089"	"2,476"	"$8,489,390 "	0	$0 	0	--	--	--	"$1,985,769 "	"$20,823 "	"$1,540,053 "	$0 	"$763,731 "	$0 	"$518,238 "	$0 	"$3,511,767 "	--	"$12,637,183 "	--	--	--
