Private Research/Doctoral / FY2004 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$1,632,155 "	"$73,155 "	$0 	"$70,045 "	"$31,347 "	$0 	"$246,885 "	"$3,011,936 "	"$199,979 "	"$9,340,353 "	22.90%	24.50%	19.60%	97.40%	42.40%	"133,920"	"30,698"	"$27,503,995 "	"3,946"	"$4,575,033 "	416	"$455,216 "	"4,362"	"$5,030,249 "	"$11,538,209 "	"$25,006 "	"$17,610,160 "	"$234,312 "	"$6,911,459 "	"$535,387 "	"$7,645,040 "	"$4,613,939 "	"$26,152,043 "	"$64,861,968 "	"$65,957,087 "	--	--	--
"Boston University (Boston, MA) "	--	--	--	--	--	--	--	--	--	--	8.90%	--	--	97.90%	14.10%	"245,881"	"21,773"	--	--	--	--	--	--	--	"$31,661,900 "	"$33,380 "	"$26,486,445 "	--	--	--	--	--	"$71,470,697 "	"$89,433,847 "	"$90,239,036 "	--	--	--
"Brandeis University (Waltham, MA) "	"$16,544 "	$0 	$250 	$0 	"$2,650 "	$0 	"$43,029 "	$0 	"$1,271,116 "	"$3,028,978 "	26.50%	31.30%	25.20%	98.80%	7.30%	"33,340"	"8,840"	"$4,491,374 "	--	--	--	--	--	--	"$4,526,218 "	"$46,569 "	"$29,048,540 "	$0 	"$12,190,198 "	$0 	"$3,815,915 "	$0 	"$28,309,508 "	"$61,870,468 "	"$64,011,537 "	--	--	--
"Brown University (Providence, RI) "	"$1,342,080 "	"$1,170 "	"$12,410 "	$0 	"$105,646 "	"$368,544 "	"$167,916 "	"$1,790,970 "	"$688,762 "	"$18,305,677 "	32.90%	37.70%	32.60%	98.00%	34.50%	"75,699"	"24,893"	"$32,380,665 "	"4,392"	"$2,878,142 "	387	"$458,817 "	"4,779"	"$3,336,959 "	"$19,144,782 "	"$50,729 "	"$30,457,799 "	"$481,007 "	"$21,424,077 "	"$279,364 "	"$7,147,343 "	"$3,248,452 "	"$55,030,269 "	"$93,739,119 "	"$94,653,854 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	"$145,299 "	$0 	"$2,029,980 "	$0 	$0 	$0 	"$201,025 "	$0 	"$39,522 "	"$4,045,671 "	23.40%	29.00%	23.50%	87.10%	16.00%	"21,148"	"4,942"	"$16,325,258 "	--	--	0	$0 	0	$0 	"$5,887,396 "	"$236,281 "	"$65,051,033 "	$0 	"$53,101,783 "	$0 	"$4,432,614 "	$0 	"$65,126,644 "	"$102,292,770 "	"$108,446,347 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$3,314,778 "	"$125,000 "	$0 	$0 	"$156,876 "	"$1,425 "	"$392,769 "	"$43,140 "	"$1,060,087 "	"$6,799,829 "	25.50%	25.90%	24.40%	98.00%	29.00%	"58,302"	"14,896"	"$16,532,459 "	296	"$76,284 "	0	$0 	296	"$76,284 "	"$16,567,710 "	"$60,382 "	"$14,309,383 "	"$10,000 "	"$11,044,840 "	"$4,971 "	"$8,872,596 "	"$66,295 "	"$30,145,138 "	"$56,962,393 "	"$57,888,601 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$829,586 "	$0 	"$11,077 "	$0 	"$16,281 "	"$6,659 "	"$204,863 "	"$2,955 "	$0 	"$6,315,081 "	19.60%	21.30%	19.30%	97.60%	22.80%	"88,701"	"17,415"	"$15,691,307 "	--	--	--	--	--	--	"$6,577,040 "	"$73,652 "	"$25,319,450 "	"$5,000 "	"$21,017,219 "	"$6,525 "	"$5,849,014 "	"$14,605 "	"$46,989,089 "	"$68,835,605 "	"$69,392,703 "	--	--	--
"Catholic University of America (Washington, DC) "	"$504,235 "	$0 	$0 	$0 	"$3,325 "	"$7,350 "	"$483,783 "	"$87,427 "	"$108,318 "	"$1,631,007 "	8.60%	--	8.40%	71.30%	15.20%	"76,526"	"6,568"	"$2,146,574 "	669	"$148,252 "	7	"$73,250 "	676	"$221,502 "	"$501,690 "	"$26,976 "	"$1,016,723 "	"$2,200 "	"$924,973 "	"$10,655 "	"$491,755 "	"$148,252 "	"$10,899,875 "	"$14,143,938 "	"$14,949,171 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	4.20%	--	--	61.60%	1.20%	"16,229"	689	--	--	--	--	--	--	--	"$824,559 "	"$18,887 "	"$15,469,703 "	--	--	--	--	--	"$3,195,216 "	"$20,223,041 "	"$20,273,573 "	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	"$356,692 "	3.00%	--	2.30%	100.00%	7.40%	"25,000"	747	"$727,914 "	0	$0 	0	$0 	0	$0 	"$1,737,023 "	"$20,098 "	"$4,369,539 "	--	"$816,979 "	--	"$951,275 "	--	"$4,672,578 "	"$9,782,590 "	"$9,782,590 "	--	--	--
"Clark University (Worcester, MA) "	"$146,606 "	$0 	$0 	$0 	"$43,504 "	"$32,025 "	"$175,996 "	"$19,569 "	"$74,264 "	"$1,393,355 "	20.30%	24.00%	19.70%	92.30%	39.30%	"29,958"	"6,087"	"$3,245,526 "	150	"$28,105 "	0	$0 	150	"$28,105 "	"$628,917 "	"$29,831 "	"$1,933,093 "	$162 	"$889,393 "	"$11,240 "	"$414,575 "	"$52,396 "	"$3,421,567 "	"$8,247,903 "	"$8,740,369 "	--	--	--
"Clarkson University (Potsdam, NY) "	--	--	--	--	--	--	--	--	"$288,547 "	"$1,249,879 "	18.30%	--	16.30%	71.90%	16.90%	"32,464"	"5,942"	"$1,876,280 "	158	"$104,692 "	0	$0 	158	"$104,692 "	"$3,437,871 "	"$33,676 "	"$3,831,191 "	--	"$928,300 "	--	"$3,134,555 "	--	"$5,761,254 "	"$11,071,405 "	"$11,170,164 "	--	--	--
"Columbia University (New York, NY) "	"$516,469 "	"$217,033 "	"$8,054,935 "	$0 	"$136,651 "	"$1,943,344 "	"$4,573,832 "	"$1,159,702 "	"$6,348,448 "	"$40,422,749 "	13.20%	19.30%	12.80%	86.70%	26.70%	"255,880"	"33,904"	"$77,584,958 "	"1,236"	"$1,313,375 "	48	"$720,515 "	"1,284"	"$2,033,890 "	"$23,135,696 "	"$99,931 "	"$74,915,586 "	$250 	"$69,026,980 "	"$20,209 "	"$20,049,922 "	"$1,313,475 "	"$198,851,830 "	"$290,618,180 "	"$292,976,831 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	24.80%	--	--	100.00%	48.80%	"182,716"	"45,384"	--	--	--	--	--	--	--	"$32,860,901 "	"$92,978 "	"$45,553,789 "	--	--	--	--	--	"$253,106,095 "	"$385,936,235 "	"$385,936,236 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$3,953,548 "	$0 	"$59,843 "	"$224,172 "	"$100,669 "	"$1,126,356 "	"$225,299 "	"$1,431,696 "	"$14,506,780 "	"$42,580,512 "	44.80%	48.00%	44.50%	94.30%	47.80%	"60,692"	"27,214"	"$55,732,583 "	--	--	--	--	--	--	"$9,898,152 "	"$92,930 "	"$24,799,166 "	"$199,855 "	"$13,866,853 "	"$300,853 "	"$8,471,847 "	"$2,323,118 "	"$77,724,648 "	"$116,575,110 "	"$118,643,672 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$2,688,641 "	"$100,000 "	"$7,025 "	"$10,890 "	$615 	$0 	"$133,885 "	"$359,118 "	"$453,625 "	"$5,550,239 "	17.70%	17.70%	--	80.30%	26.00%	"68,479"	"12,120"	"$9,905,610 "	391	"$143,902 "	4	"$11,289 "	395	"$155,191 "	"$11,496,555 "	"$30,089 "	"$9,404,282 "	"$9,000 "	"$8,630,371 "	"$161,416 "	"$8,017,882 "	"$636,534 "	"$28,363,959 "	"$38,128,931 "	"$38,451,362 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$768,262 "	$0 	$0 	"$135,310 "	"$54,815 "	"$1,079,339 "	"$588,227 "	"$5,854,938 "	"$4,080,181 "	"$26,916,606 "	36.30%	41.10%	33.90%	99.50%	22.30%	"126,548"	"45,947"	"$56,898,665 "	--	--	--	--	--	--	"$53,274,900 "	"$90,063 "	"$96,247,340 "	"$736,924 "	"$79,466,047 "	"$1,122,854 "	"$44,062,341 "	"$11,001,643 "	"$174,366,232 "	"$254,999,006 "	"$269,012,052 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$734,225 "	$0 	"$1,600 "	"$98,453 "	"$1,440 "	$0 	"$6,285 "	"$78,354 "	"$58,170 "	"$1,489,069 "	13.80%	16.00%	12.80%	52.40%	35.10%	"64,802"	"8,958"	"$3,369,111 "	685	"$213,857 "	7	"$56,735 "	692	"$270,592 "	"$1,213,601 "	"$15,448 "	"$2,736,238 "	"$9,150 "	"$2,388,851 "	"$61,353 "	"$776,191 "	"$213,857 "	"$6,321,792 "	"$9,609,589 "	"$9,666,242 "	--	--	--
"Emory University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	16.00%	--	--	93.90%	5.50%	"94,612"	"15,179"	--	--	--	--	--	--	--	"$15,285,817 "	"$76,768 "	"$59,191,577 "	--	--	--	--	--	"$74,227,926 "	"$134,270,539 "	"$134,321,654 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	"$9,930 "	$0 	$0 	"$7,017 "	"$1,145 "	$0 	"$3,013 "	"$24,286 "	"$18,345 "	"$144,113 "	5.50%	--	--	88.20%	1.90%	"29,947"	"1,637"	"$176,205 "	--	--	--	--	--	--	"$1,477,026 "	"$13,806 "	"$7,138,997 "	"$14,300 "	"$124,589 "	"$84,922 "	"$267,261 "	"$174,297 "	"$1,016,672 "	"$9,377,062 "	"$9,377,062 "	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Fox University (Newberg, OR) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$59,707 "	"$273,478 "	6.90%	--	6.50%	45.60%	9.70%	"16,026"	"1,113"	"$356,649 "	--	--	--	--	--	--	"$147,822 "	"$13,348 "	"$589,192 "	$0 	"$529,192 "	$0 	"$144,627 "	$0 	"$1,884,826 "	"$3,659,340 "	"$3,750,152 "	--	--	--
"Georgetown University (Washington, DC) "	"$6,388,280 "	"$65,000 "	"$330,269 "	"$36,049 "	"$281,303 "	"$4,000 "	"$481,381 "	"$1,274,448 "	"$3,135,476 "	"$12,531,523 "	20.50%	27.90%	19.70%	94.50%	31.10%	"122,208"	"25,042"	"$32,676,027 "	"3,872"	"$2,248,828 "	308	"$3,275,899 "	"4,180"	"$5,524,727 "	"$12,128,655 "	"$51,694 "	"$37,505,950 "	"$149,344 "	"$21,920,750 "	"$210,830 "	"$7,645,057 "	"$2,176,235 "	"$51,494,507 "	"$105,145,713 "	"$108,544,939 "	--	--	--
"Golden Gate University (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	--	25.10%	--	--	96.30%	32.50%	"279,946"	"70,149"	--	--	--	--	--	--	--	"$52,577,071 "	"$115,284 "	"$151,108,575 "	--	--	--	--	--	"$234,501,464 "	"$540,333,491 "	"$582,583,760 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	"$61,931 "	$0 	"$15,281 "	$400 	$555 	"$9,198 "	"$381,907 "	$0 	"$233,959 "	"$1,132,676 "	9.40%	--	--	92.70%	10.60%	"41,002"	"3,839"	"$1,843,353 "	--	--	--	--	--	--	"$2,636,826 "	"$29,480 "	"$5,812,794 "	$0 	"$3,915,650 "	$0 	"$1,669,299 "	$0 	"$11,222,861 "	"$17,351,081 "	"$17,402,026 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	15.70%	--	--	75.50%	47.80%	"11,438"	"1,799"	--	--	--	--	--	--	--	"$170,970 "	"$7,007 "	"$396,900 "	--	--	--	--	--	"$1,036,262 "	"$1,726,434 "	"$1,726,434 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$30,751,993 "	"$93,177 "	"$204,425 "	$0 	"$229,071 "	$0 	"$8,259,312 "	"$195,947 "	$0 	"$49,596,329 "	22.80%	--	15.20%	98.10%	28.10%	"120,978"	"27,640"	"$87,463,154 "	"1,175"	"$267,424 "	70	"$1,505,313 "	"1,245"	"$1,772,737 "	"$37,051,565 "	"$142,358 "	"$104,499,935 "	"$2,420 "	"$72,977,902 "	"$16,317 "	"$20,193,005 "	"$267,424 "	"$186,169,699 "	"$311,573,165 "	"$315,663,390 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$350,347 "	"$100,000 "	$0 	"$45,616 "	"$19,535 "	"$842,634 "	"$416,751 "	"$463,062 "	"$689,653 "	"$5,674,125 "	24.60%	30.60%	24.50%	83.60%	71.20%	"55,986"	"13,778"	"$26,703,285 "	"1,711"	"$718,042 "	17	"$249,252 "	"1,728"	"$967,294 "	"$3,545,704 "	"$31,845 "	"$5,451,634 "	"$144,119 "	"$2,116,880 "	"$88,614 "	"$2,499,823 "	"$753,122 "	"$11,016,375 "	"$37,490,182 "	"$38,362,465 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$453,260 "	$0 	"$7,885 "	$755 	"$4,550 "	$0 	"$276,169 "	"$10,320 "	"$1,771,619 "	"$3,082,368 "	8.40%	--	6.80%	82.40%	27.80%	"115,742"	"9,758"	"$5,438,256 "	161	"$39,514 "	0	$0 	161	"$39,514 "	"$2,043,678 "	"$22,362 "	"$7,335,956 "	$0 	"$6,848,231 "	"$1,825 "	"$1,835,758 "	"$39,514 "	"$13,531,901 "	"$19,533,007 "	"$20,541,774 "	--	--	--
"Marquette University (Milwaukee, WI) "	--	--	--	--	--	--	--	--	--	--	19.10%	--	--	96.80%	18.80%	"92,776"	"17,730"	--	--	--	--	--	--	--	"$28,149,087 "	"$22,410 "	"$4,416,065 "	--	--	--	--	--	"$55,949,946 "	"$65,192,374 "	"$65,192,374 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$69,088 "	"$10,177,567 "	$0 	"$22,911 "	$0 	"$1,437,501 "	$0 	"$2,797,991 "	"$19,795,077 "	26.30%	33.50%	22.40%	86.30%	48.20%	"116,286"	"30,604"	"$139,723,175 "	--	--	--	--	--	--	"$42,905,496 "	"$169,256 "	"$76,322,762 "	$0 	"$37,629,027 "	$0 	"$36,946,198 "	$0 	"$108,366,589 "	"$289,838,445 "	"$294,671,253 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	$0 	"$20,150 "	"$2,361,783 "	$0 	"$1,525 "	$0 	"$546,067 "	$0 	"$20,826,932 "	"$29,039,349 "	8.90%	7.20%	8.60%	98.40%	26.40%	"340,705"	"30,310"	"$56,702,589 "	0	$0 	0	$0 	0	$0 	"$27,666,414 "	"$46,267 "	"$73,394,362 "	$0 	"$52,362,343 "	$0 	"$26,739,356 "	$0 	"$135,929,679 "	"$214,863,578 "	"$215,834,953 "	--	--	--
"Northeastern University (Boston, MA) "	"$699,647 "	$100 	$0 	$0 	"$33,434 "	$25 	"$530,237 "	"$270,507 "	"$377,543 "	"$3,207,052 "	11.80%	11.30%	11.60%	78.70%	23.60%	"159,563"	"18,874"	"$5,265,149 "	758	"$422,409 "	176	"$210,182 "	934	"$632,591 "	"$6,855,827 "	"$18,056 "	"$6,421,567 "	"$6,250 "	"$4,326,050 "	"$81,436 "	"$2,836,098 "	"$437,084 "	"$11,015,712 "	"$22,338,689 "	"$23,119,471 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	17.80%	--	--	93.10%	23.90%	"171,658"	"30,556"	--	--	--	--	--	--	--	"$22,235,986 "	"$104,139 "	"$45,341,765 "	--	--	--	--	--	"$79,462,827 "	"$134,833,068 "	"$137,605,670 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pacific University (Forest Grove, OR) "	$900 	$0 	$0 	"$3,925 "	$0 	$0 	$935 	"$4,131 "	"$14,142 "	"$161,359 "	13.20%	--	13.20%	84.60%	10.40%	"13,338"	"1,754"	"$348,321 "	479	"$33,191 "	6	"$301,238 "	485	"$334,429 "	"$606,537 "	"$14,920 "	"$301,816 "	$0 	"$222,816 "	"$4,335 "	"$255,439 "	"$33,191 "	"$1,125,271 "	"$3,340,839 "	"$3,426,455 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$31,385 "	$0 	$0 	$0 	$80 	$0 	"$86,357 "	"$12,904 "	"$506,800 "	"$1,798,268 "	9.20%	13.10%	9.20%	88.90%	17.40%	"68,473"	"6,310"	"$2,588,181 "	18	"$59,599 "	83	"$71,140 "	101	"$130,739 "	"$1,383,877 "	"$24,286 "	"$3,667,415 "	$0 	"$985,734 "	$0 	"$996,693 "	"$59,598 "	"$7,297,027 "	"$14,895,197 "	"$18,768,837 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$421,760 "	$0 	$150 	$0 	"$32,557 "	$0 	"$931,597 "	"$12,848 "	"$393,302 "	"$2,247,423 "	11.80%	--	11.80%	94.60%	48.00%	"28,106"	"3,308"	"$2,299,092 "	0	$0 	0	$0 	0	$0 	"$1,094,003 "	"$37,814 "	"$871,512 "	$0 	"$726,512 "	$400 	"$957,503 "	"$14,028 "	"$4,431,723 "	"$4,784,922 "	"$4,796,787 "	--	--	--
"Princeton University (Princeton, NJ) "	"$1,450,615 "	"$299,141 "	"$15,643 "	$0 	"$441,135 "	"$5,948 "	"$784,477 "	"$955,462 "	"$63,042 "	"$28,426,821 "	43.90%	59.40%	43.60%	92.30%	51.70%	"76,995"	"33,765"	"$64,604,808 "	--	--	--	--	--	--	"$10,079,165 "	"$87,185 "	"$30,244,998 "	"$197,753 "	"$18,527,516 "	"$70,823 "	"$8,565,670 "	"$1,522,869 "	"$64,042,016 "	"$125,052,997 "	"$126,481,970 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$168,099 "	$0 	"$8,750 "	$0 	"$4,817 "	$0 	"$64,290 "	"$50,315 "	"$269,907 "	"$5,524,167 "	14.10%	20.10%	13.90%	63.20%	31.20%	"77,906"	"10,999"	"$12,617,913 "	495	"$91,691 "	1	"$10,000 "	496	"$101,691 "	"$11,494,510 "	"$32,362 "	"$4,839,107 "	$290 	"$2,275,457 "	"$14,257 "	"$4,730,051 "	"$98,690 "	"$23,538,038 "	"$40,395,098 "	"$41,078,831 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	"$247,533 "	"$4,250 "	"$294,409 "	"$5,195 "	"$8,098 "	"$84,493 "	"$425,326 "	"$262,941 "	"$2,544,634 "	"$4,251,890 "	13.20%	--	11.30%	84.90%	25.60%	"99,882"	"13,162"	"$8,213,794 "	--	--	--	--	--	--	"$12,266,509 "	"$42,462 "	"$4,410,044 "	"$111,375 "	"$2,578,323 "	"$180,170 "	"$9,237,253 "	"$643,696 "	"$19,622,666 "	"$32,044,791 "	"$32,472,422 "	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Samford University (Birmingham, AL) "	"$160,628 "	$0 	$100 	$0 	"$3,032 "	"$11,800 "	"$92,644 "	"$12,061 "	"$332,314 "	"$804,016 "	6.90%	--	6.50%	81.10%	22.40%	"41,242"	"2,849"	"$3,050,432 "	271	"$138,410 "	0	$0 	271	"$138,410 "	"$891,040 "	"$23,515 "	"$784,954 "	"$11,000 "	"$422,120 "	"$9,023 "	"$642,611 "	"$138,411 "	"$7,379,559 "	"$13,610,709 "	"$13,628,756 "	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	12.40%	--	--	100.00%	39.40%	"57,815"	"7,173"	--	--	--	--	--	--	--	"$1,548,840 "	"$20,088 "	"$1,159,610 "	--	--	--	--	--	"$4,859,670 "	"$6,939,004 "	"$6,939,004 "	--	--	--
