Private Research/Doctoral / FY2000 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$1,331,020 "	$0 	$0 	$0 	"$24,855 "	$0 	"$86,398 "	"$1,789,910 "	"$156,898 "	"$7,055,310 "	21.90%	24.00%	18.20%	96.20%	--	"116,650"	"25,552"	"$24,198,000 "	"3,967"	"$2,718,890 "	261	--	"4,228"	--	"$6,194,060 "	"$18,808 "	"$8,901,130 "	"$96,625 "	"$4,224,070 "	"$453,440 "	"$3,789,360 "	"$2,794,320 "	"$16,858,200 "	--	"$48,668,400 "	--	--	--
"Boston University (Boston, MA) "	"$1,907,550 "	$0 	"$20,367 "	$0 	$815 	"$615,744 "	"$505,422 "	"$1,888,950 "	$0 	"$5,567,990 "	11.90%	--	10.90%	98.00%	--	"228,554"	"27,183"	"$13,206,300 "	"1,255"	"$1,701,140 "	920	--	"2,175"	--	"$16,318,300 "	--	"$21,688,200 "	"$9,498,060 "	"$18,437,800 "	"$4,891,280 "	"$15,688,700 "	"$18,336,200 "	"$58,168,000 "	--	"$73,427,900 "	--	--	--
"Brandeis University (Waltham, MA) "	"$56,361 "	"$1,000 "	$0 	$0 	"$8,276 "	$0 	"$252,484 "	$0 	"$586,733 "	"$2,593,620 "	25.20%	27.70%	24.50%	79.30%	--	"29,336"	"7,403"	"$3,990,640 "	--	--	--	--	--	--	"$2,552,520 "	"$30,264 "	"$37,035,500 "	$0 	"$17,443,200 "	$0 	"$1,939,950 "	$0 	"$27,506,900 "	--	"$61,703,900 "	--	--	--
"Brown University (Providence, RI) "	"$358,624 "	$0 	"$77,855 "	$0 	"$120,217 "	"$1,250 "	"$739,045 "	"$1,334,730 "	"$1,879,670 "	"$11,790,800 "	27.20%	33.90%	26.60%	81.90%	--	"81,507"	"22,153"	"$23,993,200 "	"3,913"	"$2,704,870 "	645	--	"4,558"	--	"$14,356,200 "	"$37,122 "	"$24,959,100 "	"$253,975 "	"$16,072,900 "	"$303,856 "	"$8,097,940 "	"$2,704,870 "	"$53,946,400 "	--	"$93,077,100 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	$0 	$0 	"$11,655,400 "	$0 	$0 	"$51,621 "	"$350,576 "	$0 	"$95,709 "	"$13,398,500 "	24.40%	28.50%	16.60%	70.10%	--	"23,542"	"5,749"	"$58,547,300 "	--	--	--	--	--	--	"$9,422,160 "	"$212,653 "	"$19,934,800 "	$0 	"$13,728,800 "	$0 	"$6,634,100 "	$0 	"$40,068,200 "	--	"$117,561,000 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$1,104,610 "	$0 	$0 	$0 	"$28,472 "	$0 	"$125,292 "	$0 	"$78,811 "	"$2,745,870 "	26.40%	--	21.60%	96.30%	--	"54,154"	"14,318"	"$15,295,500 "	0	$0 	0	--	0	--	"$15,077,100 "	--	"$11,617,800 "	$0 	"$5,758,310 "	$0 	"$7,849,300 "	$0 	"$22,876,100 "	--	"$71,671,000 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$1,285,150 "	$0 	"$177,779 "	$0 	"$4,420 "	"$5,291 "	$735 	$0 	"$120,156 "	"$8,491,560 "	24.80%	31.30%	24.50%	97.50%	--	"84,887"	"21,090"	"$28,038,100 "	0	$0 	0	--	0	--	"$28,078,100 "	"$45,589 "	"$29,752,200 "	$0 	"$18,481,400 "	$0 	"$26,541,100 "	$0 	"$67,904,600 "	--	"$109,933,000 "	--	--	--
"Catholic University of America (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark University (Worcester, MA) "	"$250,269 "	$0 	$0 	$0 	"$44,715 "	"$5,000 "	"$144,119 "	"$14,139 "	"$41,537 "	"$1,377,850 "	25.10%	28.30%	25.00%	89.40%	--	"24,052"	"6,038"	"$8,990,560 "	286	"$22,580 "	0	--	286	--	"$423,486 "	"$19,550 "	"$3,081,170 "	$50 	"$1,629,970 "	$725 	"$149,404 "	"$22,555 "	"$3,542,380 "	--	"$15,112,200 "	--	--	--
"Clarkson University (Potsdam, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Columbia University (New York, NY) "	"$523,108 "	"$291,801 "	"$1,629,650 "	$0 	"$354,028 "	"$2,175,080 "	"$2,072,870 "	"$815,973 "	"$5,909,210 "	"$28,930,700 "	17.30%	--	16.90%	98.10%	--	"193,126"	"33,349"	"$89,171,400 "	"1,247"	"$1,090,920 "	5	--	"1,252"	--	"$26,041,900 "	"$77,115 "	"$61,998,900 "	"$6,052 "	"$50,666,000 "	"$64,343 "	"$22,444,600 "	"$1,090,920 "	"$188,469,000 "	--	"$292,268,000 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	29.50%	--	24.20%	100.00%	--	"172,433"	"50,822"	"$154,311,000 "	"6,511"	"$6,450,400 "	241	--	"6,752"	--	"$34,252,800 "	"$78,962 "	"$43,227,600 "	--	--	--	--	--	"$169,747,000 "	--	"$308,676,000 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$1,891,110 "	"$7,000 "	$40 	"$173,665 "	"$167,566 "	"$2,689,230 "	"$2,470,049 "	"$919,268 "	"$2,956,580 "	"$27,968,957 "	48.30%	49.20%	47.60%	100.00%	--	"55,328"	"26,711"	"$64,445,200 "	"4,163"	"$1,318,040 "	343	--	"4,506"	--	"$6,444,030 "	"$62,681 "	"$17,875,700 "	"$10,500 "	"$9,340,807 "	"$26,575 "	"$6,206,490 "	"$1,247,457 "	"$61,514,750 "	--	"$116,128,000 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$1,868,060 "	$0 	"$4,380 "	"$6,555 "	"$9,050 "	$0 	"$39,517 "	"$145,004 "	"$474,199 "	"$3,723,370 "	16.80%	--	13.70%	92.70%	--	"59,987"	"10,064"	"$8,094,910 "	941	"$367,797 "	42	--	983	--	"$6,885,910 "	"$14,867 "	"$4,394,230 "	"$19,700 "	"$3,696,680 "	"$131,210 "	"$3,139,570 "	"$367,797 "	"$12,216,700 "	--	"$24,282,300 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$1,126,650 "	$0 	$0 	"$1,700 "	"$55,017 "	"$207,356 "	"$131,186 "	"$3,236,940 "	"$1,461,810 "	"$17,892,959 "	36.90%	44.60%	32.70%	88.10%	--	"115,612"	"42,627"	"$54,967,900 "	--	$0 	--	--	--	--	"$77,799,630 "	"$69,657 "	"$100,184,170 "	"$299,003 "	"$68,579,900 "	"$901,895 "	"$41,234,300 "	"$7,012,089 "	"$154,759,086 "	--	"$302,558,298 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$398,866 "	$0 	$0 	$0 	"$10,908 "	$0 	"$8,761 "	"$131,056 "	"$9,100 "	"$1,055,440 "	13.20%	14.30%	11.20%	92.10%	--	"56,600"	"7,470"	"$3,235,560 "	986	"$329,663 "	15	--	"1,001"	--	"$2,048,540 "	"$12,664 "	"$4,721,830 "	"$15,750 "	"$3,313,400 "	"$78,568 "	"$1,217,660 "	"$329,663 "	"$6,796,490 "	--	"$12,062,100 "	--	--	--
"Emory University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	20.10%	--	19.80%	51.00%	--	"91,547"	"18,380"	"$11,926,700 "	0	$0 	0	--	0	--	"$7,972,800 "	"$59,207 "	"$43,985,800 "	--	--	--	--	--	"$86,206,300 "	--	"$101,430,000 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Fox University (Newberg, OR) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$196,235 "	12.50%	--	12.20%	45.70%	--	"12,788"	"1,595"	"$280,843 "	--	--	--	--	--	--	"$53,543 "	"$13,203 "	"$1,122,100 "	$0 	"$664,082 "	$0 	"$40,321 "	$0 	"$2,492,730 "	--	"$5,452,920 "	--	--	--
"Georgetown University (Washington, DC) "	"$6,062,120 "	$0 	"$266,384 "	"$36,221 "	"$377,947 "	$0 	"$427,792 "	"$1,474,370 "	"$3,373,380 "	"$12,079,500 "	22.50%	31.90%	22.00%	98.30%	--	"98,776"	"22,191"	"$30,350,800 "	"3,109"	"$2,744,640 "	48	--	"3,157"	--	"$9,019,150 "	"$43,607 "	"$29,572,500 "	"$716,200 "	"$21,649,900 "	"$194,905 "	"$6,419,710 "	"$2,740,480 "	"$49,230,900 "	--	"$92,836,700 "	--	--	--
"Golden Gate University (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	"$43,636,100 "	25.60%	--	24.20%	96.80%	--	"257,994"	"66,138"	"$188,123,000 "	--	--	--	--	--	--	"$34,008,400 "	"$102,609 "	"$115,546,000 "	--	"$71,965,500 "	--	"$20,995,300 "	--	"$181,672,000 "	--	"$485,238,000 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	"$62,441 "	"$13,569 "	$0 	$200 	"$1,600 "	"$159,034 "	"$482,349 "	$0 	"$94,819 "	"$1,629,100 "	13.80%	--	13.40%	86.60%	--	"41,172"	"5,677"	"$5,071,020 "	2	"$2,250 "	0	--	2	--	"$4,794,390 "	--	"$21,296,400 "	$0 	"$17,854,400 "	"$1,250 "	"$1,914,790 "	"$2,250 "	"$28,074,500 "	--	"$43,706,300 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	22.60%	--	21.10%	68.40%	--	"10,215"	"2,309"	"$409,534 "	--	--	--	--	--	--	"$68,003 "	"$5,368 "	"$191,533 "	--	--	--	--	--	"$780,229 "	--	"$1,185,540 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$4,910,870 "	"$1,060 "	"$163,258 "	$0 	$0 	"$3,714 "	"$1,462,730 "	$0 	$0 	"$9,692,320 "	18.00%	--	17.00%	79.40%	--	"96,528"	"17,412"	"$94,006,600 "	756	"$172,875 "	44	--	800	--	"$24,434,100 "	"$99,698 "	"$98,205,600 "	$0 	"$45,329,700 "	$0 	"$16,379,700 "	$0 	"$108,892,000 "	--	"$304,044,000 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$1,133,530 "	"$3,826 "	$0 	$0 	"$4,266 "	"$1,925,870 "	"$398,735 "	"$571,286 "	"$248,159 "	"$7,091,640 "	30.40%	37.90%	29.90%	92.00%	--	"50,547"	"15,343"	"$20,457,600 "	"2,460"	"$571,286 "	0	--	"2,460"	--	"$4,847,770 "	"$36,107 "	"$5,596,640 "	$0 	"$3,887,010 "	$0 	"$2,345,800 "	"$571,286 "	"$14,057,800 "	--	"$33,345,800 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$5,925 "	$0 	"$63,735 "	$0 	"$2,700 "	$0 	"$74,467 "	"$83,843 "	"$1,244,130 "	"$2,368,220 "	11.60%	--	9.50%	84.60%	--	"102,548"	"11,912"	"$6,162,690 "	670	"$106,021 "	4	--	674	--	"$3,551,480 "	"$24,035 "	"$6,929,320 "	"$3,150 "	"$3,877,030 "	"$11,090 "	"$2,781,460 "	"$106,021 "	"$10,315,400 "	--	"$19,645,200 "	--	--	--
"Marquette University (Milwaukee, WI) "	"$1,531,750 "	"$4,348 "	"$9,000 "	$0 	"$8,863 "	$0 	"$771,501 "	"$52,984 "	"$392,899 "	"$5,673,610 "	19.40%	--	18.30%	97.80%	--	"84,235"	"16,307"	"$11,786,100 "	--	--	--	--	--	--	"$5,293,260 "	"$18,498 "	"$3,673,200 "	$50 	"$1,608,330 "	"$14,048 "	"$2,072,230 "	"$93,571 "	"$11,481,700 "	--	"$25,459,700 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$195,702 "	"$4,946,940 "	$0 	"$20,031 "	$0 	"$1,534,010 "	$0 	"$12,766,000 "	"$24,191,900 "	26.00%	34.60%	20.50%	83.90%	--	"115,045"	"29,921"	"$113,186,000 "	--	--	--	--	--	--	"$69,360,900 "	"$125,437 "	"$28,028,800 "	$0 	"$18,044,700 "	$0 	"$45,875,500 "	$0 	"$93,875,100 "	--	"$238,426,000 "	--	--	--
"New School University (New York, NY) "	$0 	"$6,990 "	$0 	$0 	$0 	$0 	"$69,636 "	$0 	$0 	"$268,667 "	6.00%	3.10%	5.20%	100.00%	--	"25,415"	"1,524"	"$272,667 "	0	$0 	0	--	0	--	"$1,923,140 "	"$16,380 "	"$4,413,060 "	$0 	"$4,209,560 "	$0 	"$1,913,140 "	$0 	"$14,582,500 "	--	"$19,495,000 "	--	--	--
"New York University (New York, NY) "	$0 	$0 	"$2,848,820 "	$0 	"$12,155 "	$0 	"$429,987 "	$0 	"$4,480,080 "	"$13,707,200 "	9.80%	--	9.20%	100.00%	--	"382,583"	"37,435"	"$107,064,000 "	600	"$82,096 "	0	--	600	--	"$22,088,800 "	"$27,611 "	"$54,861,200 "	$0 	"$43,622,600 "	$0 	"$15,283,100 "	$0 	"$95,553,900 "	--	"$236,620,000 "	--	--	--
"Northeastern University (Boston, MA) "	"$921,841 "	$0 	"$5,000 "	$0 	"$1,375 "	"$14,183 "	"$612,075 "	"$158,004 "	"$256,589 "	"$3,644,730 "	16.50%	15.80%	16.10%	87.50%	--	"142,783"	"23,536"	"$12,644,000 "	"1,889"	"$266,902 "	"3,752"	--	"5,641"	--	"$14,185,400 "	"$12,492 "	"$2,405,330 "	"$7,000 "	"$2,082,990 "	"$32,386 "	"$2,611,730 "	"$264,901 "	"$9,168,540 "	--	"$31,088,900 "	--	--	--
"Northwestern University (Evanston, IL) "	"$6,458,720 "	"$172,349 "	"$232,036 "	"$55,611 "	"$223,377 "	$0 	"$851,857 "	$0 	"$9,183,910 "	"$18,762,800 "	20.00%	--	--	68.50%	--	"157,640"	"31,475"	"$63,364,600 "	--	--	--	--	--	--	"$46,818,400 "	"$76,797 "	"$61,705,300 "	$0 	"$27,184,300 "	$0 	"$11,914,400 "	$0 	"$76,292,000 "	--	"$203,069,000 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	$0 	$0 	$0 	$0 	"$1,260 "	$0 	"$9,773 "	$0 	"$13,058 "	"$163,652 "	6.50%	--	3.90%	81.80%	--	"65,000"	"4,220"	"$324,046 "	--	--	--	--	--	--	"$2,159,230 "	"$13,781 "	"$1,906,390 "	$0 	"$871,391 "	$0 	"$1,929,410 "	$0 	"$4,238,570 "	--	"$8,716,050 "	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	"$1,100 "	"$7,316 "	"$4,036 "	$0 	$150 	$0 	"$27,308 "	"$34,433 "	"$76,041 "	"$800,353 "	7.00%	--	--	100.00%	--	"81,942"	"5,703"	"$1,375,980 "	0	$0 	24	--	24	--	"$1,266,910 "	"$13,816 "	"$5,291,720 "	$0 	"$3,951,000 "	"$31,067 "	"$898,881 "	"$70,004 "	"$5,945,860 "	--	"$8,866,740 "	--	--	--
"Pacific University (Forest Grove, OR) "	"$2,867,020 "	"$2,583 "	$0 	"$1,125 "	$0 	"$1,108 "	$555 	$885 	"$12,234 "	"$3,082,820 "	18.90%	--	16.50%	87.90%	--	"10,907"	"2,060"	"$3,354,380 "	28	"$1,805 "	0	--	28	--	"$400,250 "	"$16,667 "	"$369,379 "	$0 	"$293,711 "	$20 	"$176,682 "	"$1,505 "	"$4,205,170 "	--	"$6,062,660 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$70,386 "	$0 	$0 	$0 	$135 	$0 	"$53,413 "	"$26,708 "	"$120,907 "	"$1,357,940 "	10.50%	12.80%	6.60%	88.60%	--	"59,788"	"6,279"	"$3,179,330 "	521	"$156,679 "	0	--	521	--	"$1,141,840 "	"$18,868 "	"$7,948,900 "	"$6,884 "	"$1,140,950 "	"$49,007 "	"$645,516 "	"$165,381 "	"$5,703,670 "	--	"$22,542,800 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$23,110 "	$0 	"$157,850 "	$0 	$0 	"$9,095 "	"$1,429,980 "	"$2,167 "	"$1,543,450 "	"$6,951,720 "	13.80%	--	13.30%	94.90%	--	"29,393"	"4,052"	"$9,828,540 "	59	"$10,020 "	12	--	71	--	"$1,564,300 "	"$27,684 "	"$433,199 "	$100 	"$385,699 "	$200 	"$1,221,460 "	"$3,067 "	"$9,144,570 "	--	"$12,605,200 "	--	--	--
"Princeton University (Princeton, NJ) "	"$2,320,800 "	"$324,645 "	"$252,697 "	$0 	"$594,183 "	"$8,741 "	"$194,053 "	$0 	$0 	"$28,342,100 "	49.00%	60.80%	49.00%	100.00%	--	"68,960"	"33,806"	"$89,341,200 "	--	--	--	--	--	--	"$11,068,400 "	"$56,344 "	"$42,458,600 "	$0 	"$18,291,400 "	$0 	"$9,369,160 "	$0 	"$61,660,700 "	--	"$166,189,000 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$68,805 "	$0 	"$18,475 "	$0 	"$4,375 "	$0 	"$181,215 "	"$48,337 "	"$3,286,520 "	"$6,515,640 "	17.00%	22.80%	16.80%	71.40%	--	"65,310"	"11,129"	"$16,296,800 "	544	"$69,836 "	0	--	544	--	"$15,548,700 "	"$27,310 "	"$6,391,690 "	$75 	"$6,112,540 "	"$7,733 "	"$5,561,270 "	"$69,836 "	"$18,768,500 "	--	"$42,715,700 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	"$196,110 "	"$5,025 "	"$22,326 "	"$13,458 "	"$26,722 "	"$184,509 "	"$308,034 "	"$232,818 "	"$1,733,020 "	"$3,144,310 "	16.70%	--	13.60%	91.10%	--	"92,918"	"15,548"	"$10,629,200 "	"1,510"	"$605,038 "	70	--	"1,580"	--	"$8,717,710 "	"$22,054 "	"$2,810,876 "	"$105,365 "	"$2,048,000 "	"$197,844 "	"$4,570,910 "	"$605,038 "	"$12,064,279 "	--	"$31,662,245 "	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Samford University (Birmingham, AL) "	"$164,401 "	$0 	$0 	$0 	"$2,118 "	"$37,283 "	"$21,663 "	$0 	"$127,972 "	"$584,918 "	9.20%	--	8.80%	100.00%	--	"33,076"	"3,030"	"$1,153,040 "	1	"$1,000 "	0	--	1	--	"$846,285 "	"$19,034 "	"$1,009,420 "	$0 	"$841,668 "	"$1,000 "	"$431,400 "	"$1,000 "	"$7,332,460 "	--	"$9,053,160 "	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Southern Methodist University (Dallas, TX) "	"$605,428 "	"$20,836 "	"$68,318 "	"$21,275 "	"$38,656 "	"$73,434 "	"$261,216 "	"$1,241,100 "	"$1,009,200 "	"$4,010,480 "	22.50%	--	20.60%	100.00%	--	"62,875"	"14,164"	"$21,835,800 "	--	--	--	--	--	--	"$17,389,100 "	"$18,790 "	"$16,055,100 "	"$233,912 "	"$4,783,590 "	"$473,319 "	"$3,428,760 "	"$2,289,850 "	"$15,805,400 "	--	"$67,764,700 "	--	--	--
"Spalding University (Louisville, KY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Stanford University (Stanford, CA) "	"$71,056,600 "	"$24,696 "	"$4,977,140 "	$0 	"$339,167 "	"$218,280 "	"$2,867,160 "	"$188,355 "	"$100,394 "	"$93,225,500 "	31.20%	40.80%	29.60%	99.00%	--	"146,128"	"45,607"	"$209,898,000 "	"8,863"	"$7,337,340 "	"1,254"	--	"10,117"	--	"$64,047,300 "	"$82,614 "	"$62,660,100 "	$900 	"$42,950,500 "	"$131,188 "	"$33,911,600 "	"$460,036 "	"$263,256,000 "	--	"$580,474,000 "	--	--	--
