Private Research/Doctoral / FY2008 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$3,136,823 "	$0 	"$10,125 "	"$98,551 "	"$4,150 "	$0 	"$507,385 "	"$5,215,287 "	"$867,083 "	"$13,793,122 "	21.20%	24.10%	17.40%	97.60%	41.90%	"140,851"	"29,790"	"$41,997,124 "	"4,330"	"$7,908,772 "	26	"$539,956 "	"4,356"	"$8,448,728 "	"$15,141,129 "	"$30,443 "	"$31,915,389 "	"$427,995 "	"$13,618,108 "	"$825,818 "	"$11,127,724 "	"$8,004,994 "	"$43,042,073 "	"$100,135,266 "	"$100,687,839 "	--	--	--
"Boston University (Boston, MA) "	--	--	--	--	--	--	--	--	--	--	8.70%	--	--	94.10%	20.90%	"285,840"	"24,848"	--	--	--	--	--	--	--	"$16,225,406 "	"$34,607 "	"$22,353,409 "	--	--	--	--	--	"$60,355,376 "	"$78,242,977 "	"$79,959,064 "	--	--	--
"Brandeis University (Waltham, MA) "	"$1,225 "	"$350,000 "	"$10,400 "	$0 	"$19,093 "	$0 	"$169,720 "	$0 	"$902,310 "	"$3,752,438 "	26.60%	30.00%	25.70%	98.60%	7.50%	"38,031"	"10,110"	"$6,714,423 "	--	--	--	--	--	--	"$10,545,393 "	"$50,622 "	"$40,289,521 "	$0 	"$19,147,508 "	$0 	"$7,937,857 "	$0 	"$41,922,695 "	"$89,404,379 "	"$90,455,582 "	--	--	--
"Brown University (Providence, RI) "	"$1,397,213 "	$225 	"$1,156,514 "	"$1,350 "	"$117,114 "	"$700,978 "	"$327,653 "	"$3,073,616 "	"$667,362 "	"$26,961,285 "	32.60%	38.10%	36.10%	94.20%	30.90%	"83,979"	"27,401"	"$54,500,552 "	"5,013"	"$3,597,010 "	195	"$312,165 "	"5,208"	"$3,909,175 "	"$8,507,985 "	"$63,676 "	"$69,006,981 "	"$683,844 "	"$31,374,400 "	"$218,546 "	"$6,629,926 "	"$4,610,724 "	"$73,543,007 "	"$176,106,166 "	"$178,319,714 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	"$10,040 "	"$25,000 "	"$518,392 "	"$36,826 "	"$1,325 "	"$3,105 "	"$133,999 "	"$8,783 "	"$385,408 "	"$2,993,087 "	25.80%	30.30%	23.70%	81.60%	11.20%	"21,926"	"5,654"	"$11,569,821 "	67	"$18,016 "	22	"$32,846 "	89	"$50,862 "	"$7,962,666 "	"$271,773 "	"$64,037,095 "	$0 	"$29,470,346 "	$250 	"$5,071,007 "	"$18,017 "	"$41,926,832 "	"$103,424,838 "	"$107,143,943 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$4,929,990 "	$0 	$0 	$0 	"$52,056 "	$0 	"$214,657 "	"$1,036,011 "	"$342,326 "	"$8,194,532 "	17.90%	19.00%	17.00%	94.10%	22.80%	"68,789"	"12,336"	"$21,732,746 "	--	--	--	--	--	--	"$15,036,727 "	"$76,999 "	"$47,922,073 "	"$30,000 "	"$28,159,244 "	"$25,910 "	"$13,693,180 "	"$1,104,113 "	"$52,502,897 "	"$95,330,025 "	"$96,174,017 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$611,818 "	"$210,115 "	"$3,770 "	$0 	"$81,500 "	"$407,933 "	"$360,222 "	"$25,697 "	$0 	"$12,851,959 "	17.30%	20.50%	13.00%	89.80%	34.40%	"97,186"	"16,769"	"$30,425,175 "	153	"$75,054 "	0	$0 	153	"$75,054 "	"$6,235,162 "	"$81,129 "	"$35,183,634 "	"$4,000 "	"$25,844,622 "	"$9,030 "	"$5,114,481 "	"$75,054 "	"$56,025,865 "	"$88,345,205 "	"$90,090,687 "	--	--	--
"Catholic University of America (Washington, DC) "	"$58,140 "	$0 	"$78,990 "	$0 	"$1,318 "	$100 	"$463,406 "	"$197,780 "	"$109,002 "	"$2,114,668 "	7.30%	--	6.80%	35.30%	15.10%	"65,406"	"4,795"	"$4,018,730 "	--	--	--	--	--	--	"$1,491,886 "	"$29,725 "	"$1,723,372 "	"$11,300 "	"$1,522,297 "	"$12,185 "	"$646,593 "	"$281,127 "	"$12,759,641 "	"$26,553,432 "	"$26,691,568 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	"$305,229 "	3.50%	--	3.30%	100.00%	9.00%	"20,216"	711	"$574,409 "	0	$0 	0	$0 	0	$0 	"$1,118,612 "	"$20,828 "	"$2,351,887 "	--	"$2,351,887 "	--	"$661,654 "	--	"$5,607,749 "	"$6,397,179 "	"$6,397,179 "	--	--	--
"Clark University (Worcester, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clarkson University (Potsdam, NY) "	"$42,288 "	$0 	$0 	$0 	$0 	$0 	"$273,032 "	"$8,700 "	"$18,574 "	"$2,073,182 "	18.50%	--	17.80%	84.40%	68.20%	"35,471"	"6,572"	"$4,989,368 "	--	"$13,765 "	98	"$281,519 "	98	"$295,284 "	"$844,761 "	"$24,692 "	"$601,660 "	$0 	"$221,092 "	"$1,025 "	"$742,130 "	"$13,765 "	"$3,469,190 "	"$7,318,928 "	"$7,474,947 "	--	--	--
"Columbia University (New York, NY) "	"$1,000,194 "	"$381,537 "	"$10,385,412 "	$0 	"$146,665 "	"$42,255 "	"$8,846,523 "	"$2,401,728 "	"$11,543,800 "	"$62,236,461 "	10.70%	14.80%	10.30%	72.80%	44.50%	"331,034"	"35,371"	"$220,343,797 "	"3,329"	"$2,737,712 "	28	"$4,341,210 "	"3,357"	"$7,078,922 "	"$37,520,733 "	"$123,666 "	"$114,073,010 "	"$1,500 "	"$87,901,185 "	"$31,504 "	"$32,184,703 "	"$2,737,712 "	"$257,855,770 "	"$495,106,753 "	"$507,422,104 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	24.90%	--	--	84.60%	51.80%	"223,486"	"55,738"	--	--	--	--	--	--	--	"$25,231,936 "	"$131,750 "	"$42,142,865 "	--	--	--	--	--	"$178,818,301 "	"$409,422,892 "	"$433,898,982 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$6,252,059 "	"$154,500 "	"$423,062 "	"$204,881 "	"$82,696 "	"$2,378,794 "	"$57,945 "	"$1,344,243 "	"$9,618,932 "	"$45,648,176 "	44.00%	47.30%	43.60%	94.00%	41.60%	"65,593"	"28,830"	"$69,309,363 "	--	--	--	--	--	--	"$16,855,565 "	"$112,577 "	"$42,811,261 "	"$235,080 "	"$17,356,347 "	"$60,700 "	"$11,811,946 "	"$2,157,097 "	"$102,098,045 "	"$166,691,472 "	"$167,527,554 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$504,846 "	"$55,000 "	$525 	"$7,760 "	$400 	"$485,193 "	"$215,656 "	"$860,480 "	"$666,712 "	"$3,980,307 "	16.20%	16.20%	10.20%	73.80%	16.90%	"87,126"	"14,112"	"$7,009,766 "	448	"$255,815 "	12	"$56,287 "	460	"$312,102 "	"$15,507,049 "	"$32,856 "	"$8,533,455 "	"$21,500 "	"$3,426,419 "	"$211,123 "	"$13,458,451 "	"$1,183,229 "	"$28,977,919 "	"$41,519,164 "	"$41,755,061 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$3,467,124 "	$0 	$0 	"$112,427 "	"$23,115 "	"$1,034,481 "	"$395,796 "	"$6,721,820 "	"$1,624,955 "	"$29,197,524 "	31.10%	39.20%	30.60%	99.50%	14.50%	"136,428"	"42,403"	"$56,097,358 "	--	--	--	--	--	--	"$49,862,406 "	"$124,995 "	"$198,381,665 "	"$2,668,460 "	"$130,163,071 "	"$1,064,504 "	"$40,956,808 "	"$15,337,762 "	"$250,660,799 "	"$385,672,922 "	"$391,222,124 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$2,073,819 "	$0 	$650 	"$109,406 "	"$11,037 "	$0 	"$28,319 "	"$111,542 "	"$240,606 "	"$2,987,509 "	11.80%	12.90%	11.30%	39.70%	44.00%	"70,458"	"8,310"	"$4,849,486 "	750	"$337,180 "	5	"$1,829 "	755	"$339,009 "	"$1,257,456 "	"$18,654 "	"$1,671,403 "	"$8,000 "	"$883,289 "	"$127,441 "	"$850,586 "	"$337,181 "	"$6,818,222 "	"$11,018,349 "	"$11,316,386 "	--	--	--
"Emory University (Atlanta, GA) "	"$3,958,133 "	"$15,960 "	"$275,981 "	"$209,048 "	"$77,341 "	"$57,025 "	"$2,002,389 "	"$104,234 "	"$451,360 "	"$11,402,474 "	16.70%	17.90%	--	43.60%	17.30%	"109,929"	"18,365"	"$28,408,335 "	--	--	--	--	--	--	"$11,245,517 "	"$102,233 "	"$65,429,578 "	$0 	"$63,489,378 "	"$44,839 "	"$10,967,220 "	"$478,941 "	"$127,638,400 "	"$164,385,815 "	"$165,366,488 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	"$11,560,615 "	17.60%	--	16.70%	100.00%	55.90%	"114,517"	"20,152"	"$19,042,281 "	"1,086"	"$1,117,673 "	31	"$448,830 "	"1,117"	"$1,566,503 "	"$3,678,034 "	"$27,005 "	"$4,542,872 "	--	"$2,296,230 "	--	"$2,707,770 "	--	"$21,093,455 "	"$34,050,903 "	"$34,124,623 "	--	--	--
"George Fox University (Newberg, OR) "	--	--	--	--	--	--	--	--	"$62,563 "	"$205,156 "	4.40%	--	4.30%	72.20%	13.10%	"19,559"	870	"$430,869 "	--	--	--	--	--	--	"$296,548 "	"$15,798 "	"$926,230 "	--	"$631,230 "	--	"$231,186 "	--	"$1,978,334 "	"$3,280,060 "	"$3,298,761 "	--	--	--
"Georgetown University (Washington, DC) "	"$8,759,655 "	"$11,728 "	"$135,760 "	"$2,472 "	"$353,124 "	"$6,000 "	"$2,966,130 "	"$2,878,825 "	"$3,437,710 "	"$18,816,022 "	19.00%	28.50%	16.20%	99.40%	41.10%	"133,636"	"25,337"	"$45,231,965 "	"4,585"	"$4,421,642 "	145	"$2,634,388 "	"4,730"	"$7,056,030 "	"$7,250,170 "	"$58,107 "	"$35,059,394 "	"$245,125 "	"$15,682,529 "	"$304,019 "	"$5,449,405 "	"$4,421,336 "	"$48,948,468 "	"$109,919,837 "	"$111,374,187 "	--	--	--
"Golden Gate University (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	--	19.90%	--	--	98.10%	30.60%	"317,703"	"63,249"	--	--	--	--	--	--	--	"$49,481,000 "	"$152,691 "	"$196,619,000 "	--	--	--	--	--	"$319,409,000 "	"$650,625,000 "	"$687,907,599 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$905,544 "	"$1,725,445 "	9.10%	--	8.00%	91.50%	15.90%	"50,017"	"4,574"	"$4,121,416 "	--	--	--	--	--	--	"$2,110,819 "	"$31,301 "	"$9,083,786 "	$0 	"$2,543,989 "	$0 	"$1,787,003 "	$0 	"$7,818,245 "	"$25,845,599 "	"$26,056,116 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	17.70%	--	--	100.00%	48.70%	"10,559"	"1,871"	--	--	--	--	--	--	--	"$137,283 "	"$19,167 "	"$130,940 "	--	--	--	--	--	"$1,158,508 "	"$1,825,938 "	"$1,825,938 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$4,597,304 "	"$106,175 "	"$7,033,568 "	$0 	"$961,132 "	"$40,187 "	"$641,731 "	"$376,894 "	"$20,431 "	"$20,453,988 "	18.80%	--	17.80%	99.60%	15.60%	"139,173"	"26,153"	"$69,885,900 "	"2,200"	"$654,105 "	29	"$447,139 "	"2,229"	"$1,101,244 "	"$31,568,214 "	"$174,438 "	"$204,314,409 "	"$6,450 "	"$132,156,696 "	"$66,171 "	"$28,189,611 "	"$654,105 "	"$255,929,072 "	"$448,964,324 "	"$459,538,227 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$1,017,229 "	"$27,482 "	"$7,675 "	"$54,645 "	"$30,495 "	"$794,404 "	"$223,815 "	"$746,843 "	"$701,856 "	"$6,458,036 "	19.00%	23.50%	18.60%	75.70%	36.20%	"63,532"	"12,053"	"$29,080,205 "	"2,009"	"$1,024,723 "	29	"$273,921 "	"2,038"	"$1,298,644 "	"$4,954,532 "	"$39,098 "	"$39,969,028 "	"$56,510 "	"$2,781,510 "	"$76,600 "	"$2,792,521 "	"$1,140,784 "	"$13,556,264 "	"$80,319,066 "	"$82,830,499 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$1,282,328 "	$0 	"$26,337 "	$0 	"$10,163 "	$755 	"$298,643 "	"$63,805 "	"$589,281 "	"$3,104,978 "	9.70%	10.20%	8.30%	76.40%	27.20%	"112,513"	"10,940"	"$10,193,168 "	249	"$74,726 "	0	$0 	249	"$74,726 "	"$5,752,014 "	"$26,398 "	"$10,039,448 "	"$4,750 "	"$6,369,128 "	"$12,126 "	"$3,942,753 "	"$116,387 "	"$20,542,601 "	"$37,523,572 "	"$38,124,217 "	--	--	--
"Marquette University (Milwaukee, WI) "	--	--	--	--	--	--	--	--	--	--	14.70%	--	--	88.00%	69.30%	"104,221"	"15,290"	--	--	--	--	--	--	--	"$4,067,957 "	"$27,220 "	"$4,434,217 "	--	--	--	--	--	"$16,683,817 "	"$62,099,060 "	"$62,526,438 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$23,102 "	"$15,839,426 "	$0 	"$89,466 "	$0 	"$5,594,958 "	$0 	"$15,951,704 "	"$43,286,246 "	25.10%	33.50%	19.20%	89.90%	35.40%	"123,451"	"30,991"	"$110,535,029 "	--	--	--	--	--	--	"$43,408,334 "	"$215,378 "	"$120,402,449 "	$0 	"$93,598,464 "	$0 	"$38,694,951 "	$0 	"$188,075,762 "	"$311,902,992 "	"$323,154,248 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	"$28,124,211 "	"$32,000 "	"$189,030 "	$0 	$350 	"$13,936,232 "	"$1,237,628 "	$0 	"$1,672,364 "	"$51,596,377 "	8.10%	--	8.00%	98.60%	16.50%	"387,821"	"31,515"	"$63,786,809 "	0	$0 	0	$0 	0	$0 	"$42,272,618 "	"$67,531 "	"$169,361,613 "	$0 	"$106,517,902 "	$0 	"$31,529,407 "	$0 	"$248,907,516 "	"$387,608,993 "	"$389,570,223 "	--	--	--
"Northeastern University (Boston, MA) "	"$2,260,572 "	"$154,926 "	$0 	$0 	"$19,223 "	"$16,222 "	"$1,171,930 "	"$351,484 "	"$321,179 "	"$5,571,012 "	9.20%	9.90%	8.50%	81.60%	48.70%	"171,821"	"15,804"	"$13,591,656 "	"1,680"	"$773,400 "	91	"$803,456 "	"1,771"	"$1,576,856 "	"$4,526,129 "	"$21,610 "	"$7,282,209 "	"$37,701 "	"$6,497,399 "	"$150,041 "	"$4,363,909 "	"$807,094 "	"$17,554,481 "	"$27,931,284 "	"$28,965,433 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	17.30%	--	--	84.50%	16.60%	"219,171"	"37,932"	--	--	--	--	--	--	--	"$64,292,140 "	"$86,823 "	"$62,894,805 "	--	--	--	--	--	"$157,415,973 "	"$215,045,840 "	"$217,465,130 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	--	--	--	--	--	--	--	--	--	--	0.80%	--	--	88.90%	7.40%	"103,322"	817	--	--	--	--	--	--	--	"$2,505,875 "	"$16,402 "	"$1,157,960 "	--	--	--	--	--	"$4,147,645 "	"$5,789,546 "	"$5,789,546 "	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pacific University (Forest Grove, OR) "	"$3,070 "	$0 	$250 	"$2,475 "	$0 	"$13,725 "	"$4,255 "	"$15,365 "	"$7,020 "	"$217,648 "	12.60%	--	--	91.10%	15.30%	"17,375"	"2,188"	"$427,559 "	--	--	--	--	--	--	"$1,255,000 "	"$19,778 "	"$305,336 "	$0 	"$288,665 "	"$55,945 "	"$1,145,372 "	"$123,328 "	"$2,099,595 "	"$2,800,137 "	"$2,821,362 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$233,044 "	$0 	"$54,925 "	"$3,695 "	$305 	$0 	"$146,057 "	"$56,714 "	"$455,523 "	"$1,882,422 "	6.70%	9.90%	6.60%	86.30%	11.50%	"74,795"	"5,013"	"$2,753,773 "	636	"$672,640 "	20	"$491,991 "	656	"$1,164,631 "	"$2,461,312 "	"$33,919 "	"$5,327,993 "	"$6,650 "	"$2,616,158 "	"$142,688 "	"$1,517,254 "	"$370,116 "	"$11,194,481 "	"$23,949,048 "	"$36,827,844 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Princeton University (Princeton, NJ) "	"$5,140,480 "	"$742,479 "	"$11,620 "	$0 	"$753,868 "	"$1,221,118 "	"$1,984,782 "	"$1,321,960 "	"$134,600 "	"$46,070,057 "	45.80%	59.30%	45.70%	99.00%	60.50%	"76,747"	"35,135"	"$136,667,961 "	--	--	--	--	--	--	"$11,277,961 "	"$113,224 "	"$37,269,246 "	"$263,200 "	"$22,764,587 "	"$114,008 "	"$10,224,461 "	"$2,126,647 "	"$91,941,394 "	"$225,867,929 "	"$238,365,559 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$103,666 "	$0 	"$48,848 "	$0 	"$3,815 "	$0 	"$70,580 "	"$385,125 "	"$3,606,855 "	"$10,465,150 "	11.00%	15.90%	10.70%	50.00%	42.60%	"84,975"	"9,341"	"$18,199,526 "	467	"$154,691 "	0	$0 	467	"$154,691 "	"$7,035,639 "	"$47,133 "	"$5,005,609 "	$100 	"$2,797,709 "	"$6,726 "	"$4,129,609 "	"$411,641 "	"$28,515,426 "	"$42,749,641 "	"$45,599,183 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	"$254,586 "	"$1,001,368 "	"$248,854 "	"$7,157 "	"$10,706 "	"$463,712 "	"$432,601 "	"$374,510 "	"$4,016,121 "	"$7,501,838 "	10.40%	--	9.50%	98.50%	44.90%	"108,837"	"11,366"	"$12,650,201 "	--	--	--	--	--	--	"$4,907,191 "	"$28,299 "	"$3,584,118 "	"$13,455 "	"$2,521,293 "	"$196,045 "	"$2,929,429 "	"$902,966 "	"$17,099,727 "	"$28,198,485 "	"$29,266,441 "	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	14.60%	--	--	100.00%	39.90%	"16,149"	"2,362"	--	--	--	--	--	--	--	"$251,223 "	"$52,001 "	"$684,610 "	--	--	--	--	--	"$1,961,265 "	"$6,041,861 "	"$6,041,861 "	--	--	--
"Samford University (Birmingham, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	8.70%	--	--	96.20%	46.80%	"70,590"	"6,156"	--	--	--	--	--	--	--	"$1,562,791 "	"$26,165 "	"$4,578,886 "	--	--	--	--	--	"$7,904,863 "	"$17,310,430 "	"$19,837,339 "	--	--	--
