Private Research/Doctoral / FY2007 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$2,648,123 "	"$2,500 "	"$24,200 "	"$109,156 "	"$7,875 "	$0 	"$240,641 "	"$5,188,999 "	"$494,436 "	"$12,992,988 "	19.90%	21.90%	16.60%	97.60%	42.20%	"138,532"	"27,611"	"$38,397,738 "	"4,394"	"$7,724,942 "	42	"$779,108 "	"4,436"	"$8,504,050 "	"$11,651,761 "	"$29,478 "	"$22,389,673 "	"$226,116 "	"$8,371,170 "	"$687,887 "	"$8,430,020 "	"$7,784,170 "	"$34,597,724 "	"$90,901,438 "	"$92,549,411 "	--	--	--
"Boston University (Boston, MA) "	--	--	--	--	--	--	--	--	--	--	8.60%	--	--	89.80%	20.30%	"286,184"	"24,630"	--	--	--	--	--	--	--	"$15,792,773 "	"$34,358 "	"$29,208,542 "	--	--	--	--	--	"$59,846,386 "	"$84,160,198 "	"$85,554,363 "	--	--	--
"Brandeis University (Waltham, MA) "	"$11,913 "	$250 	$800 	$0 	"$20,791 "	$0 	"$50,923 "	$0 	"$1,024,179 "	"$3,281,145 "	27.10%	30.40%	26.30%	98.70%	9.80%	"36,417"	"9,874"	"$8,494,639 "	--	--	--	--	--	--	"$7,446,292 "	"$46,167 "	"$40,240,582 "	$0 	"$17,385,667 "	$0 	"$5,798,221 "	$0 	"$39,618,658 "	"$86,297,262 "	"$89,376,659 "	--	--	--
"Brown University (Providence, RI) "	"$1,487,183 "	"$510,300 "	"$6,215 "	$500 	"$282,664 "	"$1,069,543 "	"$366,494 "	"$2,261,587 "	"$1,379,113 "	"$25,682,987 "	34.50%	40.00%	34.20%	94.50%	29.10%	"81,758"	"28,219"	"$52,930,790 "	"5,043"	"$2,957,804 "	357	"$502,599 "	"5,400"	"$3,460,403 "	"$7,430,013 "	"$62,984 "	"$96,331,112 "	"$1,011,900 "	"$31,891,118 "	"$216,510 "	"$5,511,818 "	"$4,177,648 "	"$73,009,338 "	"$181,622,477 "	"$182,644,784 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	"$22,715 "	$0 	"$702,355 "	"$54,850 "	"$1,949 "	"$91,178 "	"$371,432 "	"$10,228 "	"$332,932 "	"$4,729,353 "	24.30%	29.00%	22.30%	81.30%	33.20%	"21,882"	"5,319"	"$60,861,850 "	50	"$9,154 "	1	"$1,023,422 "	51	"$1,032,576 "	"$6,411,350 "	"$259,600 "	"$97,089,475 "	"$35,000 "	"$69,383,467 "	"$81,550 "	"$4,507,373 "	"$188,509 "	"$83,988,917 "	"$183,256,723 "	"$186,380,514 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$2,521,985 "	$0 	$0 	$0 	"$40,690 "	$0 	"$307,166 "	"$193,952 "	"$915,571 "	"$6,387,437 "	20.00%	21.20%	18.70%	96.70%	24.90%	"67,225"	"13,430"	"$18,633,864 "	768	"$194,987 "	1	"$125,000 "	769	"$319,987 "	"$15,573,533 "	"$72,604 "	"$29,182,622 "	"$35,000 "	"$18,292,484 "	"$12,226 "	"$14,320,237 "	"$268,035 "	"$42,851,929 "	"$74,717,069 "	"$76,309,889 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$805,587 "	"$931,846 "	"$155,609 "	$0 	"$31,167 "	"$121,485 "	"$862,369 "	"$26,719 "	$0 	"$7,150,806 "	15.10%	16.50%	14.60%	90.10%	18.70%	"96,939"	"14,664"	"$12,988,075 "	166	"$66,152 "	--	--	166	"$66,152 "	"$5,619,014 "	"$79,305 "	"$30,862,707 "	"$5,200 "	"$23,440,382 "	"$9,330 "	"$3,434,284 "	"$76,152 "	"$47,133,941 "	"$69,392,356 "	"$70,098,885 "	--	--	--
"Catholic University of America (Washington, DC) "	"$80,705 "	$0 	"$3,550 "	$0 	"$2,950 "	$0 	"$449,843 "	"$96,953 "	"$48,789 "	"$2,590,549 "	8.30%	--	7.80%	30.70%	23.00%	"61,260"	"5,077"	"$4,058,857 "	428	"$167,548 "	176	"$173,295 "	604	"$340,843 "	"$795,876 "	"$28,974 "	"$1,236,095 "	"$19,600 "	"$1,155,095 "	"$17,200 "	"$400,209 "	"$169,423 "	"$11,987,148 "	"$17,675,616 "	"$17,719,192 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	"$421,274 "	4.00%	--	4.00%	96.40%	12.40%	"26,400"	"1,059"	"$604,991 "	0	$0 	0	$0 	0	$0 	"$1,326,549 "	"$20,214 "	"$336,420 "	--	"$326,961 "	--	"$864,742 "	--	"$4,116,037 "	"$4,862,363 "	"$4,862,363 "	--	--	--
"Clark University (Worcester, MA) "	"$214,765 "	$0 	$375 	$0 	"$24,827 "	$0 	"$247,203 "	"$37,738 "	"$67,434 "	"$1,462,590 "	18.80%	22.40%	--	97.50%	78.20%	"29,241"	"5,494"	"$13,217,864 "	--	--	--	--	--	--	"$482,868 "	"$36,791 "	"$2,086,381 "	$0 	"$1,255,777 "	"$1,775 "	"$386,481 "	"$68,903 "	"$3,711,801 "	"$16,907,380 "	"$16,907,380 "	--	--	--
"Clarkson University (Potsdam, NY) "	"$44,876 "	$0 	$25 	$0 	$0 	$0 	"$81,942 "	"$10,215 "	"$37,943 "	"$1,960,031 "	18.70%	--	17.30%	84.80%	46.00%	"34,642"	"6,487"	"$2,585,608 "	--	"$37,425 "	--	"$42,175 "	--	"$79,600 "	"$1,342,551 "	"$24,167 "	"$501,855 "	"$5,000 "	"$218,175 "	"$1,650 "	"$911,291 "	"$37,425 "	"$3,629,764 "	"$5,620,935 "	"$5,687,519 "	--	--	--
"Columbia University (New York, NY) "	"$936,734 "	"$351,803 "	"$10,458,953 "	"$1,955 "	"$94,938 "	"$66,696 "	"$5,211,545 "	"$2,226,234 "	"$13,118,036 "	"$57,043,151 "	11.50%	14.60%	11.00%	75.30%	32.10%	"296,532"	"33,977"	"$136,138,753 "	"2,513"	"$2,603,427 "	16	"$559,325 "	"2,529"	"$3,162,752 "	"$36,135,660 "	"$115,430 "	"$96,579,379 "	"$2,000 "	"$76,576,500 "	"$43,278 "	"$29,627,112 "	"$2,603,428 "	"$235,331,177 "	"$423,849,107 "	"$425,693,581 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	41.70%	--	--	100.00%	51.60%	"125,865"	"52,542"	--	--	--	--	--	--	--	"$27,943,722 "	"$132,054 "	"$69,410,023 "	--	--	--	--	--	"$202,286,414 "	"$406,925,075 "	"$510,614,603 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$5,753,980 "	"$377,500 "	"$68,902 "	"$258,838 "	"$15,995 "	"$2,451,347 "	"$202,252 "	"$1,130,798 "	"$1,849,822 "	"$34,693,424 "	46.20%	50.10%	45.90%	94.00%	47.70%	"64,602"	"29,864"	"$74,730,771 "	--	--	--	--	--	--	"$13,212,931 "	"$105,995 "	"$36,305,144 "	"$316,348 "	"$13,907,115 "	"$215,994 "	"$10,353,915 "	"$2,151,628 "	"$73,787,264 "	"$156,603,891 "	"$159,090,043 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$1,023,483 "	"$105,000 "	$755 	"$7,796 "	$0 	$200 	"$144,429 "	"$397,499 "	"$519,190 "	"$3,974,444 "	19.00%	19.10%	12.00%	83.60%	13.90%	"74,466"	"14,112"	"$6,156,985 "	516	"$200,552 "	3	"$26,742 "	519	"$227,294 "	"$13,933,806 "	"$25,867 "	"$17,952,976 "	"$2,100 "	"$17,594,710 "	"$144,246 "	"$11,490,046 "	"$647,695 "	"$38,035,244 "	"$44,158,378 "	"$44,164,789 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$2,539,110 "	$0 	$0 	"$90,378 "	"$39,985 "	"$1,052,018 "	"$157,571 "	"$6,302,303 "	"$1,677,521 "	"$27,889,834 "	31.00%	39.30%	28.60%	99.50%	18.20%	"134,312"	"41,603"	"$67,782,011 "	--	--	--	--	--	--	"$48,869,627 "	"$116,715 "	"$194,643,640 "	"$1,109,165 "	"$102,479,094 "	"$1,010,959 "	"$44,492,617 "	"$12,535,112 "	"$211,355,105 "	"$372,328,154 "	"$380,059,931 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$529,240 "	$0 	$70 	"$120,978 "	"$9,428 "	$0 	"$64,439 "	"$120,972 "	"$97,332 "	"$1,406,701 "	12.80%	14.00%	12.30%	59.30%	35.20%	"69,386"	"8,894"	"$4,060,380 "	641	"$247,335 "	3	"$2,168 "	644	"$249,503 "	"$1,853,324 "	"$17,899 "	"$2,330,835 "	"$1,250 "	"$1,238,767 "	"$38,638 "	"$918,539 "	"$247,335 "	"$5,666,426 "	"$11,547,238 "	"$11,631,233 "	--	--	--
"Emory University (Atlanta, GA) "	"$150,000 "	$0 	$360 	$0 	"$25,500 "	$0 	"$147,839 "	$0 	"$2,289,626 "	"$4,690,772 "	17.10%	17.30%	16.40%	44.00%	4.60%	"100,939"	"17,258"	"$7,217,571 "	--	--	--	--	--	--	"$13,557,465 "	"$95,564 "	"$87,559,771 "	$0 	"$32,272,907 "	$0 	"$12,904,969 "	$0 	"$77,737,406 "	"$156,108,403 "	"$161,764,925 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	"$20,742 "	$0 	$0 	"$10,513 "	"$3,445 "	$0 	"$1,081 "	"$117,295 "	"$35,950 "	"$291,670 "	6.30%	7.60%	--	94.90%	5.80%	"34,920"	"2,188"	"$314,014 "	--	--	--	--	--	--	"$1,716,449 "	"$19,845 "	"$1,068,420 "	"$9,500 "	"$218,395 "	"$165,880 "	"$1,697,903 "	"$322,866 "	"$3,128,332 "	"$5,436,069 "	"$5,459,566 "	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	"$13,277,674 "	14.70%	--	10.60%	87.10%	62.10%	"129,890"	"19,090"	"$28,884,412 "	"1,012"	"$974,276 "	34	"$326,240 "	"1,046"	"$1,300,516 "	"$2,712,709 "	"$25,129 "	"$4,738,885 "	--	"$2,551,277 "	--	"$1,910,104 "	--	"$25,598,003 "	"$46,531,818 "	"$46,531,818 "	--	--	--
"George Fox University (Newberg, OR) "	--	--	--	--	--	--	--	--	"$51,175 "	"$238,571 "	5.50%	--	3.40%	63.20%	9.40%	"18,678"	"1,022"	"$326,324 "	--	--	--	--	--	--	"$1,254,168 "	"$15,638 "	"$541,550 "	--	"$226,550 "	--	"$192,425 "	--	"$1,650,236 "	"$3,462,272 "	"$3,475,596 "	--	--	--
"Georgetown University (Washington, DC) "	"$7,393,708 "	"$82,201 "	"$196,850 "	"$13,280 "	"$454,882 "	"$4,999 "	"$2,288,276 "	"$2,258,512 "	"$5,652,196 "	"$18,649,804 "	17.40%	24.90%	16.80%	99.40%	29.60%	"123,781"	"21,551"	"$31,195,695 "	"4,036"	"$3,659,157 "	182	"$1,975,238 "	"4,218"	"$5,634,395 "	"$8,553,773 "	"$57,844 "	"$39,428,001 "	"$279,070 "	"$14,374,962 "	"$263,544 "	"$5,815,747 "	"$3,640,148 "	"$55,414,415 "	"$105,424,715 "	"$105,791,139 "	--	--	--
"Golden Gate University (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	--	21.00%	--	--	98.20%	30.60%	"312,706"	"65,583"	--	--	--	--	--	--	--	"$61,731,000 "	"$138,339 "	"$187,999,000 "	--	--	--	--	--	"$295,652,000 "	"$613,985,000 "	"$663,977,000 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$880,311 "	"$1,227,361 "	9.40%	--	7.40%	94.70%	13.70%	"45,414"	"4,264"	"$2,587,841 "	--	--	--	--	--	--	"$2,301,233 "	"$32,572 "	"$3,400,384 "	$0 	"$2,521,091 "	$0 	"$1,951,021 "	$0 	"$9,651,982 "	"$18,935,215 "	"$18,993,883 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	15.70%	--	--	100.00%	51.30%	"10,813"	"1,703"	--	--	--	--	--	--	--	"$214,182 "	"$17,686 "	"$115,100 "	--	--	--	--	--	"$813,085 "	"$2,225,580 "	"$2,225,580 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$4,053,980 "	"$32,800 "	"$4,459,115 "	$0 	"$315,314 "	$0 	"$7,960,307 "	"$311,091 "	"$16,650 "	"$21,611,968 "	20.10%	--	19.20%	97.40%	15.00%	"135,654"	"27,275"	"$64,427,761 "	"1,635"	"$588,338 "	32	"$495,705 "	"1,667"	"$1,084,043 "	"$32,935,368 "	"$165,718 "	"$142,447,248 "	"$15,120 "	"$90,730,007 "	"$50,831 "	"$23,419,716 "	"$588,338 "	"$221,585,897 "	"$430,455,336 "	"$433,984,980 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$883,327 "	"$195,550 "	$0 	"$50,185 "	"$13,917 "	"$724,515 "	"$369,043 "	"$773,714 "	"$464,251 "	"$6,459,016 "	20.50%	24.70%	19.70%	76.90%	64.40%	"60,155"	"12,309"	"$27,158,324 "	"2,109"	"$1,026,874 "	44	"$224,174 "	"2,153"	"$1,251,048 "	"$5,826,546 "	"$37,044 "	"$7,248,821 "	"$108,925 "	"$2,897,107 "	"$72,668 "	"$2,528,802 "	"$1,061,667 "	"$12,636,097 "	"$42,202,825 "	"$44,860,428 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$39,221 "	"$76,800 "	"$6,818 "	$0 	"$3,290 "	$0 	"$202,866 "	"$75,332 "	"$2,120,251 "	"$2,928,908 "	8.80%	--	6.70%	76.30%	17.20%	"117,870"	"10,366"	"$5,139,790 "	262	"$103,682 "	0	$0 	262	"$103,682 "	"$2,352,714 "	"$26,874 "	"$8,900,708 "	$0 	"$5,262,963 "	"$7,050 "	"$2,020,518 "	"$138,068 "	"$19,283,223 "	"$29,841,308 "	"$30,543,025 "	--	--	--
"Marquette University (Milwaukee, WI) "	--	--	--	--	--	--	--	--	--	--	15.60%	--	--	87.00%	52.20%	"103,273"	"16,077"	--	--	--	--	--	--	--	"$4,472,207 "	"$25,192 "	"$8,490,231 "	--	--	--	--	--	"$15,054,769 "	"$38,693,090 "	"$38,693,090 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$23,898 "	"$13,493,729 "	$0 	"$140,566 "	$0 	"$1,899,308 "	$0 	"$13,674,648 "	"$34,121,543 "	27.20%	36.00%	21.10%	88.90%	29.30%	"121,735"	"33,148"	"$96,439,226 "	--	--	--	--	--	--	"$45,782,796 "	"$205,724 "	"$149,153,255 "	$0 	"$76,287,625 "	$0 	"$39,100,743 "	$0 	"$159,287,447 "	"$329,158,304 "	"$332,963,728 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	"$10,103,290 "	"$3,238,162 "	"$1,229,282 "	$0 	"$2,325 "	"$896,118 "	"$2,027,855 "	$0 	"$157,815 "	"$24,050,940 "	8.40%	7.20%	8.20%	98.60%	15.20%	"381,162"	"31,923"	"$43,645,731 "	0	$0 	0	$0 	0	$0 	"$32,305,703 "	"$56,791 "	"$106,951,198 "	$0 	"$71,365,345 "	$0 	"$27,249,983 "	$0 	"$179,654,050 "	"$287,587,458 "	"$293,089,569 "	--	--	--
"Northeastern University (Boston, MA) "	"$981,352 "	"$107,283 "	"$2,500 "	$0 	"$19,641 "	$0 	"$839,257 "	"$424,530 "	"$226,995 "	"$3,944,469 "	9.60%	9.40%	9.20%	41.30%	32.40%	"169,072"	"16,236"	"$9,514,272 "	"1,039"	"$723,809 "	85	"$308,683 "	"1,124"	"$1,032,492 "	"$6,765,875 "	"$21,138 "	"$8,417,609 "	"$13,350 "	"$7,008,359 "	"$124,596 "	"$3,926,276 "	"$769,713 "	"$16,499,543 "	"$29,321,552 "	"$30,928,526 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	16.80%	--	--	84.00%	24.50%	"215,642"	"36,141"	--	--	--	--	--	--	--	"$50,956,072 "	"$73,104 "	"$45,722,235 "	--	--	--	--	--	"$117,267,007 "	"$187,925,976 "	"$192,312,211 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pacific University (Forest Grove, OR) "	"$11,775 "	$0 	$0 	"$3,391 "	$0 	$60 	"$3,690 "	"$10,048 "	"$5,349 "	"$327,191 "	9.80%	--	--	86.90%	17.60%	"16,310"	"1,592"	"$563,518 "	--	--	--	--	--	--	"$747,027 "	"$20,885 "	"$1,356,642 "	$0 	"$115,858 "	"$2,130 "	"$655,305 "	"$32,437 "	"$1,482,243 "	"$3,206,810 "	"$3,243,809 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$403,498 "	$0 	"$16,250 "	$0 	$147 	$0 	"$56,196 "	"$60,869 "	"$315,072 "	"$4,578,952 "	7.60%	10.70%	7.50%	87.60%	15.70%	"74,751"	"5,680"	"$6,121,816 "	716	"$856,786 "	49	"$602,777 "	765	"$1,459,563 "	"$1,645,022 "	"$31,811 "	"$14,883,025 "	"$1,200 "	"$1,944,884 "	"$135,799 "	"$1,304,055 "	"$506,690 "	"$13,123,391 "	"$39,012,883 "	"$44,550,135 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$11,691 "	$500 	"$55,000 "	$0 	"$2,500 "	$0 	"$831,021 "	"$14,430 "	"$1,895,711 "	"$3,374,882 "	8.30%	9.90%	8.30%	72.50%	41.60%	"38,460"	"3,188"	"$3,374,882 "	159	"$21,220 "	0	$0 	159	"$21,220 "	"$493,009 "	"$37,465 "	"$1,134,600 "	$0 	"$1,134,600 "	"$2,037 "	"$493,009 "	"$21,220 "	"$8,109,325 "	"$8,110,825 "	"$8,110,825 "	--	--	--
"Princeton University (Princeton, NJ) "	"$4,022,701 "	"$509,007 "	"$7,835 "	$0 	"$1,613,368 "	"$20,158 "	"$1,737,485 "	"$1,834,783 "	"$110,749 "	"$41,217,789 "	45.10%	58.50%	45.00%	99.10%	59.90%	"75,880"	"34,227"	"$138,164,478 "	--	--	--	--	--	--	"$10,760,411 "	"$107,408 "	"$46,197,745 "	"$258,755 "	"$27,274,966 "	"$133,917 "	"$9,696,854 "	"$2,631,896 "	"$85,361,034 "	"$230,571,790 "	"$235,565,785 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$47,009 "	$0 	"$67,955 "	$0 	"$11,260 "	$0 	"$60,330 "	"$356,249 "	"$330,468 "	"$5,714,493 "	11.70%	16.90%	11.50%	55.30%	33.30%	"83,313"	"9,724"	"$15,851,956 "	474	"$152,296 "	0	$0 	474	"$152,296 "	"$10,680,132 "	"$42,640 "	"$5,129,832 "	$50 	"$3,101,332 "	"$19,498 "	"$4,559,738 "	"$407,576 "	"$24,313,574 "	"$47,550,469 "	"$49,627,033 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	"$702,241 "	"$3,725 "	"$195,429 "	"$13,462 "	"$12,353 "	"$861,940 "	"$639,220 "	"$262,040 "	"$4,318,221 "	"$7,512,413 "	11.70%	--	10.80%	98.50%	41.90%	"105,729"	"12,409"	"$12,631,001 "	--	--	--	--	--	--	"$3,256,643 "	"$26,352 "	"$2,239,156 "	"$9,981 "	"$1,858,631 "	"$72,316 "	"$1,340,367 "	"$517,985 "	"$15,149,463 "	"$30,114,140 "	"$30,940,100 "	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	14.80%	--	--	100.00%	34.70%	"15,782"	"2,332"	--	--	--	--	--	--	--	"$133,983 "	"$49,885 "	"$619,534 "	--	--	--	--	--	"$2,768,140 "	"$3,868,960 "	"$3,868,960 "	--	--	--
"Samford University (Birmingham, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
