Private Research/Doctoral / FY2005 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$1,727,545 "	$0 	$0 	"$56,310 "	"$5,382 "	$0 	"$132,695 "	"$3,208,939 "	"$271,220 "	"$9,603,766 "	20.90%	22.30%	17.50%	97.00%	36.50%	"134,063"	"28,002"	"$25,342,211 "	886	"$1,270,206 "	21	"$7,201 "	907	"$1,277,407 "	"$12,175,165 "	"$26,011 "	"$22,693,632 "	"$231,759 "	"$8,282,894 "	"$583,441 "	"$5,785,329 "	"$4,917,307 "	"$26,515,748 "	"$69,510,237 "	"$70,156,659 "	--	--	--
"Boston University (Boston, MA) "	--	--	--	--	--	--	--	--	--	--	8.50%	--	--	97.80%	10.90%	"260,047"	"22,192"	--	--	--	--	--	--	--	"$32,425,201 "	"$32,722 "	"$29,075,839 "	--	--	--	--	--	"$74,266,532 "	"$91,626,115 "	"$93,220,509 "	--	--	--
"Brandeis University (Waltham, MA) "	"$10,020 "	"$250,000 "	$100 	$0 	"$5,726 "	$100 	"$91,706 "	$0 	"$535,215 "	"$2,918,180 "	26.10%	31.00%	25.00%	98.80%	8.30%	"34,655"	"9,048"	"$5,421,998 "	--	--	--	--	--	--	"$6,927,895 "	"$48,911 "	"$26,912,785 "	$0 	"$15,480,256 "	$0 	"$3,752,320 "	$0 	"$37,174,447 "	"$65,553,941 "	"$66,346,659 "	--	--	--
"Brown University (Providence, RI) "	"$1,096,351 "	"$201,130 "	"$35,630 "	$200 	"$79,983 "	"$504,224 "	"$45,825 "	"$1,989,482 "	"$1,207,693 "	"$18,762,436 "	34.00%	38.90%	33.70%	93.90%	67.80%	"77,495"	"26,378"	"$111,248,034 "	"4,909"	"$2,656,486 "	403	"$700,867 "	"5,312"	"$3,357,353 "	"$6,943,756 "	"$56,569 "	"$35,628,978 "	"$651,666 "	"$19,254,285 "	"$201,996 "	"$4,804,473 "	"$3,331,536 "	"$48,932,358 "	"$164,010,420 "	"$211,715,682 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	"$13,000 "	$0 	"$725,225 "	$0 	$0 	$0 	"$136,418 "	$0 	"$81,521 "	"$2,424,634 "	23.10%	27.70%	22.30%	99.10%	39.90%	"19,498"	"4,508"	"$65,400,945 "	--	--	--	--	--	--	"$7,886,778 "	"$225,108 "	"$61,728,094 "	$0 	"$41,588,010 "	$0 	"$4,828,400 "	$0 	"$57,998,201 "	"$163,971,343 "	"$167,510,289 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$1,707,002 "	$0 	$0 	$0 	"$44,762 "	$0 	"$231,777 "	"$20,940 "	"$145,827 "	"$4,679,134 "	23.00%	24.60%	22.10%	96.30%	20.00%	"63,515"	"14,630"	"$15,828,298 "	0	$0 	0	$0 	0	$0 	"$22,464,099 "	"$61,072 "	"$34,497,341 "	"$5,000 "	"$13,167,152 "	"$2,645 "	"$10,560,384 "	"$38,087 "	"$30,120,908 "	"$79,299,756 "	"$79,640,866 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$114,204 "	$0 	"$176,417 "	$0 	"$17,513 "	"$20,033 "	"$262,084 "	"$8,478 "	$0 	"$7,242,615 "	18.60%	20.60%	18.30%	97.80%	28.00%	"91,624"	"17,034"	"$21,155,017 "	--	--	--	--	--	--	"$8,072,019 "	"$82,034 "	"$26,457,725 "	$0 	"$20,177,817 "	$125 	"$6,658,084 "	"$10,863 "	"$46,755,082 "	"$75,584,354 "	"$87,221,180 "	--	--	--
"Catholic University of America (Washington, DC) "	"$598,515 "	"$21,515 "	"$30,000 "	$0 	"$3,620 "	"$267,585 "	"$430,826 "	"$30,085 "	"$40,680 "	"$1,826,712 "	7.60%	--	--	74.00%	18.80%	"78,718"	"5,963"	"$2,504,655 "	--	--	--	--	--	--	"$510,494 "	"$23,311 "	"$1,677,052 "	$850 	"$1,585,006 "	"$16,138 "	"$510,219 "	"$75,919 "	"$11,962,250 "	"$13,296,261 "	"$13,530,797 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	5.30%	--	--	92.40%	5.50%	"17,515"	930	--	--	--	--	--	--	--	"$985,260 "	"$20,233 "	"$9,668,062 "	--	--	--	--	--	"$3,554,433 "	"$13,913,779 "	"$14,413,482 "	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	"$300,360 "	3.00%	--	2.40%	100.00%	7.10%	"24,620"	747	"$472,298 "	--	--	--	--	--	--	"$1,753,517 "	"$22,929 "	"$1,329,091 "	--	"$1,157,890 "	--	"$621,201 "	--	"$5,068,641 "	"$6,610,086 "	"$6,610,086 "	--	--	--
"Clark University (Worcester, MA) "	"$166,499 "	$0 	$0 	$0 	"$41,585 "	"$14,600 "	"$175,799 "	"$13,944 "	"$95,073 "	"$1,373,906 "	21.20%	25.10%	20.70%	88.20%	44.80%	"29,207"	"6,184"	"$3,649,781 "	301	"$58,329 "	2	"$2,250 "	303	"$60,579 "	"$978,949 "	"$31,461 "	"$2,061,527 "	$100 	"$1,379,957 "	"$28,693 "	"$557,013 "	"$58,320 "	"$4,122,513 "	"$8,153,399 "	"$8,237,501 "	--	--	--
"Clarkson University (Potsdam, NY) "	"$34,068 "	$0 	$0 	$0 	$50 	$0 	"$175,361 "	"$52,355 "	"$1,460 "	"$1,333,842 "	16.20%	--	15.80%	81.70%	7.00%	"37,103"	"6,005"	"$2,799,735 "	--	--	--	--	--	--	"$4,758,119 "	"$27,289 "	"$7,838,308 "	$500 	"$1,487,433 "	"$1,570 "	"$4,545,477 "	"$95,105 "	"$8,129,621 "	"$39,798,093 "	"$39,933,479 "	--	--	--
"Columbia University (New York, NY) "	"$315,058 "	"$599,916 "	"$6,476,697 "	"$77,409 "	"$118,775 "	"$1,499,723 "	"$7,416,213 "	"$1,772,918 "	"$9,514,994 "	"$49,547,601 "	13.10%	17.60%	12.60%	94.20%	42.20%	"250,948"	"32,807"	"$143,915,230 "	"1,620"	"$1,774,108 "	14	"$717,465 "	"1,634"	"$2,491,573 "	"$28,550,091 "	"$106,634 "	"$73,111,148 "	$0 	"$65,088,234 "	$0 	"$22,102,104 "	"$1,774,108 "	"$191,163,573 "	"$341,140,986 "	"$343,117,412 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	35.70%	--	--	100.00%	46.10%	"128,411"	"45,833"	--	--	--	--	--	--	--	"$44,095,286 "	"$107,121 "	"$40,339,865 "	--	--	--	--	--	"$203,929,338 "	"$353,931,403 "	"$361,591,984 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$5,276,061 "	"$50,000 "	"$73,923 "	"$216,636 "	"$66,645 "	"$349,947 "	"$518,798 "	"$1,226,632 "	"$7,548,049 "	"$31,684,023 "	45.10%	48.40%	44.30%	94.30%	46.60%	"61,969"	"27,931"	"$48,751,289 "	--	--	--	--	--	--	"$10,190,530 "	"$94,616 "	"$31,200,516 "	"$351,389 "	"$12,667,224 "	"$187,335 "	"$7,582,190 "	"$2,232,608 "	"$62,117,503 "	"$104,699,919 "	"$106,181,391 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$1,565,971 "	"$127,950 "	"$1,113 "	"$11,135 "	$145 	"$25,000 "	"$239,064 "	"$260,253 "	"$691,866 "	"$5,358,804 "	18.80%	18.90%	13.30%	81.60%	19.40%	"69,679"	"13,080"	"$7,168,121 "	--	--	--	--	--	--	"$9,777,737 "	"$24,113 "	"$7,740,285 "	"$2,500 "	"$6,745,325 "	"$193,710 "	"$7,371,939 "	"$558,871 "	"$25,528,491 "	"$36,951,238 "	"$36,997,497 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$1,188,499 "	$0 	$0 	"$10,423 "	"$35,522 "	"$1,172,613 "	"$158,412 "	"$4,914,775 "	"$3,442,488 "	"$26,761,293 "	36.10%	44.00%	33.90%	99.50%	22.90%	"128,543"	"46,370"	"$63,109,243 "	--	--	--	--	--	--	"$40,755,744 "	"$95,505 "	"$110,688,068 "	"$2,491,004 "	"$84,288,377 "	"$899,233 "	"$32,945,737 "	"$12,320,931 "	"$176,593,352 "	"$275,815,542 "	"$280,921,077 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$266,449 "	$0 	$525 	"$97,036 "	"$4,911 "	$0 	"$10,840 "	"$65,800 "	"$63,325 "	"$1,063,748 "	13.80%	15.50%	13.30%	73.70%	35.30%	"66,426"	"9,135"	"$4,432,509 "	473	"$205,733 "	0	$0 	473	"$205,733 "	"$1,145,827 "	"$16,486 "	"$3,195,956 "	"$13,000 "	"$1,741,170 "	"$82,093 "	"$972,543 "	"$205,733 "	"$5,565,001 "	"$12,557,875 "	"$13,186,513 "	--	--	--
"Emory University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	15.70%	--	--	87.00%	7.50%	"98,073"	"15,434"	--	--	--	--	--	--	--	"$16,137,150 "	"$87,385 "	"$40,242,511 "	--	--	--	--	--	"$57,440,696 "	"$95,315,187 "	"$95,823,653 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	"$6,368 "	$0 	$0 	"$9,093 "	"$1,013 "	$0 	"$1,825 "	"$12,952 "	"$25,208 "	"$153,866 "	4.90%	--	--	91.60%	1.80%	"28,590"	"1,395"	"$183,817 "	--	--	--	--	--	--	"$2,948,844 "	"$14,749 "	"$6,126,768 "	"$3,000 "	"$114,768 "	"$59,040 "	"$433,722 "	"$121,243 "	"$1,620,181 "	"$10,485,387 "	"$10,485,387 "	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Fox University (Newberg, OR) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$40,202 "	"$265,650 "	4.20%	--	4.20%	77.00%	30.30%	"16,878"	706	"$1,523,125 "	--	--	--	--	--	--	"$153,432 "	"$13,294 "	"$485,000 "	$0 	"$150,000 "	$0 	"$147,282 "	$0 	"$1,622,778 "	"$5,026,014 "	"$5,212,904 "	--	--	--
"Georgetown University (Washington, DC) "	"$5,901,715 "	"$146,280 "	"$170,810 "	"$38,235 "	"$454,863 "	"$4,334 "	"$1,418,061 "	"$1,114,698 "	"$1,769,639 "	"$11,321,618 "	20.80%	28.80%	20.30%	92.70%	32.20%	"126,436"	"26,300"	"$31,862,541 "	"3,689"	"$2,022,596 "	359	"$2,368,046 "	"4,048"	"$4,390,642 "	"$12,421,072 "	"$53,793 "	"$30,903,957 "	"$98,940 "	"$19,605,711 "	"$243,031 "	"$7,919,732 "	"$1,957,034 "	"$55,822,238 "	"$98,936,057 "	"$99,717,379 "	--	--	--
"Golden Gate University (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	--	24.00%	--	--	98.80%	37.60%	"272,344"	"65,306"	--	--	--	--	--	--	--	"$36,261,000 "	"$123,381 "	"$160,410,000 "	--	--	--	--	--	"$265,534,000 "	"$589,861,000 "	"$638,229,000 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	10.70%	--	--	100.00%	49.70%	"75,132"	"8,037"	--	--	--	--	--	--	--	"$1,416,855 "	"$17,741 "	"$2,286,372 "	--	--	--	--	--	"$7,747,384 "	"$11,997,525 "	"$4,087,422 "	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$664,626 "	"$1,074,704 "	8.80%	--	8.70%	90.90%	7.10%	"42,004"	"3,711"	"$1,456,483 "	--	--	--	--	--	--	"$2,313,915 "	"$30,180 "	"$6,985,586 "	$0 	"$2,204,293 "	$0 	"$1,570,420 "	$0 	"$13,826,009 "	"$20,588,507 "	"$20,622,272 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	19.80%	--	--	96.80%	37.20%	"8,985"	"1,783"	--	--	--	--	--	--	--	"$141,578 "	"$20,048 "	"$158,913 "	--	--	--	--	--	"$788,117 "	"$1,121,993 "	"$1,121,993 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$2,453,295 "	"$125,993 "	"$267,187 "	$0 	"$212,945 "	"$50,169 "	"$30,228,461 "	"$378,880 "	$0 	"$37,159,398 "	21.40%	--	13.60%	99.80%	17.60%	"124,078"	"26,506"	"$56,841,753 "	"1,514"	"$517,354 "	38	"$922,784 "	"1,552"	"$1,440,138 "	"$31,034,320 "	"$153,630 "	"$116,751,656 "	"$2,750 "	"$85,027,016 "	"$19,485 "	"$18,883,621 "	"$487,353 "	"$195,927,073 "	"$323,100,408 "	"$329,763,516 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$493,637 "	"$100,000 "	$0 	"$44,532 "	"$8,468 "	"$1,783,475 "	"$492,292 "	"$554,980 "	"$548,429 "	"$6,560,878 "	29.70%	40.00%	29.70%	89.30%	57.50%	"47,089"	"14,001"	"$26,888,051 "	"1,997"	"$803,697 "	10	"$251,398 "	"2,007"	"$1,055,095 "	"$14,519,055 "	"$33,875 "	"$3,641,743 "	"$133,275 "	"$1,609,425 "	"$78,524 "	"$2,083,276 "	"$837,509 "	"$11,060,459 "	"$46,750,573 "	"$54,064,129 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$222,626 "	$100 	"$12,002 "	$0 	"$2,525 "	$0 	"$121,432 "	"$32,617 "	"$1,591,390 "	"$3,518,660 "	6.40%	--	5.10%	62.20%	25.10%	"153,148"	"9,847"	"$6,983,976 "	6	"$2,442 "	--	--	6	"$2,442 "	"$3,117,996 "	"$22,203 "	"$8,620,937 "	"$2,000 "	"$7,059,380 "	"$5,912 "	"$2,429,773 "	"$81,709 "	"$21,115,482 "	"$27,864,965 "	"$27,900,680 "	--	--	--
"Marquette University (Milwaukee, WI) "	--	--	--	--	--	--	--	--	--	--	19.80%	--	--	93.00%	66.70%	"95,310"	"18,871"	--	--	--	--	--	--	--	"$3,619,557 "	"$22,916 "	"$2,799,272 "	--	--	--	--	--	"$11,668,765 "	"$46,741,172 "	"$59,008,853 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$38,502 "	"$8,432,918 "	$0 	"$74,374 "	$0 	"$1,829,954 "	$0 	"$3,008,277 "	"$18,837,374 "	27.40%	34.90%	22.30%	86.90%	29.60%	"118,030"	"32,398"	"$60,914,573 "	--	--	--	--	--	--	"$37,357,164 "	"$187,824 "	"$80,221,237 "	$0 	"$52,920,295 "	$0 	"$33,217,581 "	$0 	"$114,675,503 "	"$206,007,428 "	"$210,868,783 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	"$16,423,809 "	"$2,012,441 "	"$504,643 "	$0 	"$25,650 "	$0 	"$1,027,552 "	$0 	"$582,957 "	"$25,806,171 "	8.30%	7.20%	8.20%	98.40%	21.00%	"353,857"	"29,373"	"$51,775,181 "	0	$0 	0	$0 	0	$0 	"$27,463,611 "	"$60,758 "	"$101,292,097 "	$0 	"$65,903,341 "	$0 	"$21,864,490 "	$0 	"$144,405,559 "	"$247,126,717 "	"$248,088,372 "	--	--	--
"Northeastern University (Boston, MA) "	"$639,363 "	$0 	$0 	$0 	"$17,031 "	$0 	"$488,399 "	"$258,571 "	"$2,019,864 "	"$4,714,388 "	10.30%	10.10%	10.10%	62.60%	35.40%	"164,383"	"16,934"	"$7,135,662 "	824	"$424,380 "	193	"$212,951 "	"1,017"	"$637,331 "	"$4,473,008 "	"$19,116 "	"$5,710,263 "	"$12,293 "	"$3,197,061 "	"$71,138 "	"$3,429,884 "	"$449,824 "	"$12,457,174 "	"$20,140,462 "	"$20,517,440 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	16.30%	--	--	82.30%	23.70%	"210,064"	"34,160"	--	--	--	--	--	--	--	"$22,315,498 "	"$82,311 "	"$50,288,029 "	--	--	--	--	--	"$94,393,459 "	"$158,154,620 "	"$160,174,781 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	"$206,737 "	"$25,125 "	$630 	$0 	"$1,575 "	$0 	"$67,262 "	"$3,848 "	"$80,331 "	"$1,800,110 "	5.10%	--	5.00%	99.20%	29.40%	"95,785"	"4,871"	"$2,384,849 "	--	--	--	--	--	--	"$3,454,227 "	"$18,629 "	"$1,517,179 "	$0 	"$1,132,979 "	"$73,670 "	"$1,335,164 "	"$92,269 "	"$4,911,341 "	"$8,124,273 "	"$8,140,085 "	--	--	--
"Pacific University (Forest Grove, OR) "	$10 	$0 	$0 	"$20,621 "	$0 	$200 	"$5,943 "	"$23,539 "	"$7,270 "	"$256,967 "	11.00%	--	11.00%	94.00%	38.30%	"15,224"	"1,669"	"$1,798,503 "	258	"$46,622 "	3	$925 	261	"$47,547 "	"$450,450 "	"$14,480 "	"$436,312 "	$0 	"$61,045 "	"$5,648 "	"$239,736 "	"$45,722 "	"$1,016,114 "	"$4,691,115 "	"$5,559,701 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$54,587 "	$0 	$500 	$0 	"$11,110 "	$0 	"$314,188 "	"$52,975 "	"$350,916 "	"$1,857,743 "	9.10%	13.00%	8.90%	90.20%	19.40%	"73,049"	"6,656"	"$2,948,969 "	68	"$151,235 "	12	"$47,474 "	80	"$198,709 "	"$1,544,542 "	"$25,197 "	"$4,123,558 "	"$11,000 "	"$1,970,655 "	"$16,640 "	"$1,137,818 "	"$151,235 "	"$7,981,030 "	"$15,233,558 "	"$19,934,679 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$284,775 "	$0 	$0 	$0 	"$33,573 "	$0 	"$994,528 "	"$12,015 "	"$1,116,752 "	"$2,957,675 "	11.80%	--	11.80%	93.40%	42.30%	"28,821"	"3,391"	"$3,209,735 "	0	$0 	0	$0 	0	$0 	"$937,511 "	"$37,970 "	"$2,984,818 "	$50 	"$2,984,818 "	"$1,288 "	"$936,011 "	"$40,960 "	"$7,338,811 "	"$7,593,971 "	"$7,606,504 "	--	--	--
"Princeton University (Princeton, NJ) "	"$1,112,400 "	"$193,161 "	"$61,440 "	$0 	"$435,038 "	"$136,236 "	"$2,629,095 "	"$1,018,635 "	"$47,531 "	"$32,312,803 "	43.10%	58.00%	50.20%	93.60%	55.10%	"78,052"	"33,611"	"$91,028,780 "	--	--	--	--	--	--	"$9,519,202 "	"$96,742 "	"$39,632,491 "	"$201,250 "	"$22,262,455 "	"$83,159 "	"$9,018,551 "	"$1,610,020 "	"$70,681,710 "	"$165,339,982 "	"$167,637,769 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$55,216 "	$0 	"$3,660 "	$0 	"$4,300 "	$0 	"$104,344 "	"$57,005 "	"$269,527 "	"$10,440,864 "	13.30%	19.00%	13.10%	56.10%	45.60%	"80,550"	"10,680"	"$21,501,581 "	462	"$99,565 "	0	$0 	462	"$99,565 "	"$7,363,329 "	"$37,495 "	"$3,291,055 "	$50 	"$1,074,055 "	"$15,571 "	"$3,729,454 "	"$101,739 "	"$26,220,188 "	"$47,173,411 "	"$47,635,048 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	17.80%	--	--	100.00%	58.90%	"15,126"	"2,685"	--	--	--	--	--	--	--	"$41,228 "	"$44,898 "	"$737,940 "	--	--	--	--	--	"$4,337,888 "	"$5,162,457 "	"$5,162,457 "	--	--	--
"Samford University (Birmingham, AL) "	"$107,538 "	$0 	$0 	$0 	"$7,152 "	$0 	"$192,459 "	"$12,672 "	"$561,484 "	"$1,084,234 "	8.20%	--	7.80%	100.00%	17.50%	"36,166"	"2,977"	"$1,971,763 "	136	"$61,456 "	0	$0 	136	"$61,456 "	"$666,192 "	"$26,023 "	"$1,083,373 "	$0 	"$333,769 "	"$10,821 "	"$532,586 "	"$61,456 "	"$7,812,132 "	"$11,296,948 "	"$11,296,948 "	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	10.90%	--	--	94.50%	43.60%	"59,465"	"6,492"	--	--	--	--	--	--	--	"$1,505,981 "	"$20,570 "	"$3,955,841 "	--	--	--	--	--	"$8,135,302 "	"$12,978,725 "	"$12,978,725 "	--	--	--
