Private Research/Doctoral / FY2003 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$1,387,030 "	$0 	$0 	$0 	"$8,220 "	$0 	"$83,934 "	"$2,787,695 "	"$152,245 "	"$9,024,940 "	23.30%	25.00%	21.60%	96.40%	39.70%	"132,816"	"30,928"	"$21,220,372 "	"4,028"	"$4,433,943 "	400	"$2,737,843 "	"4,428"	"$7,171,786 "	"$8,650,695 "	"$23,294 "	"$17,180,406 "	"$214,925 "	"$5,553,687 "	"$783,186 "	"$6,273,181 "	"$4,559,271 "	"$23,189,217 "	"$53,459,897 "	"$54,716,446 "	--	--	--
"Boston University (Boston, MA) "	--	--	--	--	--	--	--	--	--	--	10.00%	--	--	97.80%	14.60%	"236,257"	"23,582"	--	--	--	--	--	--	--	"$42,641,683 "	"$29,879 "	"$20,224,362 "	--	--	--	--	--	"$72,920,260 "	"$101,553,124 "	"$103,360,312 "	--	--	--
"Brandeis University (Waltham, MA) "	"$19,823 "	"$2,500 "	$0 	$0 	"$3,240 "	$0 	"$46,975 "	$0 	"$542,934 "	"$2,422,782 "	28.20%	32.10%	27.00%	99.40%	6.80%	"31,268"	"8,818"	"$4,808,771 "	--	--	--	--	--	--	"$5,008,809 "	"$41,906 "	"$45,712,050 "	$0 	"$16,536,368 "	$0 	"$4,045,398 "	$0 	"$29,501,542 "	"$70,941,617 "	"$72,066,209 "	--	--	--
"Brown University (Providence, RI) "	"$446,135 "	"$3,400 "	"$7,684 "	$50 	"$162,614 "	"$209,444 "	"$106,860 "	"$1,571,356 "	"$793,663 "	"$14,193,507 "	33.60%	38.30%	33.30%	94.60%	23.60%	"73,277"	"24,628"	"$19,395,609 "	"3,439"	"$2,692,768 "	300	"$610,608 "	"3,739"	"$3,303,376 "	"$10,510,767 "	"$48,912 "	"$35,191,735 "	"$494,901 "	"$20,385,768 "	"$143,125 "	"$6,796,824 "	"$2,811,870 "	"$50,233,278 "	"$82,272,329 "	"$82,663,473 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	"$189,560 "	$0 	"$955,532 "	$0 	$0 	"$459,252 "	"$344,664 "	$0 	"$40,789,968 "	"$44,734,054 "	18.10%	22.60%	17.80%	72.30%	57.80%	"25,594"	"4,624"	"$70,066,151 "	7	"$103,295 "	--	--	7	"$103,295 "	"$6,024,064 "	"$225,169 "	"$29,633,140 "	$0 	"$17,190,317 "	$0 	"$3,834,929 "	$0 	"$72,430,783 "	"$121,314,496 "	"$124,443,374 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$1,427,357 "	$0 	$0 	$0 	"$59,174 "	"$12,225 "	"$171,631 "	"$28,020 "	"$1,096,066 "	"$4,426,545 "	25.00%	25.70%	24.10%	88.70%	21.10%	"54,893"	"13,719"	"$8,761,457 "	267	"$63,854 "	0	$0 	267	"$63,854 "	"$13,728,266 "	"$51,637 "	"$15,438,344 "	"$5,000 "	"$14,205,122 "	"$5,175 "	"$9,117,702 "	"$48,105 "	"$29,205,191 "	"$41,594,632 "	"$43,377,461 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$747,898 "	"$15,000 "	"$27,900 "	$0 	"$10,380 "	"$7,747 "	$0 	$0 	"$145,482 "	"$6,620,295 "	21.00%	24.60%	20.60%	79.10%	17.40%	"101,215"	"21,232"	"$13,467,499 "	0	$0 	0	$0 	0	$0 	"$7,274,671 "	"$57,519 "	"$26,176,393 "	$0 	"$23,140,798 "	$0 	"$5,512,225 "	$0 	"$51,285,874 "	"$77,246,816 "	"$79,031,923 "	--	--	--
"Catholic University of America (Washington, DC) "	"$571,171 "	$0 	"$194,250 "	$0 	$0 	"$115,235 "	$0 	"$92,315 "	"$15,770 "	"$1,639,597 "	9.00%	--	--	41.80%	15.40%	"72,727"	"6,554"	"$2,368,531 "	527	"$156,211 "	0	$0 	527	"$156,211 "	"$806,883 "	"$25,658 "	"$925,757 "	"$1,050 "	"$879,257 "	"$8,285 "	"$796,283 "	"$156,210 "	"$10,895,361 "	"$15,408,116 "	"$15,491,441 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	3.10%	--	--	79.00%	4.10%	"17,830"	554	--	--	--	--	--	--	--	"$2,302,336 "	"$19,074 "	"$2,915,238 "	--	--	--	--	--	"$3,526,159 "	"$8,967,294 "	"$8,967,294 "	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	"$559,901 "	2.80%	--	2.20%	100.00%	19.30%	"23,000"	635	"$978,572 "	0	$0 	0	$0 	0	$0 	"$614,898 "	"$20,942 "	"$636,492 "	--	"$570,565 "	--	"$566,198 "	--	"$4,406,792 "	"$5,072,602 "	"$5,072,602 "	--	--	--
"Clark University (Worcester, MA) "	"$79,869 "	$0 	$0 	$0 	"$36,728 "	"$5,000 "	"$163,467 "	"$18,153 "	"$16,265 "	"$1,227,040 "	21.50%	23.50%	20.80%	80.90%	39.50%	"29,158"	"6,266"	"$3,602,102 "	0	$0 	2	"$5,050 "	2	"$5,050 "	"$1,045,968 "	"$29,010 "	"$3,176,906 "	$0 	"$2,693,190 "	$450 	"$386,214 "	"$44,607 "	"$4,680,719 "	"$9,127,223 "	"$10,084,044 "	--	--	--
"Clarkson University (Potsdam, NY) "	"$35,300 "	"$33,000 "	$0 	$0 	$50 	"$11,000 "	"$141,116 "	"$29,373 "	"$87,978 "	"$1,272,557 "	17.70%	--	--	81.20%	9.90%	"33,063"	"5,846"	"$1,710,855 "	--	--	--	--	--	--	"$4,066,104 "	"$30,961 "	"$10,592,650 "	$0 	"$1,103,500 "	"$3,600 "	"$3,057,932 "	"$50,568 "	"$6,027,139 "	"$17,230,892 "	"$17,274,680 "	--	--	--
"Columbia University (New York, NY) "	"$288,413 "	"$179,204 "	"$5,916,377 "	$0 	"$268,718 "	"$4,425,610 "	"$4,107,986 "	"$1,685,893 "	"$7,759,471 "	"$45,052,547 "	13.50%	19.10%	13.10%	84.90%	27.50%	"250,325"	"33,753"	"$77,049,527 "	"1,084"	"$1,768,531 "	60	"$241,716 "	"1,144"	"$2,010,247 "	"$26,339,722 "	"$94,891 "	"$83,820,153 "	"$2,084 "	"$75,470,698 "	"$26,441 "	"$24,650,969 "	"$1,768,533 "	"$206,314,032 "	"$279,916,910 "	"$281,498,472 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	21.10%	--	--	74.20%	54.30%	"209,420"	"44,173"	--	--	--	--	--	--	--	"$23,071,390 "	"$93,919 "	"$58,215,486 "	--	--	--	--	--	"$215,094,201 "	"$317,042,889 "	"$317,042,889 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$5,885,569 "	"$255,900 "	"$115,540 "	"$137,178 "	"$203,165 "	"$1,120,481 "	"$202,881 "	"$1,142,276 "	"$4,986,366 "	"$32,867,194 "	44.30%	47.30%	43.70%	94.60%	49.50%	"59,762"	"26,445"	"$43,990,275 "	--	--	--	--	--	--	"$6,583,599 "	"$86,255 "	"$21,630,665 "	"$316,661 "	"$12,351,476 "	"$79,537 "	"$6,325,587 "	"$1,898,067 "	"$62,943,468 "	"$88,912,912 "	"$90,371,378 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$2,415,214 "	"$128,281 "	"$3,700 "	"$8,978 "	"$1,080 "	"$25,160 "	"$67,682 "	"$342,272 "	"$595,853 "	"$6,124,983 "	18.30%	18.20%	17.90%	82.50%	19.90%	"65,728"	"12,040"	"$11,364,483 "	489	"$133,163 "	3	"$7,995 "	492	"$141,158 "	"$19,989,504 "	"$21,661 "	"$8,862,271 "	"$5,700 "	"$7,979,679 "	"$183,340 "	"$8,532,564 "	"$593,048 "	"$36,895,519 "	"$57,217,727 "	"$58,018,722 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$3,633,699 "	$0 	$0 	"$1,450 "	"$154,344 "	"$102,052 "	"$205,819 "	"$4,914,163 "	"$4,142,490 "	"$26,007,432 "	37.70%	44.30%	35.40%	99.50%	26.20%	"122,911"	"46,362"	"$76,597,149 "	--	--	--	--	--	--	"$53,792,174 "	"$85,060 "	"$115,508,977 "	"$2,936,025 "	"$82,659,694 "	"$1,188,955 "	"$42,364,300 "	"$12,333,795 "	"$182,726,681 "	"$291,884,623 "	"$296,827,299 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$677,947 "	$0 	"$1,133 "	"$95,853 "	"$1,723 "	$0 	"$26,139 "	"$70,055 "	"$51,088 "	"$1,347,380 "	15.80%	17.80%	14.40%	97.40%	30.10%	"61,598"	"9,717"	"$2,573,903 "	689	"$183,666 "	6	"$57,777 "	695	"$241,443 "	"$1,441,802 "	"$14,718 "	"$2,635,652 "	"$15,768 "	"$2,081,851 "	"$37,593 "	"$946,346 "	"$183,666 "	"$6,002,839 "	"$8,551,746 "	"$8,796,268 "	--	--	--
"Emory University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	18.00%	--	--	85.70%	5.00%	"84,422"	"15,170"	--	--	--	--	--	--	--	"$15,599,139 "	"$73,526 "	"$59,002,145 "	--	--	--	--	--	"$79,646,583 "	"$123,528,038 "	"$123,528,038 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	"$6,721 "	$0 	$0 	"$6,590 "	"$12,469 "	$0 	"$1,283 "	"$11,310 "	$904 	"$145,475 "	4.10%	--	--	87.20%	3.20%	"29,089"	"1,204"	"$245,368 "	--	--	--	--	--	--	"$1,340,735 "	"$16,513 "	"$4,439,827 "	"$3,350 "	"$794,327 "	"$66,785 "	"$555,331 "	"$126,029 "	"$2,288,255 "	"$7,552,774 "	"$7,552,774 "	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Fox University (Newberg, OR) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$28,460 "	"$186,895 "	5.40%	--	5.80%	65.10%	12.50%	"15,051"	807	"$298,203 "	0	$0 	0	$0 	0	$0 	"$67,901 "	"$12,759 "	"$713,500 "	$0 	"$128,500 "	$0 	"$51,189 "	$0 	"$1,314,906 "	"$2,376,843 "	"$2,698,788 "	--	--	--
"Georgetown University (Washington, DC) "	"$5,690,554 "	"$29,200 "	"$446,507 "	"$20,887 "	"$406,276 "	"$3,333 "	"$381,634 "	"$1,196,680 "	"$2,987,950 "	"$11,230,453 "	22.70%	35.20%	21.20%	99.40%	33.90%	"110,955"	"25,146"	"$28,220,250 "	"3,653"	"$2,143,624 "	221	"$1,449,881 "	"3,874"	"$3,593,505 "	"$10,020,588 "	"$49,704 "	"$30,030,502 "	"$164,420 "	"$19,840,778 "	"$217,350 "	"$6,544,816 "	"$2,068,501 "	"$45,003,479 "	"$83,252,412 "	"$83,448,560 "	--	--	--
"Golden Gate University (San Francisco, CA) "	"$132,107 "	$0 	$0 	"$1,083 "	$400 	"$50,000 "	"$33,411 "	$0 	$629 	"$449,015 "	3.60%	--	--	84.50%	19.80%	"51,245"	"1,849"	"$490,519 "	--	--	--	--	--	--	"$190,010 "	"$10,100 "	"$1,366,621 "	$0 	"$1,233,621 "	$0 	"$189,010 "	"$2,000 "	"$2,019,850 "	"$2,478,531 "	"$2,478,531 "	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	--	23.70%	--	--	87.60%	50.90%	"316,474"	"75,023"	--	--	--	--	--	--	--	"$50,723,515 "	"$123,890 "	"$98,986,603 "	--	--	--	--	--	"$245,020,305 "	"$544,793,619 "	"$555,639,350 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	10.50%	--	--	100.00%	23.00%	"71,725"	"7,530"	--	--	--	--	--	--	--	"$1,157,101 "	"$16,652 "	"$1,848,167 "	--	--	--	--	--	"$5,135,428 "	"$9,784,091 "	"$9,784,091 "	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	"$57,367 "	"$175,000 "	"$12,425 "	$0 	"$4,912 "	$300 	"$328,753 "	$0 	"$92,342 "	"$1,121,796 "	10.20%	--	9.50%	92.50%	9.90%	"39,547"	"4,044"	"$1,381,032 "	--	--	--	--	--	--	"$2,663,226 "	"$28,698 "	"$4,768,793 "	$0 	"$3,706,500 "	$0 	"$1,778,543 "	$0 	"$10,270,314 "	"$13,974,131 "	"$14,049,664 "	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	18.20%	--	--	80.40%	62.80%	"10,427"	"1,894"	--	--	--	--	--	--	--	"$190,110 "	"$6,194 "	"$144,350 "	--	--	--	--	--	"$571,360 "	"$1,741,235 "	"$1,741,235 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$31,842,675 "	"$109,767 "	"$235,673 "	$0 	"$228,878 "	$0 	"$923,987 "	"$133,285 "	$0 	"$43,700,307 "	15.00%	--	14.00%	94.70%	19.40%	"119,153"	"17,908"	"$61,345,545 "	925	"$211,425 "	20	"$1,470,148 "	945	"$1,681,573 "	"$32,702,781 "	"$136,326 "	"$140,588,401 "	"$2,050 "	"$100,090,990 "	"$18,265 "	"$20,552,976 "	"$211,425 "	"$204,011,589 "	"$315,725,854 "	"$319,546,967 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$1,057,692 "	$0 	$500 	$0 	"$12,385 "	"$798,701 "	"$560,555 "	"$536,766 "	"$1,050,179 "	"$7,461,522 "	29.10%	33.40%	26.70%	91.10%	63.40%	"54,002"	"15,719"	"$18,128,500 "	"1,678"	"$605,279 "	15	"$1,686,861 "	"1,693"	"$2,292,140 "	"$2,999,538 "	"$42,926 "	"$4,212,669 "	"$45,900 "	"$2,534,566 "	"$58,958 "	"$2,299,168 "	"$698,987 "	"$13,127,467 "	"$28,594,118 "	"$29,890,718 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$25,300 "	$0 	"$10,484 "	$25 	"$6,115 "	$0 	"$983,483 "	"$26,051 "	"$1,403,524 "	"$2,926,982 "	7.40%	--	6.20%	72.00%	20.60%	"114,360"	"8,426"	"$4,886,257 "	324	"$59,434 "	0	$0 	324	"$59,434 "	"$3,540,207 "	"$22,519 "	"$9,082,737 "	$800 	"$7,099,606 "	"$10,235 "	"$1,166,981 "	"$59,434 "	"$15,864,517 "	"$23,706,720 "	"$23,781,770 "	--	--	--
"Marquette University (Milwaukee, WI) "	--	--	--	--	--	--	--	--	--	--	17.30%	--	--	100.00%	39.80%	"88,670"	"15,304"	--	--	--	--	--	--	--	"$5,055,703 "	"$25,262 "	"$8,286,233 "	--	--	--	--	--	"$7,259,440 "	"$28,388,911 "	"$28,388,911 "	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$52,318 "	"$6,414,969 "	$0 	"$91,454 "	$0 	"$1,371,892 "	$0 	"$2,296,986 "	"$13,975,169 "	25.00%	31.90%	21.20%	83.50%	31.40%	"114,581"	"28,602"	"$58,447,736 "	--	--	--	--	--	--	"$54,650,775 "	"$154,937 "	"$54,631,732 "	$0 	"$28,438,305 "	$0 	"$44,806,492 "	$0 	"$95,746,904 "	"$185,933,229 "	"$191,462,656 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	$0 	"$35,000 "	"$2,642,150 "	$0 	"$3,100 "	$0 	"$339,268 "	$0 	"$8,427,317 "	"$16,789,774 "	9.50%	6.90%	9.20%	100.00%	23.80%	"303,519"	"28,831"	"$48,917,733 "	0	$0 	0	$0 	0	$0 	"$20,839,504 "	"$47,176 "	"$85,190,920 "	$0 	"$50,528,869 "	$0 	"$19,422,903 "	$0 	"$106,192,631 "	"$205,304,930 "	"$207,932,051 "	--	--	--
"Northeastern University (Boston, MA) "	"$771,875 "	$200 	$0 	$0 	"$41,382 "	$0 	"$417,175 "	"$182,910 "	"$507,498 "	"$3,163,687 "	12.50%	11.90%	12.20%	85.00%	26.90%	"156,383"	"19,488"	"$5,412,803 "	770	"$306,696 "	226	"$249,558 "	996	"$556,254 "	"$4,707,089 "	"$16,377 "	"$6,953,734 "	$600 	"$6,069,468 "	"$41,135 "	"$2,687,114 "	"$310,995 "	"$13,981,106 "	"$20,142,316 "	"$20,983,664 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	18.70%	--	--	63.50%	23.20%	"164,866"	"30,836"	--	--	--	--	--	--	--	"$32,725,312 "	"$112,612 "	"$52,704,417 "	--	--	--	--	--	"$90,775,386 "	"$172,914,010 "	"$176,110,951 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pacific University (Forest Grove, OR) "	$0 	"$3,000 "	$0 	"$2,807 "	$0 	$60 	"$29,430 "	"$4,463 "	"$5,297 "	"$182,152 "	12.70%	13.10%	11.10%	86.30%	34.90%	"12,327"	"1,563"	"$3,927,075 "	948	"$40,428 "	0	$0 	948	"$40,428 "	"$603,041 "	"$14,300 "	"$302,332 "	$0 	"$141,914 "	"$4,630 "	"$202,746 "	"$43,734 "	"$1,704,862 "	"$11,266,740 "	"$11,546,678 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$22,497 "	$0 	$0 	$0 	$0 	$0 	"$56,323 "	"$4,470 "	"$130,812 "	"$1,083,568 "	9.10%	14.40%	7.70%	91.10%	8.80%	"69,820"	"6,348"	"$1,643,731 "	505	"$373,699 "	88	"$216,690 "	593	"$590,389 "	"$1,221,799 "	"$22,356 "	"$6,583,478 "	$500 	"$1,734,245 "	"$11,970 "	"$957,335 "	"$72,446 "	"$9,693,833 "	"$18,778,477 "	"$23,172,252 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$7,025 "	$0 	$0 	$0 	"$21,629 "	$0 	"$258,320 "	"$9,960 "	"$78,920 "	"$865,670 "	12.30%	--	12.10%	100.00%	49.90%	"27,090"	"3,337"	"$11,379,078 "	113	"$11,517 "	0	$0 	113	"$11,517 "	"$1,077,279 "	"$36,954 "	"$1,145,515 "	$50 	"$726,765 "	$863 	"$946,861 "	"$11,518 "	"$2,854,687 "	"$22,798,359 "	"$22,805,732 "	--	--	--
"Princeton University (Princeton, NJ) "	"$1,062,244 "	"$346,568 "	"$98,227 "	$0 	"$500,239 "	"$29,266 "	"$328,743 "	"$939,169 "	"$73,135 "	"$27,035,456 "	45.80%	61.30%	45.60%	98.70%	50.00%	"72,353"	"33,161"	"$112,746,184 "	--	--	--	--	--	--	"$10,617,667 "	"$77,718 "	"$48,210,933 "	"$111,000 "	"$25,103,478 "	"$79,083 "	"$10,009,510 "	"$1,376,760 "	"$68,743,326 "	"$225,696,149 "	"$227,532,267 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$213,661 "	$0 	"$17,395 "	$0 	"$5,145 "	$0 	"$82,937 "	"$44,804 "	"$189,658 "	"$3,328,437 "	14.30%	19.90%	14.10%	59.20%	20.60%	"77,840"	"11,159"	"$8,140,511 "	--	--	--	--	--	--	"$12,722,485 "	"$27,365 "	"$6,044,121 "	"$5,025 "	"$3,478,121 "	"$10,763 "	"$6,401,369 "	"$83,382 "	"$25,718,298 "	"$39,561,343 "	"$41,079,065 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Samford University (Birmingham, AL) "	"$67,994 "	$0 	$0 	"$1,000 "	"$1,856 "	"$27,800 "	"$79,624 "	"$15,090 "	"$220,173 "	"$645,085 "	8.30%	--	8.00%	84.50%	8.30%	"41,642"	"3,458"	"$1,063,656 "	318	"$71,373 "	0	$0 	318	"$71,373 "	"$525,177 "	"$28,061 "	"$4,720,582 "	"$5,000 "	"$4,624,582 "	"$10,485 "	"$392,923 "	"$71,373 "	"$11,330,524 "	"$12,834,269 "	"$12,845,511 "	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	13.10%	--	--	100.00%	25.50%	"57,426"	"7,497"	--	--	--	--	--	--	--	"$2,019,023 "	"$19,186 "	"$3,736,568 "	--	--	--	--	--	"$8,220,589 "	"$10,155,680 "	"$10,155,680 "	--	--	--
