Private Research/Doctoral / FY2002 																																						
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Boston College (Chestnut Hill, MA) "	"$1,250,451 "	"$10,000 "	$0 	$0 	"$4,365 "	$0 	"$122,592 "	"$2,658,378 "	"$231,598 "	"$8,292,340 "	21.20%	23.50%	19.50%	96.50%	--	"129,743"	"27,564"	"$22,870,270 "	"4,623"	"$4,260,542 "	354	--	--	--	"$11,060,900 "	"$21,691 "	"$9,372,623 "	"$228,990 "	"$1,777,176 "	"$785,230 "	"$8,208,852 "	"$4,374,416 "	"$20,766,658 "	--	"$56,013,610 "	--	--	--
"Boston University (Boston, MA) "	--	--	--	--	--	--	--	--	--	--	10.60%	--	--	97.60%	--	"232,443"	"24,576"	--	--	--	--	--	--	--	"$22,470,932 "	"$29,693 "	"$29,093,092 "	--	--	--	--	--	"$62,389,628 "	--	"$90,589,488 "	--	--	--
"Brandeis University (Waltham, MA) "	"$34,060 "	"$4,500 "	$250 	$0 	"$1,908 "	$100 	"$54,119 "	$0 	"$426,750 "	"$2,196,132 "	23.30%	27.20%	22.70%	99.40%	--	"31,268"	"7,283"	"$4,698,154 "	0	$0 	0	--	--	--	"$6,572,000 "	"$32,547 "	"$38,861,628 "	$0 	"$18,105,781 "	$0 	"$3,700,205 "	$0 	"$30,531,510 "	--	"$63,354,105 "	--	--	--
"Brown University (Providence, RI) "	"$655,497 "	$0 	"$13,721 "	$645 	"$129,443 "	"$138,743 "	"$332,036 "	"$1,424,752 "	"$940,040 "	"$13,297,558 "	31.60%	36.00%	31.30%	98.00%	--	"70,218"	"22,211"	"$21,367,706 "	"3,615"	"$2,817,437 "	389	--	--	--	"$11,950,243 "	"$44,941 "	"$39,629,900 "	"$598,350 "	"$24,005,349 "	"$177,792 "	"$8,763,994 "	"$2,817,437 "	"$51,789,160 "	--	"$85,044,402 "	--	--	--
"California Inst. of Integral Studies (San Francisco, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"California Institute of Technology (Pasadena, CA) "	$0 	$0 	"$1,018,485 "	"$33,450 "	"$206,574 "	"$42,000 "	"$273,468 "	$0 	"$531,299 "	"$3,623,213 "	21.80%	26.10%	21.50%	72.00%	--	"25,013"	"5,465"	"$14,558,398 "	0	$0 	0	--	--	--	"$6,852,758 "	"$214,100 "	"$46,228,896 "	$0 	"$29,060,039 "	$0 	"$3,712,753 "	$0 	"$58,638,754 "	--	"$113,259,958 "	--	--	--
"Carnegie-Mellon University (Pittsburgh, PA) "	"$805,761 "	$0 	$0 	$0 	"$47,510 "	$0 	"$174,973 "	$0 	"$593,481 "	"$3,394,069 "	24.20%	23.90%	21.20%	95.80%	--	"49,778"	"12,047"	"$6,610,339 "	0	$0 	0	--	--	--	"$11,358,416 "	"$57,318 "	"$9,495,481 "	$0 	"$8,427,821 "	$0 	"$7,667,187 "	$0 	"$22,784,311 "	--	"$36,293,942 "	--	--	--
"Case Western Reserve University (Cleveland, OH) "	"$1,874,451 "	"$178,750 "	"$53,975 "	$0 	"$10,300 "	"$90,000 "	$0 	$0 	"$647,374 "	"$8,647,796 "	21.40%	25.80%	21.00%	80.40%	--	"97,946"	"20,929"	"$15,197,553 "	0	$0 	0	--	--	--	"$19,420,542 "	"$53,457 "	"$31,908,060 "	$0 	"$24,231,696 "	$0 	"$16,639,683 "	$0 	"$65,083,179 "	--	"$100,130,987 "	--	--	--
"Catholic University of America (Washington, DC) "	"$590,931 "	$0 	$0 	$0 	$600 	$0 	$0 	"$76,515 "	$0 	"$1,137,223 "	8.20%	--	8.10%	52.20%	--	"70,884"	"5,800"	"$7,966,802 "	622	"$164,595 "	0	--	--	--	"$550,072 "	"$26,028 "	"$1,330,305 "	"$26,100 "	"$1,203,404 "	"$8,935 "	"$526,972 "	"$164,595 "	"$11,246,973 "	--	"$20,255,764 "	--	--	--
"Claremont Graduate University (Claremont, CA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark Atlanta University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Clark University (Worcester, MA) "	"$94,649 "	$0 	$0 	$0 	"$45,841 "	"$5,000 "	"$173,066 "	"$11,311 "	"$28,439 "	"$1,328,705 "	20.50%	24.30%	18.90%	87.60%	--	"28,308"	"5,792"	"$6,424,483 "	--	--	1	--	--	--	"$540,669 "	"$18,719 "	"$3,566,243 "	$0 	"$2,048,566 "	$250 	"$291,357 "	"$21,295 "	"$4,046,109 "	--	"$15,608,868 "	--	--	--
"Clarkson University (Potsdam, NY) "	"$98,267 "	$0 	$0 	"$1,517 "	$0 	$0 	"$5,025 "	"$27,411 "	"$32,100 "	"$1,107,707 "	20.90%	--	16.80%	71.90%	--	"35,221"	"7,369"	"$2,709,163 "	0	$0 	0	--	--	--	"$4,815,799 "	"$27,666 "	"$635,625 "	$0 	"$165,625 "	"$3,370 "	"$4,040,952 "	"$66,532 "	"$5,838,070 "	--	"$10,197,433 "	--	--	--
"Columbia University (New York, NY) "	"$482,240 "	"$270,619 "	"$3,104,335 "	--	"$143,239 "	"$3,611,308 "	"$2,897,144 "	"$756,174 "	"$6,238,729 "	"$33,922,309 "	13.80%	--	12.60%	82.30%	--	"250,440"	"34,668"	"$77,598,747 "	"1,221"	"$921,793 "	25	--	--	--	"$25,148,466 "	"$90,699 "	"$74,648,511 "	"$3,250 "	"$65,155,316 "	"$32,246 "	"$22,514,503 "	"$921,974 "	"$181,236,325 "	--	"$271,231,231 "	--	--	--
"Cornell University (Ithaca, NY) "	--	--	--	--	--	--	--	--	--	--	27.50%	--	--	88.00%	--	"178,824"	"49,159"	--	--	--	--	--	--	--	"$33,191,773 "	"$91,157 "	"$52,794,964 "	--	--	--	--	--	"$252,246,904 "	--	"$363,031,766 "	--	--	--
"Dartmouth College (Hanover, NH) "	"$3,514,016 "	"$322,212 "	"$50,907 "	"$175,651 "	"$64,822 "	"$202,390 "	"$271,881 "	"$881,373 "	"$2,526,789 "	"$24,811,933 "	40.90%	--	40.30%	94.80%	--	"59,841"	"24,492"	"$45,481,516 "	200	"$30,244 "	0	--	--	--	"$7,320,052 "	"$80,272 "	"$18,939,098 "	"$105,575 "	"$13,820,442 "	"$98,012 "	"$6,652,672 "	"$1,448,375 "	"$54,221,013 "	--	"$85,927,499 "	--	--	--
"De Paul University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Drexel University (Philadelphia, PA) "	"$154,436 "	"$115,000 "	"$2,700 "	"$8,847 "	$805 	"$40,000 "	"$31,756 "	"$72,702 "	"$442,477 "	"$1,905,869 "	18.90%	19.80%	18.70%	84.70%	--	"64,313"	"12,161"	"$3,060,634 "	412	"$155,738 "	27	--	--	--	"$7,454,659 "	"$16,705 "	"$4,447,493 "	"$3,000 "	"$3,472,622 "	"$161,450 "	"$6,558,671 "	"$284,878 "	"$16,105,138 "	--	"$23,868,017 "	--	--	--
"Duke Univ-Divinity School (Durham, NC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Duke University (Durham, NC) "	"$1,515,510 "	$0 	$0 	"$1,753 "	"$32,021 "	"$113,714 "	"$214,217 "	"$6,454,492 "	"$982,258 "	"$21,776,958 "	37.50%	45.20%	34.90%	99.30%	--	"120,478"	"45,171"	"$51,800,041 "	--	--	--	--	--	--	"$48,611,557 "	"$83,456 "	"$114,001,210 "	"$1,706,630 "	"$75,295,515 "	"$934,793 "	"$38,251,350 "	"$12,619,718 "	"$167,328,178 "	--	"$264,580,048 "	--	--	--
"Duquesne University (Pittsburgh, PA) "	"$234,300 "	$0 	$0 	$0 	"$1,516 "	$0 	"$19,245 "	"$78,262 "	"$130,626 "	"$891,960 "	15.00%	17.10%	13.80%	95.20%	--	"61,171"	"9,196"	"$2,388,903 "	842	"$175,390 "	2	--	--	--	"$1,820,791 "	"$14,254 "	"$5,332,824 "	"$1,861 "	"$3,733,624 "	"$37,209 "	"$1,149,775 "	"$175,390 "	"$7,158,901 "	--	"$13,643,411 "	--	--	--
"Emory University (Atlanta, GA) "	--	--	--	--	--	--	--	--	--	--	20.10%	--	--	88.30%	--	"78,687"	"15,852"	--	--	--	--	--	--	--	"$10,029,763 "	"$66,668 "	"$154,125,014 "	--	--	--	--	--	"$62,066,613 "	--	"$210,372,283 "	--	--	--
"Florida Institute of Technology (Melbourne, FL) "	"$2,065 "	$0 	$0 	"$5,717 "	"$4,837 "	$0 	$616 	"$7,317 "	$639 	"$103,134 "	5.00%	--	--	74.80%	--	"26,837"	"1,350"	"$301,171 "	--	--	--	--	--	--	"$2,585,733 "	"$16,885 "	"$4,518,439 "	$0 	"$153,650 "	"$50,453 "	"$709,397 "	"$73,169 "	"$1,264,798 "	--	"$10,495,110 "	--	--	--
"Fordham University (Bronx, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"George Fox University (Newberg, OR) "	$0 	$0 	$0 	$0 	$0 	$0 	$0 	$0 	"$27,190 "	"$165,838 "	9.50%	--	--	69.80%	--	"14,292"	"1,364"	"$271,481 "	0	$0 	0	--	--	--	"$215,903 "	"$13,608 "	"$2,101,283 "	$0 	"$632,108 "	$0 	"$156,556 "	$0 	"$2,078,742 "	--	"$4,597,744 "	--	--	--
"Georgetown University (Washington, DC) "	"$5,622,321 "	$320 	"$568,190 "	"$24,641 "	"$719,608 "	$50 	"$324,156 "	"$1,139,452 "	"$1,585,623 "	"$10,009,054 "	20.30%	29.80%	20.10%	99.60%	--	"108,850"	"22,088"	"$20,022,096 "	"3,359"	"$2,041,864 "	372	--	--	--	"$10,582,384 "	"$46,028 "	"$29,460,795 "	"$126,050 "	"$19,390,361 "	"$224,638 "	"$6,536,392 "	"$2,008,459 "	"$44,638,932 "	--	"$78,896,452 "	--	--	--
"Golden Gate University (San Francisco, CA) "	"$166,596 "	"$2,625 "	$0 	$377 	"$2,576 "	$0 	"$38,699 "	$0 	$550 	"$351,116 "	2.70%	--	--	81.90%	--	"57,143"	"1,526"	"$369,877 "	0	$0 	0	--	--	--	"$96,703 "	"$10,194 "	"$1,869,125 "	$0 	"$1,845,625 "	$0 	"$96,703 "	$0 	"$2,495,537 "	--	"$2,542,396 "	--	--	--
"Harvard University (Cambridge, MA) "	--	--	--	--	--	--	--	--	--	"$41,943,715 "	26.10%	--	24.60%	96.70%	--	"268,375"	"70,027"	"$139,157,610 "	--	--	--	--	--	--	"$41,250,111 "	"$117,045 "	"$126,228,313 "	--	"$91,781,961 "	--	"$27,999,733 "	--	"$217,206,372 "	--	"$477,617,144 "	--	--	--
"Hofstra University (Hempstead, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Howard University (Washington, DC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Illinois Institute of Technology (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Immaculata University (Immaculata, PA) "	--	--	--	--	--	--	--	--	--	--	20.50%	--	--	65.60%	--	"10,627"	"2,178"	--	--	--	--	--	--	--	"$160,115 "	"$5,939 "	"$153,600 "	--	--	--	--	--	"$437,053 "	--	"$2,788,458 "	--	--	--
"Inter American Univ of Puerto Rico (San Juan, PR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johns Hopkins University (Baltimore, MD) "	"$17,985,266 "	"$1,075 "	"$588,080 "	$0 	"$295,025 "	$0 	"$999,234 "	"$152,096 "	$0 	"$31,904,683 "	18.00%	--	16.90%	94.30%	--	"103,423"	"18,575"	"$60,690,516 "	875	"$242,401 "	52	--	--	--	"$26,528,416 "	"$123,466 "	"$92,099,635 "	"$6,150 "	"$65,597,385 "	"$23,172 "	"$18,580,480 "	"$242,401 "	"$207,565,064 "	--	"$318,687,392 "	--	--	--
"Lehigh University (Bethlehem, PA) "	"$325,944 "	"$2,475 "	$0 	$0 	"$7,116 "	"$727,892 "	"$333,759 "	"$366,349 "	"$572,079 "	"$4,961,365 "	30.90%	38.90%	30.00%	83.50%	63.60%	"48,497"	"14,986"	"$21,049,072 "	"1,703"	"$474,394 "	10	--	"1,713"	"$474,394 "	"$5,573,158 "	"$35,055 "	"$4,442,368 "	"$70,888 "	"$2,903,901 "	"$17,938 "	"$1,700,419 "	"$494,654 "	"$10,261,544 "	"$31,418,322 "	"$32,471,322 "	--	--	--
"Loyola University of Chicago (Chicago, IL) "	"$5,185 "	$0 	"$9,385 "	$0 	"$6,641 "	$0 	"$117,247 "	"$55,220 "	"$1,089,086 "	"$1,889,756 "	8.00%	--	6.80%	89.20%	--	"105,549"	"8,415"	"$3,957,666 "	714	"$91,374 "	0	--	--	--	"$3,691,295 "	"$24,315 "	"$5,524,563 "	$450 	"$4,074,996 "	"$9,150 "	"$3,476,109 "	"$91,374 "	"$14,748,988 "	--	"$22,351,578 "	--	--	--
"Marquette University (Milwaukee, WI) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Massachusetts Institute of Technology (Cambridge, MA) "	$0 	"$37,578 "	"$4,797,256 "	$0 	"$231,403 "	$0 	"$1,466,696 "	$0 	"$1,928,602 "	"$12,675,131 "	25.50%	33.40%	21.10%	83.30%	--	"113,044"	"28,851"	"$76,688,684 "	0	$0 	0	--	--	--	"$53,597,929 "	"$142,279 "	"$64,513,701 "	$0 	"$31,349,519 "	$0 	"$44,491,971 "	$0 	"$101,254,696 "	--	"$220,572,527 "	--	--	--
"New School University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New York University (New York, NY) "	$0 	$0 	"$2,648,372 "	$0 	$225 	$0 	"$416,873 "	$0 	"$10,202,080 "	"$18,313,816 "	12.20%	13.30%	4.10%	100.00%	--	"284,980"	"34,785"	"$36,583,182 "	--	--	--	--	--	--	"$24,586,410 "	"$43,660 "	"$138,580,167 "	$0 	"$50,019,729 "	$0 	"$22,714,029 "	$0 	"$115,461,733 "	--	"$251,407,906 "	--	--	--
"Northeastern University (Boston, MA) "	"$842,448 "	$100 	$0 	$0 	"$9,963 "	$0 	"$440,453 "	"$217,472 "	"$672,982 "	"$3,571,971 "	13.90%	13.30%	13.50%	87.10%	--	"145,486"	"20,213"	"$8,923,266 "	703	"$322,985 "	340	--	--	--	"$11,741,517 "	"$14,323 "	"$4,815,004 "	"$4,175 "	"$4,680,754 "	"$27,332 "	"$2,900,256 "	"$333,255 "	"$12,205,675 "	--	"$27,701,468 "	--	--	--
"Northwestern University (Evanston, IL) "	--	--	--	--	--	--	--	--	--	--	18.40%	--	--	68.70%	--	"162,682"	"29,985"	--	--	--	--	--	--	--	"$54,168,448 "	"$95,208 "	"$52,969,629 "	--	--	--	--	--	"$71,654,331 "	--	"$183,335,484 "	--	--	--
"Nova Southeastern University (Fort Lauderdale, FL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Oral Roberts University Sch of Theol (Tulsa, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pace University (New York, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pacific University (Forest Grove, OR) "	$240 	"$1,170 "	$0 	"$6,675 "	$0 	$135 	$663 	$500 	"$132,290 "	"$310,232 "	16.20%	16.90%	14.00%	96.10%	--	"11,258"	"1,825"	"$5,394,184 "	1	$500 	0	--	--	--	"$333,857 "	"$15,490 "	"$470,055 "	$0 	"$461,356 "	$250 	"$261,610 "	"$1,250 "	"$1,874,032 "	--	"$11,595,069 "	--	--	--
"Pepperdine University (Malibu, CA) "	"$42,556 "	$0 	$0 	$0 	$100 	$0 	"$43,552 "	"$6,526 "	"$118,045 "	"$966,841 "	9.00%	14.90%	7.50%	91.20%	--	"65,750"	"5,893"	"$2,490,767 "	68	"$60,388 "	0	--	--	--	"$1,161,484 "	"$22,219 "	"$7,665,473 "	$750 	"$4,327,323 "	"$31,633 "	"$878,512 "	"$68,710 "	"$15,522,363 "	--	"$26,863,510 "	--	--	--
"Polytechnic Institute of New York University (Brooklyn, NY) "	"$106,660 "	$0 	$0 	$0 	"$21,614 "	$0 	"$309,685 "	"$12,810 "	"$2,220 "	"$907,643 "	12.60%	--	11.80%	77.70%	--	"28,309"	"3,575"	"$3,970,312 "	120	"$13,305 "	3	--	--	--	"$1,503,024 "	"$31,223 "	"$1,462,150 "	$0 	"$289,650 "	$325 	"$1,336,826 "	"$13,755 "	"$3,043,444 "	--	"$8,017,538 "	--	--	--
"Princeton University (Princeton, NJ) "	"$1,960,699 "	"$256,483 "	"$1,030,581 "	$0 	"$632,088 "	"$14,010 "	"$131,815 "	$0 	$0 	"$24,875,692 "	46.70%	58.30%	46.70%	100.00%	--	"70,453"	"32,868"	"$111,677,790 "	0	$0 	0	--	--	--	"$19,824,100 "	"$65,094 "	"$36,350,276 "	$0 	"$22,301,700 "	$0 	"$12,478,236 "	$0 	"$65,081,066 "	--	"$185,223,317 "	--	--	--
"Regent University (Virginia Beach, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rensselaer Polytechnic Institute (Troy, NY) "	"$118,127 "	$0 	"$9,612 "	$0 	"$4,708 "	$0 	"$74,349 "	"$49,688 "	"$68,840 "	"$7,422,801 "	16.30%	22.60%	16.10%	63.30%	--	"71,210"	"11,605"	"$13,152,685 "	376	"$80,592 "	0	--	--	--	"$17,455,719 "	"$30,130 "	"$5,301,155 "	$0 	"$3,095,155 "	"$12,375 "	"$6,307,010 "	"$80,592 "	"$36,552,767 "	--	"$57,166,561 "	--	--	--
"Saint John's University (Jamaica, NY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Saint Louis University (St. Louis, MO) "	"$290,411 "	"$354,213 "	"$36,439 "	"$16,486 "	"$2,815 "	"$95,392 "	"$203,890 "	"$173,656 "	"$3,874,712 "	"$5,818,878 "	11.50%	--	--	69.60%	--	"123,686"	"14,259"	"$8,864,406 "	--	--	--	--	--	--	"$2,704,766 "	"$24,497 "	"$6,884,634 "	$100 	"$4,865,397 "	"$89,989 "	"$2,136,310 "	"$433,771 "	"$16,703,489 "	--	"$24,110,291 "	--	--	--
"Saint Mary's University of Minnesota (Winona, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Samford University (Birmingham, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Seton Hall School of Religion (South Orange) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Seton Hall University (South Orange, NJ) "	--	--	--	--	--	--	--	--	--	--	14.40%	--	--	100.00%	--	"56,154"	"8,074"	--	--	--	--	--	--	--	"$2,148,608 "	"$18,674 "	"$1,721,642 "	--	--	--	--	--	"$6,075,211 "	--	"$9,756,879 "	--	--	--
"Southern Methodist University (Dallas, TX) "	--	--	--	--	--	--	--	--	--	"$4,380,549 "	17.00%	--	16.20%	93.60%	--	"71,634"	"12,152"	"$17,961,362 "	--	--	--	--	--	--	"$7,681,790 "	"$19,918 "	"$26,447,284 "	--	"$3,063,748 "	--	"$2,377,395 "	--	"$13,963,849 "	--	"$61,412,524 "	--	--	--
"Spalding University (Louisville, KY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Stanford University (Stanford, CA) "	"$40,280,934 "	"$200,877 "	"$7,050,732 "	$0 	"$82,942 "	"$40,000 "	"$2,106,864 "	"$162,199 "	"$52,093 "	"$64,360,318 "	30.10%	39.20%	28.90%	98.90%	--	"150,158"	"45,243"	"$119,070,642 "	"8,447"	"$7,218,948 "	705	--	--	--	"$34,659,750 "	"$96,527 "	"$82,544,952 "	"$1,200 "	"$56,059,920 "	"$405,165 "	"$28,860,714 "	"$657,066 "	"$215,010,501 "	--	"$454,769,878 "	--	--	--
"Stevens Institute of Technology (Hoboken, NJ) "	"$2,524 "	$50 	$150 	$0 	"$1,175 "	$0 	"$359,774 "	$0 	"$59,917 "	"$1,478,633 "	26.80%	--	23.80%	95.70%	--	"12,282"	"3,291"	"$4,426,146 "	0	$0 	0	--	--	--	"$2,953,399 "	"$22,089 "	"$1,383,203 "	$0 	"$741,233 "	$0 	"$506,349 "	$0 	"$4,374,712 "	--	"$14,937,944 "	--	--	--
"Syracuse University (Syracuse, NY) "	"$2,019,558 "	"$2,500 "	"$1,496 "	$0 	"$89,696 "	$0 	"$773,682 "	"$5,305 "	"$1,900,185 "	"$7,589,742 "	11.80%	12.10%	11.00%	98.20%	--	"178,392"	"21,006"	"$15,237,849 "	"5,447"	"$4,664,981 "	373	--	--	--	"$7,933,408 "	"$23,157 "	"$9,082,424 "	$550 	"$4,652,766 "	"$19,452 "	"$5,986,626 "	"$32,817 "	"$22,160,461 "	--	"$38,784,797 "	--	--	--
"Teachers College, Columbia University (New York, NY) "	"$12,071 "	$0 	"$5,000 "	$0 	"$34,500 "	$75 	"$106,779 "	$0 	"$5,104,013 "	"$7,244,108 "	5.90%	--	5.80%	46.60%	--	"96,668"	"5,676"	"$10,052,144 "	--	--	--	--	--	--	"$1,773,709 "	"$17,869 "	"$12,579,941 "	$0 	"$7,670,196 "	$0 	"$1,757,663 "	$0 	"$16,910,218 "	--	"$24,848,581 "	--	--	--
