Public Master's / FY2004 																																					
Institution	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Curr	  Alumni: Current	  Alumni Participation 	  Undergraduate	  Alumni Donors	  Percentage	  Alumni Giving	  # Alumni of	  # Alumni Donors 	  Alumni: Total	  Athletics/Curr	  Athletics/Curr	  Athletics/Cap	  Athletics/Cap	  Athletics/Total:	  Athletics/Total	  Corporations:	  Expenditures	  Foundations:	  Foundations:	  Foundations:	  Corporations:	  Corporations:	  Total Curr	  Total Current	  Grand Total	  Grand Total	  Parents (incl.	  Parents (incl.	  Parents (incl.
"Fort Hays State University (Hays, KS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Fort Valley State University (Fort Valley, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Framingham State College (Framingham, MA) "	--	--	--	--	--	--	--	--	--	7.60%	--	--	75.30%	42.70%	"32,277"	"2,456"	--	--	--	--	--	--	--	"$57,515 "	"$6,668 "	"$40,000 "	--	--	--	--	--	"$314,189 "	"$314,189 "	"$314,189 "	--	--	--
"Francis Marion College (Florence, SC) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Frostburg State University (Frostburg, MD) "	"$9,413 "	$0 	$0 	"$8,720 "	$1 	"$6,422 "	"$4,817 "	"$3,194 "	"$152,316 "	10.40%	--	10.10%	82.00%	23.40%	"22,096"	"2,308"	"$287,628 "	--	--	--	--	--	--	"$565,434 "	"$9,986 "	"$67,773 "	$0 	$100 	"$10,351 "	"$531,634 "	"$44,937 "	"$820,472 "	"$1,228,150 "	"$1,228,150 "	--	--	--
"Georgia College & State University (Milledgeville, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Georgia Southwestern State University (Americus, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Governors State University (Park Forest South, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Grambling State University (Grambling, LA) "	--	--	--	--	--	--	--	--	--	0.20%	--	--	0.20%	15.80%	"35,105"	62	--	--	--	--	--	--	--	"$120,673 "	"$11,821 "	"$9,300 "	--	--	--	--	--	"$190,858 "	"$291,558 "	"$291,558 "	--	--	--
"Grand Valley State University (Allendale, MI) "	$0 	$0 	"$1,385 "	$0 	$0 	"$3,532 "	$19 	"$73,890 "	"$345,887 "	6.00%	--	6.10%	9.20%	3.10%	"49,095"	"2,933"	"$570,342 "	1	$19 	3	"$28,895 "	4	"$28,914 "	"$4,074,108 "	"$10,508 "	"$5,629,922 "	$0 	"$524,794 "	$0 	"$789,337 "	$19 	"$4,314,595 "	"$18,514,596 "	"$18,514,596 "	--	--	--
"Henderson State University (Arkadelphia, AR) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Jacksonville State University (Jacksonville, AL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"James Madison University (Harrisonburg, VA) "	"$454,734 "	$0 	$0 	"$4,872 "	$50 	"$36,061 "	"$240,510 "	$0 	"$1,040,622 "	9.10%	--	8.70%	88.80%	21.40%	"79,461"	"7,220"	"$1,923,816 "	"3,824"	"$714,470 "	123	"$1,828,522 "	"3,947"	"$2,542,992 "	"$1,623,897 "	"$8,517 "	"$1,241,635 "	"$5,543 "	"$177,121 "	"$174,824 "	"$1,090,323 "	"$685,867 "	"$4,792,102 "	"$9,007,054 "	"$9,121,941 "	--	--	--
"Jersey City State College (Jersey City, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Johnson State College (Johnson, VT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kean University (Union, NJ) "	"$1,590 "	$0 	$0 	"$2,046 "	$350 	"$36,634 "	"$11,957 "	"$5,858 "	"$262,014 "	9.10%	--	9.10%	100.00%	16.00%	"54,100"	"4,935"	"$334,853 "	--	$0 	--	$0 	--	$0 	"$397,645 "	"$10,960 "	"$598,460 "	"$1,800 "	"$585,110 "	"$61,257 "	"$335,570 "	"$90,853 "	"$1,637,159 "	"$2,087,351 "	"$2,087,351 "	--	--	--
"Keene State College (Keene, NH) "	--	--	--	--	--	--	--	--	--	13.10%	--	--	98.80%	14.60%	"20,369"	"2,665"	--	--	--	--	--	--	--	"$677,739 "	"$12,611 "	"$594,438 "	--	--	--	--	--	"$848,308 "	"$1,948,323 "	"$1,948,323 "	--	--	--
"Kennesaw State University (Marietta, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Kutztown Univ. of Pennsylvania (Kutztown, PA) "	"$21,910 "	$0 	$0 	"$1,190 "	$0 	"$37,376 "	"$35,779 "	$0 	"$1,078,523 "	14.00%	14.30%	13.10%	89.60%	36.40%	"41,595"	"5,830"	"$1,384,127 "	702	"$101,210 "	0	$0 	702	"$101,210 "	"$754,246 "	"$11,959 "	"$763,263 "	$0 	"$200,546 "	"$51,236 "	"$431,455 "	"$336,132 "	"$2,202,925 "	"$3,804,661 "	"$3,809,209 "	--	--	--
"La St Univ, Shreveport (LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lamar University (Beaumont, TX) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lincoln University (Lincoln University, PA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lincoln University (Jefferson City, MO) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Lock Haven Univ. of Pennsylvania (Lock Haven, PA) "	"$10,020 "	$0 	$0 	"$43,573 "	$0 	"$82,215 "	"$85,742 "	"$36,200 "	"$261,878 "	13.80%	13.80%	3.80%	89.50%	27.70%	"16,932"	"2,341"	"$622,705 "	--	--	--	--	--	--	"$260,663 "	"$12,862 "	"$198,676 "	"$1,000 "	"$19,075 "	"$28,875 "	"$204,601 "	"$164,368 "	"$950,013 "	"$2,248,795 "	"$2,248,795 "	--	--	--
"Longwood University (Farmville, VA) "	"$37,208 "	"$12,501 "	$0 	"$3,300 "	"$1,665 "	"$6,581 "	"$38,122 "	"$15,768 "	"$580,588 "	21.20%	--	20.70%	93.30%	60.60%	"23,908"	"5,063"	"$1,924,392 "	780	"$102,114 "	17	"$11,557 "	797	"$113,671 "	"$262,624 "	"$8,640 "	"$532,000 "	$0 	"$185,250 "	"$31,312 "	"$133,461 "	"$102,214 "	"$1,157,982 "	"$3,174,099 "	"$3,174,099 "	--	--	--
"Mansfield Univ. of Pennsylvania (Mansfield, PA) "	"$31,428 "	$0 	$0 	"$1,967 "	$0 	"$26,514 "	"$12,683 "	"$25,504 "	"$317,583 "	15.40%	12.50%	15.10%	86.80%	35.60%	"20,509"	"3,152"	"$437,317 "	--	--	--	--	--	--	"$379,718 "	"$10,832 "	"$90,055 "	$0 	"$19,055 "	"$36,963 "	"$304,817 "	"$57,788 "	"$785,712 "	"$1,227,482 "	"$1,236,166 "	--	--	--
"Marshall University (Huntington, WV) "	"$313,686 "	$100 	$0 	"$4,251 "	$0 	"$31,110 "	$0 	"$439,237 "	"$1,009,936 "	6.40%	--	6.20%	100.00%	19.30%	"68,573"	"4,415"	"$1,259,048 "	0	$0 	0	$0 	0	$0 	"$772,137 "	"$11,023 "	"$3,067,318 "	$0 	"$2,295,902 "	$0 	"$591,108 "	$0 	"$4,628,572 "	"$6,532,746 "	"$6,532,746 "	--	--	--
"McNeese State University (Lake Charles, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Middle Tennessee State University (Murfreesboro, TN) "	"$118,169 "	"$8,245 "	$0 	"$1,599 "	"$10,140 "	"$71,986 "	"$235,966 "	"$27,356 "	"$509,574 "	4.50%	4.50%	4.20%	84.90%	22.30%	"73,411"	"3,314"	"$1,465,134 "	"1,525"	"$523,947 "	0	$0 	"1,525"	"$523,947 "	"$1,975,427 "	"$9,694 "	"$2,016,784 "	"$25,014 "	"$1,924,644 "	"$140,938 "	"$1,830,230 "	"$536,942 "	"$4,932,481 "	"$6,564,599 "	"$6,564,599 "	--	--	--
"Midwestern State University (Wichita Falls, TX) "	--	--	--	--	--	--	--	--	--	4.70%	--	--	95.30%	15.00%	"24,435"	"1,156"	--	--	--	--	--	--	--	"$102,850 "	"$7,428 "	"$1,549,318 "	--	--	--	--	--	"$1,936,344 "	"$3,850,546 "	"$3,850,546 "	--	--	--
"Millersville Univ. of Pennsylvania (Millersville, PA) "	"$2,104 "	$156 	$375 	"$1,707 "	$115 	"$23,937 "	$450 	"$9,899 "	"$219,006 "	8.90%	--	6.80%	86.30%	28.10%	"48,869"	"4,344"	"$641,295 "	11	"$1,245 "	0	$0 	11	"$1,245 "	"$509,279 "	"$12,343 "	"$439,808 "	$0 	"$188,308 "	$100 	"$196,852 "	"$1,245 "	"$942,215 "	"$2,280,943 "	"$2,298,899 "	--	--	--
"Minot State University (Minot, ND) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Mississippi University for Women (Columbus, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Mississippi Valley State University (Itta Bena, MS) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Missouri State University (Springfield, MO) "	"$378,160 "	$80 	"$2,095 "	"$11,788 "	$0 	"$102,159 "	"$595,142 "	"$381,740 "	"$1,613,611 "	8.30%	--	7.80%	55.60%	25.50%	"87,442"	"7,244"	"$2,422,523 "	"4,489"	"$1,993,018 "	133	"$388,656 "	"4,622"	"$2,381,674 "	"$3,281,156 "	"$8,897 "	"$665,568 "	"$5,300 "	"$280,526 "	"$644,253 "	"$1,815,145 "	"$1,954,506 "	"$5,947,866 "	"$9,517,381 "	"$9,526,074 "	--	--	--
"MNSCU - Bemidji State University (Bemidji, MN) "	"$23,637 "	$0 	$0 	$0 	$300 	"$23,120 "	"$59,994 "	$76 	"$246,553 "	7.80%	--	--	43.90%	24.70%	"33,720"	"2,624"	"$370,922 "	--	"$233,570 "	--	$250 	--	"$233,820 "	"$351,669 "	"$11,373 "	"$233,813 "	$0 	"$67,813 "	"$69,974 "	"$255,467 "	"$233,570 "	"$773,801 "	"$1,501,014 "	"$1,539,859 "	--	--	--
"MNSCU - Metropolitan State University (St. Paul, MN) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"MNSCU - Minnesota State University, Mankato (Mankato, MN) "	"$327,236 "	$325 	$250 	"$7,012 "	"$1,961 "	"$146,759 "	"$82,872 "	"$16,827 "	"$943,789 "	7.60%	7.60%	7.20%	72.40%	36.70%	"96,123"	"7,291"	"$1,196,283 "	"1,692"	"$477,565 "	70	"$42,197 "	"1,762"	"$519,762 "	"$1,222,992 "	"$9,576 "	"$146,945 "	"$3,020 "	"$144,945 "	"$82,290 "	"$768,161 "	"$255,670 "	"$2,278,073 "	"$3,262,194 "	"$3,262,194 "	--	--	--
"MNSCU - Minnesota State University, Moorhead (Moorhead, MN) "	"$182,031 "	$0 	$0 	$600 	$0 	"$51,650 "	"$7,930 "	$0 	"$284,717 "	20.20%	--	18.40%	85.70%	25.80%	"48,505"	"9,804"	"$484,630 "	0	$0 	0	$0 	0	$0 	"$815,965 "	"$7,335 "	"$53,185 "	$0 	"$53,185 "	$0 	"$718,565 "	"$7,930 "	"$1,352,715 "	"$1,878,649 "	"$2,162,231 "	--	--	--
"MNSCU - Southwest Minnesota State University (Marshall, MN) "	$415 	$0 	$0 	$0 	$0 	"$13,258 "	"$14,535 "	"$8,287 "	"$142,962 "	17.10%	17.10%	16.70%	90.40%	6.60%	"13,856"	"2,364"	"$176,775 "	442	"$221,263 "	1	$252 	443	"$221,515 "	"$1,357,168 "	"$7,860 "	"$617,193 "	$0 	"$219,363 "	"$96,071 "	"$1,307,783 "	"$227,374 "	"$2,033,390 "	"$2,660,365 "	"$2,660,365 "	--	--	--
"MNSCU - St. Cloud State University (Saint Cloud, MN) "	"$19,929 "	$0 	$0 	$518 	"$2,400 "	"$74,091 "	"$55,962 "	"$74,170 "	"$527,524 "	6.00%	--	5.90%	52.20%	37.60%	"81,796"	"4,887"	"$1,236,600 "	144	"$720,374 "	0	$0 	144	"$720,374 "	"$918,731 "	"$8,930 "	"$597,735 "	"$1,000 "	"$153,735 "	"$495,763 "	"$776,117 "	"$623,426 "	"$1,829,965 "	"$3,287,035 "	"$3,287,035 "	--	--	--
"MNSCU - Winona State University (Winona, MN) "	--	--	--	--	--	--	--	--	--	10.40%	--	--	29.50%	25.10%	"41,544"	"4,316"	--	--	--	--	--	--	--	"$269,088 "	"$10,190 "	"$165,305 "	--	--	--	--	--	"$863,083 "	"$1,745,677 "	"$1,745,677 "	--	--	--
"Montana State Univ.-Billings (Billings, MT) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Montclair State University (Upper Montclair, NJ) "	"$11,832 "	$0 	$0 	"$1,585 "	$0 	"$164,035 "	"$25,131 "	"$4,791 "	"$462,678 "	5.70%	--	5.50%	99.30%	21.90%	"75,777"	"4,308"	"$928,521 "	240	"$68,912 "	0	$0 	240	"$68,912 "	"$812,037 "	"$14,223 "	"$923,338 "	$0 	"$612,113 "	"$26,900 "	"$315,538 "	"$68,912 "	"$1,609,267 "	"$4,237,945 "	"$4,237,945 "	--	--	--
"Morehead State University (Morehead, KY) "	--	--	--	--	--	--	--	--	--	9.00%	--	--	46.20%	21.30%	"45,309"	"4,076"	--	--	--	--	--	--	--	"$1,076,890 "	"$10,786 "	"$1,018,796 "	--	--	--	--	--	"$1,666,129 "	"$3,279,221 "	"$3,279,221 "	--	--	--
"Murray State University (Murray, KY) "	"$469,533 "	$0 	$0 	"$24,079 "	"$15,962 "	"$13,030 "	"$240,375 "	"$181,402 "	"$1,112,538 "	13.20%	--	13.00%	43.50%	36.30%	"52,151"	"6,888"	"$1,875,607 "	899	"$561,831 "	0	$0 	899	"$561,831 "	"$1,052,625 "	"$10,800 "	"$1,541,381 "	"$50,000 "	"$913,569 "	"$171,437 "	"$925,752 "	"$628,000 "	"$3,416,992 "	"$5,172,857 "	"$5,172,857 "	--	--	--
"New Mexico Highlands University (Las Vegas, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"New Mexico Inst. of Mining and Tech (Socorro, NM) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Nicholls State University (Thibodaux, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Norfolk State University (Norfolk, VA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"North Carolina Central University (Durham, NC) "	--	--	--	--	--	--	--	--	--	4.60%	--	--	69.60%	13.00%	"27,285"	"1,267"	--	--	--	--	--	--	--	"$1,064,269 "	"$15,813 "	"$1,021,951 "	--	--	--	--	--	"$1,690,000 "	"$3,644,906 "	"$3,644,906 "	--	--	--
"North Georgia College & State Univ. (Dahlonega, GA) "	--	--	--	--	--	--	--	--	--	7.20%	--	--	49.60%	31.20%	"25,212"	"1,808"	--	--	--	--	--	--	--	"$435,024 "	"$7,972 "	"$187,844 "	--	--	--	--	--	"$1,135,565 "	"$1,135,565 "	"$1,135,565 "	--	--	--
"Northeastern Illinois University (Chicago, IL) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northeastern State University (Tahlequah, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Kentucky University (Highland Heights, KY) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Northern Michigan University (Marquette, MI) "	"$90,005 "	$0 	$0 	"$1,325 "	$220 	"$7,465 "	"$22,562 "	"$110,647 "	"$359,042 "	7.00%	--	6.80%	33.20%	16.40%	"45,945"	"3,199"	"$457,538 "	168	"$59,141 "	0	$0 	168	"$59,141 "	"$452,982 "	"$11,869 "	"$473,725 "	"$3,025 "	"$30,981 "	"$13,077 "	"$420,075 "	"$59,141 "	"$2,090,636 "	"$2,791,516 "	"$2,791,516 "	--	--	--
"Northwest Missouri State University (Maryville, MO) "	"$162,421 "	$0 	"$2,000 "	$0 	$0 	$0 	"$1,330,842 "	$0 	"$1,895,406 "	3.00%	3.10%	3.00%	69.80%	86.00%	"35,173"	"1,069"	"$10,502,628 "	126	"$984,220 "	--	--	126	"$984,220 "	"$355,408 "	"$9,512 "	"$27,298 "	"$10,305 "	"$27,298 "	"$74,868 "	"$355,408 "	"$1,993,812 "	"$3,455,721 "	"$12,216,226 "	"$22,175,721 "	--	--	--
"Northwestern State University (Natchitoches, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Pittsburg State University (Pittsburg, KS) "	"$156,627 "	$0 	$0 	"$8,916 "	"$10,000 "	"$59,714 "	"$134,430 "	"$871,571 "	"$1,459,442 "	9.10%	--	8.20%	96.80%	48.60%	"53,968"	"4,934"	"$3,091,154 "	"1,073"	"$316,649 "	256	"$42,809 "	"1,329"	"$359,458 "	"$1,056,067 "	"$9,904 "	"$450,783 "	"$16,970 "	"$404,647 "	"$98,495 "	"$517,994 "	"$316,648 "	"$3,351,942 "	"$6,358,561 "	"$6,408,089 "	--	--	--
"Plymouth State University (Plymouth, NH) "	"$1,810 "	$0 	$0 	"$4,384 "	$0 	"$24,772 "	"$14,235 "	"$17,816 "	"$154,717 "	10.40%	--	9.00%	37.60%	46.80%	"20,453"	"2,135"	"$367,663 "	298	"$31,485 "	0	$0 	298	"$31,485 "	"$99,991 "	"$8,578 "	"$139,331 "	$0 	"$139,331 "	"$9,970 "	"$46,828 "	"$31,485 "	"$421,663 "	"$786,022 "	"$786,022 "	--	--	--
"Prairie View A&M University (Prairie View, TX) "	"$9,743 "	$0 	$0 	$0 	$0 	"$10,178 "	"$2,730 "	"$18,018 "	"$49,186 "	0.60%	--	0.30%	2.80%	50.80%	"57,579"	345	"$2,245,922 "	32	"$24,201 "	109	"$91,832 "	141	"$116,033 "	"$684,697 "	"$12,646 "	"$102,014 "	$0 	"$102,014 "	"$1,800 "	"$527,030 "	"$24,201 "	"$928,609 "	"$4,417,920 "	"$4,417,920 "	--	--	--
Purdue University-Calumet (IN) 	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Radford University (Radford, VA) "	"$117,230 "	$0 	$0 	"$4,913 "	"$30,172 "	"$23,076 "	"$41,407 "	"$2,162 "	"$298,980 "	9.60%	9.50%	8.60%	65.70%	14.10%	"46,808"	"4,496"	"$582,743 "	463	"$194,810 "	41	"$18,406 "	504	"$213,216 "	"$1,268,001 "	"$7,950 "	"$517,668 "	$0 	"$475,668 "	"$78,748 "	"$1,230,246 "	"$194,814 "	"$2,549,330 "	"$4,128,535 "	"$4,128,535 "	--	--	--
"Ramapo College of New Jersey (Mahwah, NJ) "	$96 	$0 	$0 	$0 	$0 	"$4,025 "	$200 	$100 	"$89,053 "	10.30%	9.60%	10.30%	100.00%	11.50%	"15,825"	"1,637"	"$117,854 "	1	"$4,000 "	0	$0 	1	"$4,000 "	"$568,940 "	"$14,867 "	"$81,320 "	$0 	"$35,420 "	"$4,000 "	"$420,173 "	"$4,200 "	"$745,458 "	"$1,022,219 "	"$1,022,219 "	--	--	--
"Rhode Island College (Providence, RI) "	--	--	--	--	--	--	--	--	--	7.70%	--	--	85.50%	34.40%	"51,858"	"3,992"	--	--	--	--	--	--	--	"$370,863 "	"$11,829 "	"$585,219 "	--	--	--	--	--	"$1,310,512 "	"$2,249,612 "	"$2,264,079 "	--	--	--
"Richard Stockton College of New Jersey (Pomona, NJ) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Rowan University (Glassboro, NJ) "	"$32,191 "	$0 	$0 	"$5,472 "	$100 	"$20,291 "	"$16,826 "	"$301,392 "	"$499,609 "	8.00%	--	7.90%	35.80%	5.80%	"53,697"	"4,298"	"$804,901 "	--	--	--	--	--	--	"$408,875 "	"$12,230 "	"$303,937 "	$250 	"$103,937 "	"$33,946 "	"$380,775 "	"$86,059 "	"$1,169,627 "	"$13,980,580 "	"$13,980,580 "	--	--	--
"Saginaw Valley State University (University Center, MI) "	$375 	$0 	$0 	$2 	"$1,110 "	"$3,999 "	"$9,421 "	"$2,500 "	"$83,613 "	7.10%	7.60%	7.10%	26.80%	4.80%	"24,564"	"1,748"	"$164,105 "	0	$0 	0	$0 	0	$0 	"$448,832 "	"$6,960 "	"$2,093,717 "	$656 	"$292,062 "	"$6,800 "	"$134,475 "	"$55,701 "	"$922,695 "	"$3,437,894 "	"$3,437,894 "	--	--	--
"Salem State College (Salem, MA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Salisbury University (Salisbury, MD) "	"$22,605 "	$0 	$0 	"$1,461 "	$645 	"$21,335 "	"$15,708 "	"$41,987 "	"$178,495 "	6.90%	--	6.90%	87.40%	14.20%	"28,587"	"1,976"	"$275,488 "	244	"$51,420 "	0	$0 	244	"$51,420 "	"$265,787 "	"$9,874 "	"$372,409 "	$0 	"$202,409 "	"$23,200 "	"$239,095 "	"$51,420 "	"$1,517,946 "	"$1,936,233 "	"$1,936,233 "	--	--	--
"Sam Houston State University (Huntsville, TX) "	"$156,832 "	$0 	$230 	$340 	$0 	"$71,080 "	"$45,805 "	"$74,790 "	"$395,390 "	4.10%	--	4.10%	100.00%	17.60%	"59,681"	"2,472"	"$539,315 "	268	"$255,972 "	1	$619 	269	"$256,591 "	"$1,295,775 "	"$7,892 "	"$408,850 "	$0 	"$387,100 "	"$108,071 "	"$1,191,555 "	"$255,972 "	"$2,448,936 "	"$3,056,755 "	"$3,056,755 "	--	--	--
"San Francisco State University (San Francisco, CA) "	"$86,663 "	$100 	"$3,175 "	"$4,260 "	$130 	"$82,047 "	"$4,505 "	"$14,968 "	"$236,683 "	1.10%	0.90%	1.00%	18.50%	6.80%	"168,691"	"1,802"	"$503,288 "	344	"$43,795 "	352	"$58,541 "	696	"$102,336 "	"$2,066,169 "	"$11,481 "	"$2,597,987 "	"$5,250 "	"$2,550,289 "	"$1,405 "	"$1,128,932 "	"$33,827 "	"$5,492,572 "	"$7,374,196 "	"$7,420,881 "	--	--	--
"San Jose State University (San Jose, CA) "	"$959,812 "	"$50,000 "	"$5,075 "	"$4,740 "	$0 	"$261,081 "	"$513,792 "	"$37,902 "	"$1,889,977 "	2.30%	2.40%	2.00%	45.60%	19.40%	"147,595"	"3,323"	"$2,255,038 "	0	$0 	0	$0 	0	$0 	"$3,057,102 "	"$11,137 "	"$4,561,658 "	"$332,375 "	"$2,959,482 "	"$188,246 "	"$2,265,213 "	"$1,330,245 "	"$7,818,332 "	"$11,627,848 "	"$11,680,810 "	--	--	--
"Savannah State University (Savannah, GA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Shippensburg Univ. of Pennsylvania (Shippensburg, PA) "	"$30,902 "	$0 	$0 	$568 	$0 	"$12,238 "	"$57,596 "	"$121,456 "	"$705,597 "	30.50%	--	29.00%	100.00%	30.10%	"31,583"	"9,635"	"$1,186,351 "	"1,766"	"$287,975 "	--	--	"1,766"	"$287,975 "	"$434,363 "	"$10,934 "	"$375,522 "	$0 	"$109,022 "	"$92,846 "	"$246,473 "	"$287,975 "	"$2,436,367 "	"$3,939,983 "	"$4,394,558 "	--	--	--
"Slippery Rock Unv. of Pennsylvania (Slippery Rock, PA) "	"$139,316 "	$0 	$110 	"$1,120 "	$0 	"$126,150 "	"$29,743 "	"$182,269 "	"$548,581 "	13.80%	14.10%	13.10%	66.70%	27.60%	"39,528"	"5,460"	"$998,196 "	311	"$155,628 "	0	$0 	311	"$155,628 "	"$938,912 "	"$14,936 "	"$136,467 "	$0 	"$86,467 "	"$118,006 "	"$470,199 "	"$155,925 "	"$1,384,103 "	"$3,617,679 "	"$3,625,779 "	--	--	--
"Southeast Missouri State University (Cape Girardeau, MO) "	"$24,758 "	$0 	$0 	$0 	"$1,795 "	"$15,939 "	$0 	"$440,172 "	"$1,229,101 "	5.40%	5.60%	5.20%	92.50%	49.90%	"52,728"	"2,833"	"$2,324,229 "	--	--	--	--	--	--	"$1,023,461 "	"$10,779 "	"$42,309 "	$0 	"$29,709 "	$0 	"$560,408 "	$0 	"$2,443,543 "	"$4,659,993 "	"$4,659,993 "	--	--	--
"Southeastern Louisiana University (Hammond, LA) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
"Southeastern Oklahoma State University (Durant, OK) "	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
