unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc5,facloc6,facloc7,facloc8,facloc9,facloc10,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,admreq13,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"375188","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"375203","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","","1","","","","1","","1","","",""
"375230","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","","1","","","","","","","","1","","",""
"375294","7","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","1","1","1","","","3","","",""
"375300","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","1","","","1","","","1","","","1","","",""
"375319","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","1","1","","","1","","","","","","","","","","","","","1","","","1","","","1","","","1","","",""
"375373","2","","","","1","","","","","","","","","","1","","1","2","","","","1","","1","","","1","","1","","","","","","","","","","","","","","1","","","","","","1","1","","","","","1","1","","1","","",""
"375407","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","","2","","",""
"375416","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","1","","",""
"375470","7","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","1","","","","","3","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"375489","2","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"375540","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","",""
"375559","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","",""
"375568","2","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","","","","","1","","","1","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","",""
"375601","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"375610","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"375647","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"375656","5","1","","","1","","","1","","","","1","1","","","","1","2","","","","1","","1","","","1","","1","","","","","","1","1","","","","","","","","","","","","1","1","1","","1","","","1","","","3","","",""
"375683","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","1","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","1","","3","","",""
"375692","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","1","","","1","1","1","","","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","","1","","1","","",""
"375708","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","1","","","","","1","","","3","","",""
"375717","1","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","","","","1","1","","","1","","","","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","","","3","","",""
"375726","1","1","","","","","","1","","","","","1","","","","","2","","","","1","","1","","","1","1","1","1","","","","","1","1","","","","","","","","","","","","","","1","","","","","","1","","3","","",""
"375735","1","1","","","1","","","1","","1","","","1","","1","","","2","","","","1","","1","","","1","","","","","","1","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","","3","","",""
"375744","1","","","","1","","","","","","","","1","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"375753","7","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","2","","",""
"375762","1","","","","1","","","","","","","","1","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"375799","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","3","","",""
"375814","","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","1","","","","","","","","1","","","","","","","","","1","1","1","","","","","","","","",""
"375841","7","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","","",""
"375850","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"375878","5","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"375896","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","",""
"375902","2","1","","","","","","","","","","1","","","","","","2","","","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"375939","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"375948","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","1","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","3","","",""
"375966","7","1","","","1","","","1","","","","","1","","1","","","2","","","","1","","1","","","1","","","","","1","","","1","1","","","","","","","","","","","","1","","","","","","","","","1","1","","",""
"375984","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"376002","1","","","","1","","","","","","","","1","","","","","2","","","","1","","","1","","","","1","1","","","","","","","","","","","","","1","","","","","","1","1","1","1","","","","1","","1","","",""
"376039","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"376075","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"376109","7","1","1","","","","","1","","","","","","","","","","2","","","","1","","","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","","1","","","1","","","1","","",""
"376118","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"376127","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","3","","",""
"376136","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","2","216782","",""
"376224","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"376242","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","",""
"376288","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"376303","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"376312","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","1","","",""
"376330","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","1","","",""
"376349","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"376385","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","1","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"376446","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"376473","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","","1","","1","1","","","","","","3","","",""
"376543","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"376604","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","1","","","","","","","1","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"376631","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","1","","",""
"376668","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","3","","",""
"376677","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"376695","1","1","","","1","","","1","","","","","1","","","","1","2","","","","1","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","1","1","1","1","1","","","","","","1","","",""
"376701","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","1","","1","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"376710","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"376729","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"376738","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"376871","3","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"376950","2","1","","","","","","1","","","","","","","","","","2","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","3","","",""
"376987","7","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","","","1","","","1","","","1","","",""
"376996","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","3","","",""
"377005","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"377023","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","",""
"377069","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","1","1","","","","","","3","","",""
"377111","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","1","","1","1","","","1","","","1","","",""
"377139","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"377193","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"377218","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"377227","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"377236","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"377272","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","3","","",""
"377281","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","1","","",""
"377306","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","","","","1","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","3","","",""
"377315","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"377342","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"377403","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","1","","","",""
"377421","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"377430","6","1","1","1","","","","","","","","1","","","","","","2","","","","1","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","","","","1","","","","","3","","",""
"377449","7","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"377458","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","1","","","1","","","1","","",""
"377476","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"377485","7","","","","1","","","","","","","","","","1","","1","2","","","","1","","1","","","1","","1","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","1","","",""
"377494","3","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","1","3","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"377546","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","","","","1","","1","","","1","","","","","","","","","","","","","","1","1","1","","","1","","","1","","",""
"377555","2","1","","","1","","","1","","","","","1","","","","","2","","","","","1","1","1","1","1","1","1","","1","","","2","1","1","","","","","","","","","","","","1","1","1","1","","1","1","1","","","1","","",""
"377564","2","1","","","","","","1","","","","","1","","","","","2","","","","","1","1","1","1","1","1","1","","1","","","2","1","1","","","","","","","","","","","","1","1","1","1","","1","1","1","","","1","","",""
"377616","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377634","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","1","","1","","",""
"377643","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"377652","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","1","","",""
"377661","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","1","","",""
"377670","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","1","1","1","","","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","1","","","1","","",""
"377722","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"377759","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","1","","","1","","","1","","","3","","",""
"377786","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"377838","6","1","1","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","","1","1","1","1","","1","","","3","","",""
"377847","7","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"377908","7","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"377944","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"377953","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","1","","","1","","","1","","",""
"378035","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"378062","1","1","","","","","","1","","1","","","","","","","","2","","","","1","1","","","","","","1","","","1","","","","1","1","","","","","","","","","","","","1","1","1","","","1","","","","1","","",""
"378099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"378105","2","1","","","","","","1","","","","","","","","","","2","","","","","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"378114","5","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","1","1","","1","","","","1","1","1","","","","","","","","","","","","1","","","","","1","","","3","","",""
"378141","2","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"378196","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","3","","",""
"378202","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","3","","",""
"378248","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","2","124283","",""
"378266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"378336","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"378354","","1","1","","","","","","","","","1","","","","","","2","","","","1","","","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","3","","",""
"378372","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","1","1","","","1","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","3","","",""
"378381","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","1","","","","","","","","3","","",""
"378406","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","1","","","","","","","","","","1","","","","","","","","1","","1","1","","","","","","1","","",""
"378479","6","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"378521","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","3","","",""
"378530","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","","3","","",""
"378558","1","1","","","","","","1","","","","","","","","","","2","","","","","","1","","","1","","1","","","","1","","","","","","","","1","","","","","","","","","1","","1","","","1","","","3","","",""
"378576","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","1","","1","2","","1","","","","","","","","","","","","","","1","","","","","1","","","1","","",""
"378585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"378637","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","1","1","1","","","1","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"378707","7","","","","","","","","","","","","","","","","","2","","","","1","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","3","","",""
"378716","5","1","1","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","1","1","","","","","","","","","","","1","1","","","","","","","","1","","",""
"378770","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","1","1","","1","","1","","","","","","","","","","","","","1","1","","","","","1","","","1","","",""
"378798","1","1","1","1","","","","1","","","","1","","","","","","2","","","","1","","","","","","","1","1","","1","","","1","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"378877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"378938","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","","1","","",""
"378956","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","1","1","","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"378974","1","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"379001","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"379029","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"379038","5","1","","","","","","1","","1","","","","","","","","2","","","","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","1","3","","",""
"379056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"379074","","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"379135","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"379171","5","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","",""
"379241","5","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","","","","3","","",""
"379269","5","1","","","","","","","","","","1","","","","","","2","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","2","","",""
"379296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"379357","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","",""
"379445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","",""
"379463","6","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"379551","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"379579","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","1","","1","","","1","","","3","","",""
"379612","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","",""
"379621","7","1","","","1","","","1","","","","","1","","","","","2","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","1","","","","","","","2","","",""
"379658","7","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","1","","",""
"379685","7","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","1","","","","","1","","",""
"379746","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","1","1","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"379782","2","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","1","","","1","","",""
"379791","6","1","","","","","","1","","1","","","","","","","","2","","","","","","","","","","","","","","1","","","","","1","1","","","","","","","","","","","","1","","","","","","","","3","","",""
"379889","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","1","","",""
"379968","6","1","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","1","1","","1","1","","","1","1","1","","","","","","","","","","","","1","","1","","","","","","1","","",""
"380067","5","1","","","","","","1","","","","","","","","","","2","","","","1","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","3","","",""
"380076","3","1","","","","","","","","","","","","","","","","2","","","","1","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"380094","1","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"380137","6","","","","","","","","","","","","","","","","","2","","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"380173","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","3","","",""
"380182","7","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","1","","","3","","",""
"380191","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"380225","6","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"380243","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"380298","6","1","","","","","","1","","","","","","","","","","2","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","1","1","","","3","","",""
"380359","1","1","","","","","","1","","1","1","1","","","","","","2","","","","1","","1","","","1","","1","","","1","","","","1","","","","","","","","","","","","","1","1","1","","","","1","","","1","","",""
"380368","2","1","","","1","1","","1","1","","1","1","1","","","1","1","2","","","","1","","","","","","","","","1","","","","","1","","","","","","","","","","","","1","1","1","","","1","1","1","1","","1","","",""
"380377","2","1","","","","","","1","","","","1","","","","","","2","","","","1","","","","","","","1","1","","1","","","1","1","1","","","","","","","","","","","","1","1","","","","","1","","","1","","",""
